ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key
35021,C7H13NO3,tertiary,COC(=O)CN1CCOCC1,5,base,pKAH1,4.92,chembl,LTMOFXOWXXOMEZ-UHFFFAOYSA-N
37740,C13H16N4O,tertiary,COc1ccc(CN2CC2Cn2cncn2)cc1,13,base,pKAH1,4.89,chembl,OQGGQMGPBJBQMK-UHFFFAOYSA-N
65171,C11H13NO2,secondary,COC(=O)C1Cc2ccccc2CN1,13,base,pKAH1,5.24,chembl,YTNGWXICCHJHKA-UHFFFAOYSA-N
107917,C12H18N2O4,tertiary,Cn1c(CO)cc(=O)c(O)c1CN1CCOCC1,12,base,pKAH1,5.48,chembl,XYNWLGSPPWTMLT-UHFFFAOYSA-N
31368,C13H14N2O2,secondary,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1,16,base,pKAH1,5.22,chembl,QZGCHMZBGHVZFB-LLVKDONJSA-N
49820,C8H12N4O3,tertiary,O=[N+]([O-])c1nccn1CC(O)CN1CC1,4,base,pKAH1,5.55,chembl,OEWYWFJWBZNJJG-UHFFFAOYSA-N
98430,C11H16N4O5,tertiary,COC(=O)C1CCN1CC(O)Cn1ccnc1[N+](=O)[O-],7,base,pKAH1,5.79,chembl,PQSGIDJQMIZHCT-UHFFFAOYSA-N
98031,C12H20N2O3,tertiary,CC(C)C1CC(=O)N(CN2CCOCC2)C1=O,9,base,pKAH1,4.84,chembl,DRNCBBYYEDBSQE-UHFFFAOYSA-N
14902,C10H20N2O6,secondary,COC(=O)[C@H](CO)NCCN[C@@H](CO)C(=O)OC,10,base,pKAH1,5.56,chembl,LVZPKMSAJUEDDV-YUMQZZPRSA-N
39285,C13H16N2O2,tertiary,CN1CC[C@@]2(C)C3=CC(=O)C(=O)C=C3N(C)C12,1,base,pKAH1,5.76,chembl,HOQNKCYZDSDWJL-ABLWVSNPSA-N
80511,C10H16N4,tertiary,C#CCN(C)Cc1nnn(CC)c1C,3,base,pKAH1,5.82,chembl,QIVHTCQATRJWMU-UHFFFAOYSA-N
120459,C10H17NO4,tertiary,COC(=O)[C@@H]1CCC[C@@H](C(=O)OC)N1C,13,base,pKAH1,4.84,chembl,HXARLLLRNATPNR-YUMQZZPRSA-N
36422,C3H6N2O2,primary,NC1CNC(=O)O1,0,base,pKAH1,5.03,chembl,RFPDIKCSEDYLKW-UHFFFAOYSA-N
48242,C13H17N5O2,tertiary,CC1CCCN(Cn2nc(-c3cnccn3)oc2=O)C1,15,base,pKAH1,5.63,chembl,IHKYGZXMMJPKCE-UHFFFAOYSA-N
6484,C6H11N3O2,secondary,C[C@@H]1N[C@H](C)C(=O)NNC1=O,2,base,pKAH1,5.31,chembl,PCDOLDGJAUQLBO-ZXZARUISSA-N
61142,C13H19NO4,secondary,COC(=O)CNCC(O)COc1ccccc1C,5,base,pKAH1,5.76,chembl,FDYLVSPICUBIRR-UHFFFAOYSA-N
90733,C10H19NO6,tertiary,COC(=O)CN1C[C@@H](CO)O[C@H](OC)[C@H](O)C1,5,base,pKAH1,5.58,chembl,RBBWURZOJXPGQR-XKSSXDPKSA-N
47107,C10H17N3O2,tertiary,CC1=NN(C)C(=O)C(N2CCOCC2)C1,2,base,pKAH1,5.83,chembl,WXDBVRUCYCFCGU-UHFFFAOYSA-N
40315,C9H14N2O3,tertiary,O=C1CCC(=O)N1CN1CCOCC1,8,base,pKAH1,5.05,chembl,YQXGXEUSFRFHRR-UHFFFAOYSA-N
33328,C13H19NO5,tertiary,CC(=O)OCC1(COC(C)=O)C(=O)C2CCN1CC2,16,base,pKAH1,5.5,chembl,ATYBZGWNUVDWSU-UHFFFAOYSA-N
88388,C11H15N3O4,tertiary,CC(=O)N1CCN(Cc2ccc([N+](=O)[O-])o2)CC1,6,base,pKAH1,5.36,chembl,REGGOJUHUUGVQX-UHFFFAOYSA-N
40214,C12H14N2O,tertiary,N#CC(c1ccc(O)cc1)N1CCCC1,10,base,pKAH1,5.24,chembl,MKHDDQOWGNNSTD-UHFFFAOYSA-N
11128,C3H6N2O,secondary,O=C1CNCN1,3,base,pKAH1,5.21,chembl,GVONPBONFIJAHJ-UHFFFAOYSA-N
49773,C13H16N2O6,tertiary,O=C(CCN1CCOCC1)c1ccc(O)c(O)c1[N+](=O)[O-],4,base,pKAH1,5.44,chembl,DIXSJTHTKSTVSJ-UHFFFAOYSA-N
74869,C6H9NO6,tertiary,O=C(O)CN(CC(=O)O)CC(=O)O,4,base,pKAH1,5.58,chembl,MGFYIUFZLHCRTH-UHFFFAOYSA-N
126833,C6H8N2O2,secondary,Oc1noc2c1CCNC2,8,base,pKAH1,4.99,chembl,ZXRVKCBLGJOCEE-UHFFFAOYSA-N
36217,C8H15NO3,tertiary,CCOC(=O)CN1CCOCC1,6,base,pKAH1,4.86,chembl,SITMDWHJQROIPF-UHFFFAOYSA-N
34255,C9H15NO4,secondary,CC(C)(C)OC(=O)[C@H]1C[C@@H](C(=O)O)N1,13,base,pKAH1,5.55,chembl,JBMNFFALJSFZHH-NTSWFWBYSA-N
109077,C10H11N3O2,secondary,O=C1CNCC(=O)N1Cc1ccncc1,12,base,pKAH1,5.09,chembl,VXGJIZKXAJTWPA-UHFFFAOYSA-N
101941,C5H8N2O2,primary,Cc1c(O)noc1CN,8,base,pKAH1,4.99,chembl,YXXVUCJIQAMZSQ-UHFFFAOYSA-N
35863,C13H17NO4,secondary,COC(=O)C1Cc2cc(OC)c(OC)cc2CN1,17,base,pKAH1,5.02,chembl,XAVYTZMVMTXAEC-UHFFFAOYSA-N
73732,C9H15NO3,tertiary,O=C1C2CCN(CC2)C1(CO)CO,5,base,pKAH1,5.69,chembl,RFBVBRVVOPAAFS-UHFFFAOYSA-N
57439,C13H15NO3,tertiary,O=C1CCCN(Cc2ccc3c(c2)OCO3)C1,5,base,pKAH1,4.87,chembl,SYUYPNJMKZSFEE-UHFFFAOYSA-N
28408,C13H17N3O2,tertiary,NC(=O)CN1CCN(c2cccccc2=O)CC1,0,base,pKAH1,5.06,chembl,MMETYAQBNUYKBU-UHFFFAOYSA-N
35636,C12H19N3O2,tertiary,O=C1NC2(CCCCC2)C(=O)N1CCN1CC1,14,base,pKAH1,5.08,chembl,YXDMBBDFYLRLKK-UHFFFAOYSA-N
2642,C13H15NO3,tertiary,O=C1CCN(Cc2ccc3c(c2)OCO3)CC1,4,base,pKAH1,5.72,chembl,MLYUYDYHGYHXEC-UHFFFAOYSA-N
33908,C6H9NO4,secondary,COC(=O)[C@H]1C[C@@H](C(=O)O)N1,10,base,pKAH1,5.64,chembl,DRUUKULEYUWFNI-IUYQGCFVSA-N
46913,C13H16N2O4,tertiary,O=C(CN1CCOCC1)Nc1cccc(C(=O)O)c1,3,base,pKAH1,4.99,chembl,IWKYZVAJVHQZDJ-UHFFFAOYSA-N
13068,C13H13N3O3,secondary,C=C1C2=C(C(=O)C(C)=C(N)C2=O)N2C[C@@H]3N[C@@H]3[C@]12O,15,base,pKAH1,5.54,chembl,JROBRWRXSMPGKG-SQPCXJJOSA-N
92168,C9H12N2O4,tertiary,O=[N+]([O-])c1ccc(CN2CCOCC2)o1,8,base,pKAH1,5.14,chembl,IKBQLPBZEYFMHD-UHFFFAOYSA-N
10035,C9H21NO4,tertiary,CC(C)(C)OOCN(CCO)CCO,7,base,pKAH1,5.23,chembl,MEEPNAJSXAMWKR-UHFFFAOYSA-N
80594,C13H16N2O2,tertiary,CN1CC[C@@]2(C)C3=CC(=O)C(=O)C=C3N(C)[C@@H]12,1,base,pKAH1,5.76,chembl,HOQNKCYZDSDWJL-OLZOCXBDSA-N
106279,C12H15N5O2,tertiary,O=c1oc(-c2cnccn2)nn1CN1CCCCC1,9,base,pKAH1,5.32,chembl,JEDVTTMHIAAALO-UHFFFAOYSA-N
94089,C12H20N4,tertiary,C#CCN(C)Cc1nnn(C)c1CCCC,3,base,pKAH1,5.81,chembl,DRYNXHBGZJPBMX-UHFFFAOYSA-N
61394,C12H12N2O4,secondary,O=C(O)C(NCc1ccccc1)c1cc(O)no1,4,base,pKAH1,4.94,chembl,XIBLDTHMLXQDKN-UHFFFAOYSA-N
57441,C12H17N3O5,tertiary,CC1(C)CN1CC(O)CNC(=O)c1ccc([N+](=O)[O-])o1,4,base,pKAH1,5.67,chembl,LMLIIHWCSCTLRC-UHFFFAOYSA-N
83665,C12H14N2O3,secondary,COC(=O)C[C@@H]1NCc2ccccc2NC1=O,6,base,pKAH1,5.7,chembl,KIOMUHRQSRNYAV-JTQLQIEISA-N
52628,C13H14N2O2,tertiary,O=C1NC(=O)[C@@H]2CCCN2[C@H]1c1ccccc1,9,base,pKAH1,5.35,chembl,HBBMDAQPPJMYRZ-QWRGUYRKSA-N
84268,C10H16N4O3,tertiary,C[C@@H]1[C@H](C)N1CC(O)Cn1ccnc1[N+](=O)[O-],12,base,pKAH1,5.8,chembl,VKUQQJFQNDTATQ-XOIHQXTHSA-N
73693,C12H17N3O3,tertiary,O=C(NCCN1CCOCC1)c1cccnc1O,5,base,pKAH1,5.82,chembl,BZXHNKSSHVVGRU-UHFFFAOYSA-N
122520,C9H19NO7,tertiary,OCN(CO)[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,2,base,pKAH1,5.25,chembl,FVQHFBXRTUONCK-PQFOHKHZSA-N
92565,C11H21N3,primary,CC(C)=CCC/C(C)=C/C=N/C(N)N,10,base,pKAH1,5.16,chembl,WAVHCFLKKMIHPX-XFUBVATKSA-N
49048,C13H16N4O2,tertiary,O=c1oc(-c2ccccn2)nn1CN1CCCCC1,9,base,pKAH1,5.43,chembl,WHIBGFNODCBRPF-UHFFFAOYSA-N
70222,C10H16N4,tertiary,N#CCCN1CCN(CCC#N)CC1,4,base,pKAH1,5.81,chembl,QXQYJEMSNUMUPO-UHFFFAOYSA-N
56410,C12H14N4O3,tertiary,O=C1c2nccnc2C(=O)N1CCN1CCOCC1,13,base,pKAH1,5.62,chembl,PNHVQSRPZBDDAT-UHFFFAOYSA-N
122766,C12H17N3O4,tertiary,CC(=O)CN1CCN(Cc2ccc([N+](=O)[O-])o2)CC1,4,base,pKAH1,5.69,chembl,NBLUYKCDSJNHKL-UHFFFAOYSA-N
69971,C4H8N2O2,secondary,CC1NCN(O)C1=O,4,base,pKAH1,5.17,chembl,VYOAJPJWGUBAGB-UHFFFAOYSA-N
85390,C12H18N4O2,primary,N#CC1=C2CCCN2C(O)(N2CCOCC2)C1N,7,base,pKAH1,5.29,chembl,DZNVGWGOMFZDSN-UHFFFAOYSA-N
38128,C4H5NO4,secondary,O=C(O)[C@H]1N[C@@H]1C(=O)O,4,base,pKAH1,5.65,chembl,IFCCPDAHQDGHMH-LWMBPPNESA-N
116007,C9H15N3O2,tertiary,CC1=NNC(=O)C(N2CCOCC2)C1,7,base,pKAH1,5.7,chembl,WOUFQVMOTVQGJH-UHFFFAOYSA-N
70862,C13H19NO4,secondary,CCOC(=O)CNCC(O)COc1ccccc1,6,base,pKAH1,5.75,chembl,XOYWQZKFQNOFDJ-UHFFFAOYSA-N
74304,C13H16N2O4,tertiary,O=C(CN1CCOCC1)Nc1ccc(C(=O)O)cc1,3,base,pKAH1,5.03,chembl,PIJNTHAFIUQZQA-UHFFFAOYSA-N
99642,C10H16N2O3,tertiary,CC1CC(=O)N(CN2CCOCC2)C1=O,7,base,pKAH1,5.03,chembl,IXTQPOJFGUHQNY-UHFFFAOYSA-N
45987,C6H11N3O2,secondary,C[C@@H]1N[C@@H](C)C(=O)NNC1=O,2,base,pKAH1,5.31,chembl,PCDOLDGJAUQLBO-IMJSIDKUSA-N
37183,C12H10N4O3,secondary,N#CCNCc1cc([N+](=O)[O-])c2cccnc2c1O,15,base,pKAH1,4.94,chembl,WCKCUTSAAUXUOC-UHFFFAOYSA-N
106627,C12H15NO4,secondary,COC(=O)C1NCCc2cc(O)c(OC)cc21,5,base,pKAH1,5.04,chembl,UDTIDFDJMPXOCO-UHFFFAOYSA-N
1066,C5H9N3O2,secondary,C[C@@H]1NCC(=O)NNC1=O,2,base,pKAH1,5.21,chembl,IDXYLWSVKOVBBS-VKHMYHEASA-N
59522,C11H17N3O3,tertiary,Cc1cc(C(=O)NCCN2CCOCC2)on1,9,base,pKAH1,5.58,chembl,QRNSIOOKFAKYGR-UHFFFAOYSA-N
34839,C10H14N2O2,tertiary,CC(=O)OC1(C#N)CN2CCC1CC2,8,base,pKAH1,5.71,chembl,SNQOLWZDRHCFQW-UHFFFAOYSA-N
2443,C12H15N3O3,tertiary,O=c1oc2cccnc2n1CCN1CCOCC1,12,base,pKAH1,5.83,chembl,FTNDZQVIQZUANZ-UHFFFAOYSA-N
35060,C4H8N2,tertiary,CN(C)CC#N,1,base,pKAH1,5.38,chembl,PLXBWEPPAAQASG-UHFFFAOYSA-N
96206,C11H16N4O4,tertiary,O=[N+]([O-])c1nccn1CC(O)CN1C2CCOCC21,4,base,pKAH1,4.96,chembl,DPMZLIVDHOHRLO-UHFFFAOYSA-N
108651,C12H14N4,tertiary,c1ccc(CN2CC2Cn2cncn2)cc1,5,base,pKAH1,5.27,chembl,HOOBTYYUKGEGNT-UHFFFAOYSA-N
85103,C13H17N5O2,tertiary,O=C1CCC(=O)N1CN1CCN(c2ncccn2)CC1,17,base,pKAH1,5.31,chembl,FJKWJWJZAHVDON-UHFFFAOYSA-N
95833,C10H17NO4,tertiary,COC(=O)[C@H]1CCC[C@@H](C(=O)OC)N1C,13,base,pKAH1,4.84,chembl,HXARLLLRNATPNR-OCAPTIKFSA-N
92016,C10H11N3O2,secondary,O=C1CNCC(=O)N1Cc1cccnc1,13,base,pKAH1,4.92,chembl,RASCQGNSAZZWSI-UHFFFAOYSA-N
120654,C11H16N4O6,tertiary,NC(=O)c1nonc1CN1CCCCC1.O=C(O)C(=O)O,9,base,pKAH1,6.46,chembl,AFWDJQQCKRLQDN-UHFFFAOYSA-N
34470,C12H17N3O2,tertiary,O=C(NCCN1CCOCC1)c1cccnc1,5,base,pKAH1,5.92,chembl,JTNDORAWCIEWNX-UHFFFAOYSA-N
5000,C5H11N5,primary,N#CC1CNC(N)NC1N,7,base,pKAH1,6.2,chembl,QMLSMSICNBXNLJ-UHFFFAOYSA-N
83623,C9H14N4O,secondary,CC1(C)NC(=O)[C@H](Cc2cnc[nH]2)N1,10,base,pKAH1,6.78,chembl,IOQHCLRGNWJDML-ZETCQYMHSA-N
6335,C13H18N2O2,tertiary,O=c1cccccc1N1CCN(CCO)CC1,8,base,pKAH1,6.44,chembl,YWXFARDTFRALFT-UHFFFAOYSA-N
107814,C12H19NO6,secondary,O[C@H]1[C@H](O)[C@@H](N[C@H]2C=C[C@@H](O)[C@@H](O)[C@@H]2O)C=C[C@H]1O,5,base,pKAH1,6.78,chembl,QOHFSVSHWJBXNC-JLFWRBHBSA-N
10006,C12H15N3O3,tertiary,O=c1oc2ncccc2n1CCN1CCOCC1,12,base,pKAH1,5.88,chembl,WMBKNLQADCJVTB-UHFFFAOYSA-N
101905,C11H15N3O4,tertiary,CON=C1CCN(Cc2ccc([N+](=O)[O-])o2)CC1,6,base,pKAH1,6.51,chembl,AUXYASBCVZHLFS-UHFFFAOYSA-N
70755,C13H18N4O3,primary,NC(C(=O)NO)C(=O)N1CCN(c2ccccc2)CC1,0,base,pKAH1,6.11,chembl,NCGZLMSPGWRKJT-UHFFFAOYSA-N
58047,C13H18N2O3,tertiary,Nc1ccc(C(=O)OCCN2CCOCC2)cc1,10,base,pKAH1,6.04,chembl,CQHHUPIRHGIDDU-UHFFFAOYSA-N
118805,C10H11NO,secondary,COc1ccc2c(c1)C1NC1C2,9,base,pKAH1,5.99,chembl,FONOZADNCLFSBX-UHFFFAOYSA-N
8233,C9H11NO2,primary,COC(=O)[C@@H](N)c1ccccc1,5,base,pKAH1,6.49,chembl,BHFLUDRTVIDDOR-QMMMGPOBSA-N
46255,C13H12N4O2,secondary,O=c1[nH]cnc2c(CNCc3ccco3)nccc12,8,base,pKAH1,6.45,chembl,KYFZKWSQWIPREE-UHFFFAOYSA-N
87501,C9H12N2O,tertiary,C#CCN(C)Cc1cc(C)no1,3,base,pKAH1,6.54,chembl,HWZCBHZSUCYLRD-UHFFFAOYSA-N
86875,C7H15NO3,tertiary,CO[C@@H]1CN(C)C[C@@H](CO)O1,4,base,pKAH1,6.57,chembl,RSLIAYZITFUQFO-BQBZGAKWSA-N
63570,C13H18N4O3,tertiary,COc1cc(Nc2nnc(CN(C)C)o2)cc(OC)c1,11,base,pKAH1,6.24,chembl,KXGZQTILKFLAOB-UHFFFAOYSA-N
65959,C13H21N3O6,secondary,C=C1CCOC2([C@@H](O)[C@@](C)(O)CO)NC(=O)[C@@]1(NC)NC2=O,17,base,pKAH1,6.67,chembl,ITUWNXUELNYQDE-UJOPVTFYSA-N
12679,C11H17N3O3,tertiary,Cc1cc(NC(=O)CCN2CCOCC2)no1,9,base,pKAH1,6.77,chembl,WECLUXXIQYWEKI-UHFFFAOYSA-N
123810,C10H15N5O2,primary,NC1N=CNc2c1ncn2[C@H]1CC[C@@H](CO)O1,4,base,pKAH1,6.13,chembl,UPVIAVHUWZEKAN-PMDVUHRTSA-N
92069,C9H15N5O4,secondary,NC(=O)c1[nH]nc(C2N[C@H](CO)[C@H](O)[C@@H]2O)c1N,5,base,pKAH1,6.48,chembl,OCJZNDIBMCCZDH-KTRJNWGBSA-N
52297,C11H15N3O3,primary,NC(C(=O)NO)C(=O)NCCc1ccccc1,0,base,pKAH1,6.11,chembl,MHNVTUSAHDUYCV-UHFFFAOYSA-N
80048,C10H13N3O3,primary,NC(C(=O)NO)C(=O)NCc1ccccc1,0,base,pKAH1,6.11,chembl,HVTWOBIOCPYSGH-UHFFFAOYSA-N
110425,C11H23NO2,tertiary,CC1CCN(COOC(C)(C)C)CC1,4,base,pKAH1,6.25,chembl,FULMLZAHYNIOSU-UHFFFAOYSA-N
88935,C11H21N3O4,primary,CC(C)C[C@H](CN(O)C=O)C(=O)NC(=O)[C@H](C)N,6,base,pKAH1,6.67,chembl,UZQQSSXSYSWTCT-DTWKUNHWSA-N
57786,C6H11N3O,tertiary,Cc1noc(CN(C)C)n1,6,base,pKAH1,6.3,chembl,IFHZEOLWCRBOGK-UHFFFAOYSA-N
7759,C9H10N2,primary,N#CC(N)Cc1ccccc1,3,base,pKAH1,6.26,chembl,AVXNAHRDJXOJHT-UHFFFAOYSA-N
66247,C7H13N3O5,primary,N[C@]12NC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H]2O,0,base,pKAH1,6.64,chembl,QSJOCUZQHBBNGJ-NVKKRIHQSA-N
50880,C12H18N2O3,tertiary,Cc1c(O)c(=O)ccn1CCN1CCOCC1,11,base,pKAH1,6.45,chembl,XYYCYJNBZSTEPB-UHFFFAOYSA-N
51173,C9H17NO5,tertiary,CC1C(O)C(O)C(O)C(CO)N1CC=O,11,base,pKAH1,6.12,chembl,TVTBPJSCVHDHKU-UHFFFAOYSA-N
40656,C11H17N3O2,tertiary,O=C(NCCN1CCOCC1)c1ccc[nH]1,5,base,pKAH1,6.04,chembl,NFKFSJOBVZCTGQ-UHFFFAOYSA-N
105277,C10H12N2O,secondary,C[C@H]1NCc2ccccc2NC1=O,2,base,pKAH1,6.67,chembl,SBBGNRXYCGCZGA-SSDOTTSWSA-N
31272,C13H18N2O3,tertiary,O=C(NCCN1CCOCC1)c1ccc(O)cc1,5,base,pKAH1,6.04,chembl,SNBVZWGTRKSYQP-UHFFFAOYSA-N
56706,C6H11NO,tertiary,CN1CCCC(=O)C1,1,base,pKAH1,6.21,chembl,SIKTVUHUQZNEPY-UHFFFAOYSA-N
21953,C9H21NO2,tertiary,CCN(CC)COOC(C)(C)C,2,base,pKAH1,6.24,chembl,HOTXDCZANWSWCV-UHFFFAOYSA-N
6937,C9H15N3O2,tertiary,OC[C@H]1CN(Cc2ncc[nH]2)C[C@@H]1O,7,base,pKAH1,6.74,chembl,DOYQWOHVNFYPHV-SFYZADRCSA-N
58686,C12H15N3O3,primary,NC(C(=O)NO)C(=O)NC1Cc2ccccc2C1,0,base,pKAH1,6.11,chembl,PEGIJXNJAWRKDX-UHFFFAOYSA-N
76618,C13H22N6O7,primary,C[C@@H](O)[C@H](N)c1nnc([C@H](CCC(N)=O)NC(=O)N[C@@H](CO)C(=O)O)o1,4,base,pKAH1,6.74,chembl,SRNQPYBWRIETFQ-XKBZYTNZSA-N
56896,C11H18N8O4,primary,NNC(N)c1nn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,21,base,pKAH1,5.92,chembl,FCJJJKPBNJIVII-KCXPABHWSA-N
39896,C11H14N4O3,tertiary,CN1CCN(C(=O)c2nccnc2C(=O)O)CC1,1,base,pKAH1,6.58,chembl,NGZFQQFXYRLUJR-UHFFFAOYSA-N
65188,C10H14N2O4,primary,NC1C(=O)C=CN([C@H]2CC[C@@H](CO)O2)C1=O,0,base,pKAH1,6.04,chembl,YXRRTMXELBJWHI-DZESUTGNSA-N
45153,C12H22N2O3,tertiary,CCNC(=O)CC1C(=O)OC(C)(C)CN1CC,14,base,pKAH1,6.25,chembl,KDSQUINICUYYSZ-UHFFFAOYSA-N
100330,C9H16N2O6,secondary,O=C(O)C1CN2C(N1)[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO,5,base,pKAH1,6.32,chembl,CLJMUGBMMVBGHE-FOCKFDDASA-N
64776,C10H18N4,tertiary,CN1CN2CCCN3CCCC(=N1)C32,3,base,pKAH1,6.11,chembl,VQYIJHJVYPQOST-UHFFFAOYSA-N
36038,C13H13NO2,primary,COC(=O)C(N)c1ccc2ccccc2c1,5,base,pKAH1,6.43,chembl,OWSZMZAENZHDLB-UHFFFAOYSA-N
54953,C11H15NO,secondary,CC1(C)NC1C(O)c1ccccc1,3,base,pKAH1,6.7,chembl,AFVPSAZLZDJJRJ-UHFFFAOYSA-N
54677,C13H23N3O2,tertiary,CC(C)(C)n1ccc(OCCN2CCOCC2)n1,11,base,pKAH1,6.25,chembl,LQVJTSGKMJUOLV-UHFFFAOYSA-N
66629,C12H17N3O3,primary,NC(C(=O)NO)C(=O)NCCCc1ccccc1,0,base,pKAH1,6.11,chembl,GMSLRTKCCWZHSH-UHFFFAOYSA-N
28835,C13H22N6O7,primary,CC(O)[C@H](N)c1nnc([C@H](CCC(N)=O)NC(=O)N[C@@H](CO)C(=O)O)o1,4,base,pKAH1,6.74,chembl,SRNQPYBWRIETFQ-IQJSGTJYSA-N
126487,C10H13N7O4,secondary,Cc1ncc([N+](=O)[O-])n1CCNCc1nonc1C(N)=O,11,base,pKAH1,6.55,chembl,WLNSXEWXCSVAPY-UHFFFAOYSA-N
35032,C7H13NO3,secondary,COC(=O)[C@@H]1C[C@H](O)CCN1,10,base,pKAH1,5.94,chembl,XYDFSCGFCFYWNY-RITPCOANSA-N
83179,C11H15N3O3,primary,Cc1ccccc1CNC(=O)C(N)C(=O)NO,12,base,pKAH1,6.11,chembl,OVUGDIXUGOZMJR-UHFFFAOYSA-N
53404,C12H18N6O,tertiary,CN1CCc2c(c(NCCO)nc3[nH]nc(N)c23)C1,16,base,pKAH1,5.99,chembl,SNXKKJVCTIBBDN-UHFFFAOYSA-N
57656,C8H12N2O2,tertiary,C[C@H]1C(=O)NC(=O)[C@@H]2CCCN12,11,base,pKAH1,5.84,chembl,SGPBTXDNVJVGER-WDSKDSINSA-N
38241,C13H15N3O2,secondary,CC(=O)N1C(=O)C2(NCC(C)N2)c2ccccc21,11,base,pKAH1,5.85,chembl,PDCMRGQONHSVDW-UHFFFAOYSA-N
41189,C13H24N2O3,tertiary,CCCNC(=O)CC1C(=O)OC(C)(C)CN1CC,15,base,pKAH1,6.25,chembl,DHCLDPGPQIWJDK-UHFFFAOYSA-N
45999,C8H15N5O,tertiary,CN1CCN(C)C(c2nc(N)no2)C1,1,base,pKAH1,6.74,chembl,IGQMROXAHLRRFS-UHFFFAOYSA-N
118649,C10H13NO5,secondary,O=C1OC2CC3(C(=O)O)CC1NC(C3)C2O,11,base,pKAH1,6.02,chembl,ZDDWVULVOBYEDE-UHFFFAOYSA-N
56308,C13H15N3O2,tertiary,CCN1CCc2ccc3nc(O)c(O)nc3c2C1,2,base,pKAH1,6.81,chembl,LTYPUAYPCJMPED-UHFFFAOYSA-N
17002,C9H9N,secondary,c1ccc2c(c1)CC1NC21,8,base,pKAH1,6.17,chembl,BNYPOPWTWLUFEG-UHFFFAOYSA-N
9803,C13H14N2O3,secondary,COC(=O)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,8,base,pKAH1,6.41,chembl,WBRZAMFFUKWSQR-ZWNOBZJWSA-N
34538,C9H11NO2,primary,COC(=O)C(N)c1ccccc1,5,base,pKAH1,6.49,chembl,BHFLUDRTVIDDOR-UHFFFAOYSA-N
93638,C9H17NO,tertiary,CC1CN1CC(O)CC1CC1,3,base,pKAH1,6.5,chembl,AOCXIPTYJYSCKJ-UHFFFAOYSA-N
107364,C9H19NO2,tertiary,CC(C)(C)OOCN1CCCC1,7,base,pKAH1,6.22,chembl,CNJTUGODXHERGS-UHFFFAOYSA-N
5180,C13H14N4O4,tertiary,CCN1CCc2c([N+](=O)[O-])cc3nc(O)c(O)nc3c2C1,2,base,pKAH1,5.97,chembl,DWEFIBGLGPTBOX-UHFFFAOYSA-N
57147,C13H17N3O2,tertiary,CC1Cn2c(O)nc3cccc(c32)CN1CCO,14,base,pKAH1,6.68,chembl,CYAOZECYIGUAMM-UHFFFAOYSA-N
11842,C11H16N6O,tertiary,Nc1n[nH]c(N2CCN(Cc3ccco3)CC2)n1,17,base,pKAH1,6.67,chembl,BJUVFLQIYDOCNY-UHFFFAOYSA-N
69941,C12H19N3O6,primary,C=C1CCOC2([C@@H](O)[C@@](C)(O)CO)NC(=O)[C@@]1(N)NC2=O,17,base,pKAH1,6.09,chembl,OFARQSNXORSFSF-QVOMMFOJSA-N
34906,C4H9NO3,primary,COC(=O)[C@@H](N)CO,5,base,pKAH1,6.82,chembl,ANSUDRATXSJBLY-VKHMYHEASA-N
37157,C8H16N2O3,tertiary,O=C(CO)N1CCN(CCO)CC1,7,base,pKAH1,6.74,chembl,MLGKBQAGZVEOFZ-UHFFFAOYSA-N
2403,C11H19N3O6,tertiary,CC1([N+](=O)[O-])CN(CCC(=O)O)CN(CCC(=O)O)C1,13,base,pKAH1,6.11,chembl,AIRYKEFKMDRQJJ-UHFFFAOYSA-N
29170,C11H16N6O2,secondary,COC(=O)CNCCCn1cnc2c(N)ncnc21,5,base,pKAH1,6.57,chembl,WHKFXHWNGFEEKH-UHFFFAOYSA-N
55352,C13H18N4O3,tertiary,O=[N+]([O-])c1nccn1CC(O)CN1C2C3CCC(C3)C21,12,base,pKAH1,6.24,chembl,RJNNQBPRUXIJEV-UHFFFAOYSA-N
63951,C10H14N2O2,tertiary,Oc1cccnc1CN1CCOCC1,8,base,pKAH1,6.55,chembl,PEWUSTTWOZGBLR-UHFFFAOYSA-N
99731,C10H11N3O2,primary,CN1C(=O)C(N)NC(=O)c2ccccc21,5,base,pKAH1,6.16,chembl,XSAZSGBNXVRZGK-UHFFFAOYSA-N
33260,C13H20N4O3,tertiary,CC1CCCC2C1N2CC(O)Cn1ccnc1[N+](=O)[O-],7,base,pKAH1,6.56,chembl,ONCXOYCOJOXWTN-UHFFFAOYSA-N
64722,C7H13NO2,secondary,COC(=O)C1CCCCN1,9,base,pKAH1,6.53,chembl,CXQTTWVBUDFUNO-UHFFFAOYSA-N
101894,C11H15NO4,secondary,OCC1(CO)COC(c2ccc(O)cc2)N1,15,base,pKAH1,6.74,chembl,AERFHTUXSQUGAM-UHFFFAOYSA-N
