-0.025000	0.000000
-0.024000	0.000000
-0.023000	0.000000
-0.022000	0.000000
-0.021000	0.000000
-0.020000	0.000000
-0.019000	0.000000
-0.018000	0.000000
-0.017000	0.000000
-0.016000	0.000000
-0.015000	0.000000
-0.014000	0.036124
-0.013000	0.057439
-0.012000	0.000000
-0.011000	0.000000
-0.010000	0.000000
-0.009000	0.000000
-0.008000	1.960113
-0.007000	6.807911
-0.006000	13.958471
-0.005000	14.878724
-0.004000	25.033085
-0.003000	36.637707
-0.002000	38.768337
-0.001000	36.182533
0.000000	35.411621
0.001000	27.452156
0.002000	25.484583
0.003000	13.146539
0.004000	14.368989
0.005000	15.228566
0.006000	10.359311
0.007000	4.792301
0.008000	2.639985
0.009000	2.232448
0.010000	2.519895
0.011000	5.063857
0.012000	2.741294
0.013000	0.216323
0.014000	0.431387
0.015000	0.499162
0.016000	0.179439
0.017000	0.184221
0.018000	0.000000
0.019000	0.000000
0.020000	0.000000
0.021000	0.000000
0.022000	0.000000
0.023000	0.000000
0.024000	0.000000
0.025000	0.000000
