ChEMBL ID,Name,Molecular Weight,CX Acidic pKa,CX Basic pKa,Aromatic Rings,Molecular Species,Molecular Formula,Smiles,Inchi Key,Amine Class
CHEMBL1186092,,147.22,,10.05,1.0,BASE,C10H13N,NC[C@@H]1C[C@H]1c1ccccc1,ATTLDOZXPZCOGK-UWVGGRQHSA-N,primary
CHEMBL2393339,,212.26,,9.62,2.0,BASE,C12H12N4,N#Cc1ccc2c(NCCN)ccnc2c1,JKNFOPFXFUBVSS-UHFFFAOYSA-N,primary
CHEMBL462551,,159.18,,5.94,0.0,NEUTRAL,C7H13NO3,COC(=O)[C@@H]1C[C@H](O)CCN1,XYDFSCGFCFYWNY-RITPCOANSA-N,secondary
CHEMBL443602,,159.18,,5.94,0.0,NEUTRAL,C7H13NO3,COC(=O)[C@H]1C[C@H](O)CCN1,XYDFSCGFCFYWNY-PHDIDXHHSA-N,secondary
CHEMBL2112448,,205.26,,8.74,1.0,BASE,C11H15N3O,COc1cncc([C@H]2CN3CCC2C3)n1,ZDDPFMBZPFHRDP-GKAPJAKFSA-N,tertiary
CHEMBL443205,,119.16,,9.29,0.0,BASE,C5H13NO2,CC[C@@H](O)[C@@H](N)CO,PJBQQLVBENTUQY-CRCLSJGQSA-N,primary
CHEMBL2315219,,127.15,9.3,8.28,1.0,NEUTRAL,C5H9N3O,Cc1nn(O)cc1CN,RLNJESMCLLHWAX-UHFFFAOYSA-N,primary
CHEMBL606669,,189.26,,8.64,1.0,BASE,C11H15N3,CN1C2CC[C@@H]1CC2c1ccnnc1,CZOBPXOJOUBLHR-KPPDAEKUSA-N,tertiary
CHEMBL1939855,,195.22,,8.92,1.0,BASE,C9H13N3O2,Cn1ccc(N2C[C@H](CN)OC2=O)c1,ANGBNZKWHGWEGM-QMMMGPOBSA-N,primary
CHEMBL337509,,209.29,,8.6,0.0,BASE,C12H19NO2,CCC[C@@H]1O[C@@]2(CC1=O)CN1CCC2C1,ZUISWEKSWROSRS-WEBCLNCGSA-N,tertiary
CHEMBL195020,,217.22,,4.53,2.0,NEUTRAL,C12H11NO3,CN1COc2ccc3ccc(=O)oc3c2C1,QIAXYRFZXNHSJH-UHFFFAOYSA-N,tertiary
CHEMBL170845,,195.26,10.04,9.18,1.0,BASE,C11H17NO2,CN(C)CCCOc1ccccc1O,RBUHQVVKEDDPLO-UHFFFAOYSA-N,tertiary
CHEMBL503559,,210.28,11.83,8.33,1.0,NEUTRAL,C11H18N2O2,CCN(CC)Cc1c[nH]c(C)c(O)c1=O,BUZRUDXKSBGNGS-UHFFFAOYSA-N,tertiary
CHEMBL442658,,196.25,11.76,7.77,1.0,NEUTRAL,C10H16N2O2,CCc1[nH]cc(CN(C)C)c(=O)c1O,NHAQDNBHSJEFRS-UHFFFAOYSA-N,tertiary
CHEMBL7160,,195.22,9.76,9.11,1.0,BASE,C10H13NO3,N[C@@H]1CCc2c(ccc(O)c2O)[C@H]1O,RJQPTDPYKKHYSV-VXNVDRBHSA-N,primary
CHEMBL374198,,238.25,8.65,6.13,1.0,NEUTRAL,C10H14N4O3,NC(C(=O)NO)C(=O)NCCc1ccccn1,GKINOCZTSHTFIU-UHFFFAOYSA-N,primary
CHEMBL86903,,204.27,,7.14,0.0,NEUTRAL,C12H16N2O,C#C/C(C)=C\CO/N=C1\CN2CCC1C2,GUIAADODPXLDMB-FCHMPZTMSA-N,tertiary
CHEMBL109467,,235.29,,8.18,0.0,NEUTRAL,C12H17N3O2,O=CN1CCN(CC#CCN2CCCC2)C1=O,SVBMFZQZSJVEJC-UHFFFAOYSA-N,tertiary
CHEMBL270037,,190.24,12.93,9.38,0.0,BASE,C8H18N2O3,C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCN,YHARUQNSRMSDRA-ULAWRXDQSA-N,primary
CHEMBL2448876,,141.21,,9.86,0.0,BASE,C8H15NO,CC(=O)CC1CCCCN1,JEIZLWNUBXHADF-UHFFFAOYSA-N,secondary
CHEMBL2442855,,220.23,11.36,4.45,1.0,NEUTRAL,C11H12N2O3,O=C1NC(=O)[C@@H]2CCCN2[C@H]1c1ccco1,ISBKFDONRSMRAR-CBAPKCEASA-N,tertiary
CHEMBL220553,,170.21,13.36,9.0,0.0,BASE,C8H14N2O2,CN1CCC[C@H]1[C@H]1CNC(=O)O1,CRTBVFNYYUEWDJ-NKWVEPMBSA-N,tertiary
CHEMBL1196025,,207.27,,7.59,1.0,NEUTRAL,C12H17NO2,COc1cc2c(cc1OC)CN(C)CC2,TXPPKWZEHFNZOE-UHFFFAOYSA-N,tertiary
CHEMBL1836831,,192.26,13.37,8.35,1.0,NEUTRAL,C11H16N2O,CC(C)[C@@H](N)C(=O)Nc1ccccc1,OVQXACDDVLRVJX-SNVBAGLBSA-N,primary
CHEMBL3249980,,206.29,,9.12,1.0,BASE,C12H18N2O,Cc1ccc(C)c(NC(=O)CCN)c1C,RGNGWYIFCSKAKJ-UHFFFAOYSA-N,primary
CHEMBL2177689,,147.17,13.19,9.46,0.0,BASE,C6H13NO3,C[C@@]1(CO)NC[C@H](O)[C@H]1O,LDCCTFVPMAHPSF-JKUQZMGJSA-N,secondary
CHEMBL3246278,,169.18,9.74,7.34,1.0,NEUTRAL,C8H11NO3,CN(C)Cc1cc(=O)c(O)co1,AKPZVDDAEVBYSZ-UHFFFAOYSA-N,tertiary
CHEMBL106913,,167.21,12.69,9.48,1.0,BASE,C8H13N3O,NC[C@H]1CC[C@@H](c2c[nH]cn2)O1,KWWHIDCVULQSFZ-SVRRBLITSA-N,primary
CHEMBL3329544,,180.25,,9.13,0.0,BASE,C10H16N2O,C[C@H]1C[C@@H]1C(=O)N1CC2CC(C1)N2,INYNWEUTASDACG-KRTGUUSXSA-N,secondary
CHEMBL3329543,,180.25,,9.13,0.0,BASE,C10H16N2O,C[C@@H]1C[C@H]1C(=O)N1CC2CC(C1)N2,INYNWEUTASDACG-MDVIFZSFSA-N,secondary
CHEMBL31017,,130.15,7.79,4.59,0.0,NEUTRAL,C5H10N2O2,CC1NC(C)N(O)C1=O,QDJQWQGOZBIENE-UHFFFAOYSA-N,secondary
CHEMBL135127,,203.25,12.4,8.5,2.0,BASE,C11H13N3O,CC1Cn2c(O)nc3cccc(c32)CN1,GTNCOIIPIKEYMW-UHFFFAOYSA-N,secondary
CHEMBL3249371,,243.22,11.83,8.88,1.0,BASE,C8H13N5O4,NC(=O)c1ncnn1[C@@H]1O[C@H](CO)[C@@H](N)[C@H]1O,SKDWPACQWJERKL-AFCXAGJDSA-N,primary
CHEMBL268446,,217.31,,9.1,0.0,BASE,C11H23NO3,COCCOCCOCCN1CCCC1,MHWHCCLIGKIAKS-UHFFFAOYSA-N,tertiary
CHEMBL331241,,174.25,,9.75,2.0,BASE,C11H14N2,Cc1ccc2[nH]cc(CCN)c2c1,PYOUAIQXJALPKW-UHFFFAOYSA-N,primary
CHEMBL8352,,211.26,10.42,9.73,1.0,BASE,C11H17NO3,COc1cc(CC(C)N)c(OC)cc1O,XZYTWVYCADLTTI-UHFFFAOYSA-N,primary
CHEMBL357080,,165.24,13.89,9.52,1.0,BASE,C10H15NO,CN[C@@H](C)C(O)c1ccccc1,KWGRBVOPPLSCSI-PEHGTWAWSA-N,secondary
CHEMBL479613,,189.26,,9.86,1.0,BASE,C11H15N3,c1cncc(N2CC[C@@H]3CN[C@@H]3C2)c1,FDOUKQXLQIXJFX-MWLCHTKSSA-N,secondary
CHEMBL4517423,,220.32,,5.81,1.0,NEUTRAL,C12H20N4,C#CCN(C)Cc1nnn(C)c1CCCC,DRYNXHBGZJPBMX-UHFFFAOYSA-N,tertiary
CHEMBL3354815,,235.34,,9.59,1.0,BASE,C12H21N5,CN[C@@H]1CCN(c2ccnc(NC(C)C)n2)C1,PCWWILBQNYWVFM-SNVBAGLBSA-N,secondary
CHEMBL3330345,,163.22,,9.27,1.0,BASE,C10H13NO,N[C@@]1(CO)C[C@H]1c1ccccc1,VLPZNCDSFRIFLA-VHSXEESVSA-N,primary
CHEMBL5437030,,214.27,,9.39,2.0,BASE,C12H14N4,Nc1ccc2[nH]nc(C3=CCCNC3)c2c1,XHIORJNUVOCYKD-UHFFFAOYSA-N,secondary
CHEMBL468718,,145.21,,10.21,0.0,BASE,C6H15N3O,NCCCC[C@H](N)C(N)=O,HKXLAGBDJVHRQG-YFKPBYRVSA-N,primary
CHEMBL337414,,191.2,,7.98,2.0,NEUTRAL,C7H9N7,NCc1cnc2nc(N)nc(N)c2n1,XBEUQVLNPDEQKL-UHFFFAOYSA-N,primary
CHEMBL157271,,159.14,3.75,0.65,0.0,ACID,C6H9NO4,CCOC(=O)C1NC1C(=O)O,DIDDEKQOGOEWTH-UHFFFAOYSA-N,secondary
CHEMBL238013,,182.27,,8.51,0.0,BASE,C10H18N2O,CC(C)[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21,ZIAZJBXQPKRWTO-VGMNWLOBSA-N,primary
CHEMBL4789240,,224.3,,7.17,0.0,NEUTRAL,C12H20N2O2,C#CCN1CCCC(OC(=O)N(C)CC)C1,VOYPIHUBPQHSHA-UHFFFAOYSA-N,tertiary
CHEMBL4173360,,211.26,,5.83,0.0,NEUTRAL,C10H17N3O2,CC1=NN(C)C(=O)C(N2CCOCC2)C1,WXDBVRUCYCFCGU-UHFFFAOYSA-N,tertiary
CHEMBL278330,,169.31,,10.42,0.0,BASE,C11H23N,CC(N)CC1CCCCCCC1,LGIMXTCWSDSTPO-UHFFFAOYSA-N,primary
CHEMBL291050,,237.25,9.97,5.04,1.0,NEUTRAL,C12H15NO4,COC(=O)C1NCCc2cc(O)c(OC)cc21,UDTIDFDJMPXOCO-UHFFFAOYSA-N,secondary
CHEMBL109819,DECYLAMINE,157.3,,10.21,0.0,BASE,C10H23N,CCCCCCCCCCN,MHZGKXUYDGKKIU-UHFFFAOYSA-N,primary
CHEMBL4555208,,232.29,,9.87,2.0,BASE,C12H16N4O,NCCCNCc1nc(-c2ccccc2)no1,BTYSSFOKTPWXDV-UHFFFAOYSA-N,primary
CHEMBL5405688,,219.29,,8.95,2.0,BASE,C12H17N3O,COc1ccc2[nH]nc(CCN(C)C)c2c1,CPSSYKFYAHONTK-UHFFFAOYSA-N,tertiary
CHEMBL47721,,237.26,,6.13,1.0,NEUTRAL,C10H15N5O2,NC1N=CNc2c1ncn2[C@H]1CC[C@@H](CO)O1,UPVIAVHUWZEKAN-PMDVUHRTSA-N,primary
CHEMBL224628,,213.28,,8.13,0.0,NEUTRAL,C10H19N3O2,CCC[C@H](N)C(=O)N1CCC[C@H]1C(N)=O,NOBVHVGPMMOHAE-YUMQZZPRSA-N,primary
CHEMBL375933,,213.28,,8.21,0.0,NEUTRAL,C10H19N3O2,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(N)=O,AGVCUVJROUBIKP-YUMQZZPRSA-N,primary
CHEMBL2448946,,127.23,,10.27,0.0,BASE,C8H17N,CCCN1CCCCC1,VTDIWMPYBAVEDY-UHFFFAOYSA-N,tertiary
CHEMBL1187592,,193.25,10.04,8.84,1.0,BASE,C11H15NO2,COc1cc2c(cc1O)CCN[C@H]2C,YTPRLBGPGZHUPD-ZETCQYMHSA-N,secondary
CHEMBL3245945,,266.26,11.2,2.62,0.0,NEUTRAL,C11H14N4O4,O=C1CN([C@H]2C[C@@H]2N2CC(=O)NC(=O)C2)CC(=O)N1,CJRYCXUDTLRXOJ-BQBZGAKWSA-N,tertiary
CHEMBL396701,,103.12,13.51,9.86,0.0,BASE,C4H9NO2,O[C@@H]1CNC[C@H]1O,JCZPOYAMKJFOLA-QWWZWVQMSA-N,secondary
CHEMBL2111645,,189.26,,9.54,1.0,BASE,C11H15N3,c1cnc([C@@H]2CN3CCCC2C3)cn1,WZBDXADSBWFSNX-QVDQXJPCSA-N,tertiary
CHEMBL2448943,,112.18,,8.67,0.0,BASE,C6H12N2,CN(C)CCCC#N,HCLFLZTVKYHLCF-UHFFFAOYSA-N,tertiary
CHEMBL314875,,198.27,,10.16,0.0,BASE,C10H18N2O2,CN(C)C(=O)OC1CC2CCCC1N2,UDBDFXRMZNLBFC-UHFFFAOYSA-N,secondary
CHEMBL31258,,207.27,10.42,9.47,1.0,BASE,C12H17NO2,CNCC1CCCc2c1ccc(O)c2O,HTXPKPRWZOGAPE-UHFFFAOYSA-N,secondary
CHEMBL385008,,174.21,13.72,8.51,2.0,BASE,C9H10N4,NCc1cc(-c2cccnc2)n[nH]1,OTHCSWRZZBYQIQ-UHFFFAOYSA-N,primary
CHEMBL4098955,,223.27,9.93,6.15,1.0,NEUTRAL,C12H17NO3,COc1cc(CN2CCOCC2)ccc1O,LQPYUEFSYJQQPL-UHFFFAOYSA-N,tertiary
CHEMBL141989,,136.2,,8.13,1.0,NEUTRAL,C8H12N2,CN(C)Cc1ccncc1,VJOFNWDVXXUHAG-UHFFFAOYSA-N,tertiary
CHEMBL1354316,2-METHYL GRAMINE,188.27,,9.0,2.0,BASE,C12H16N2,Cc1[nH]c2ccccc2c1CN(C)C,AJNMXMZCRHTBEH-UHFFFAOYSA-N,tertiary
CHEMBL3120737,,231.25,12.77,9.16,2.0,BASE,C12H13N3O2,NCCNC(=O)c1cc2ccccc2[nH]c1=O,LUCIUQZPZMYKNI-UHFFFAOYSA-N,primary
CHEMBL88949,,221.3,,8.23,0.0,NEUTRAL,C12H19N3O,CC(C)(C)[C@H](N)C(=O)N1C(C#N)C[C@@H]2C[C@@H]21,JAPUIDPNCTWBOZ-JOUUOIQHSA-N,primary
CHEMBL2181993,,231.25,13.18,8.69,1.0,BASE,C12H13N3O2,NC(=O)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,XUYLQSPCFOVCBQ-BXKDBHETSA-N,secondary
CHEMBL2179538,,220.27,,11.17,1.0,BASE,C12H16N2O2,Cc1ccc(C(=O)N2CC3CNCC3C2)o1,VGHRMGBKIWAGMS-UHFFFAOYSA-N,secondary
CHEMBL461088,,137.18,,9.42,1.0,BASE,C8H11NO,c1coc([C@H]2CCCN2)c1,LIFJPSLQRGQNMM-SSDOTTSWSA-N,secondary
CHEMBL3037927,,179.26,,11.39,0.0,BASE,C11H17NO,O=C(C1CC1)[C@H]1C[C@H]2CNC[C@H]2C1,VHNSVCKCMBYGSB-OWUUHHOZSA-N,secondary
CHEMBL2391540,,225.34,,8.92,0.0,BASE,C12H23N3O,CN(C(=O)CN1CCNCC1)C1CCCC1,KVQVTYDCFMGGNH-UHFFFAOYSA-N,secondary
CHEMBL3246282,,140.14,11.32,8.77,1.0,BASE,C6H8N2O2,NCc1cc(=O)c(O)c[nH]1,BNBFZQFJUJXEQC-UHFFFAOYSA-N,primary
CHEMBL508991,,135.21,,9.81,1.0,BASE,C9H13N,C[C@@H](CN)c1ccccc1,AXORVIZLPOGIRG-QMMMGPOBSA-N,primary
CHEMBL395934,,203.29,,10.4,1.0,BASE,C12H17N3,Cc1cc(N2C[C@@H]3CNC[C@@H]32)cnc1C,ZTWHVRXLTQENEO-JQWIXIFHSA-N,secondary
CHEMBL2396909,,176.22,12.43,9.61,2.0,BASE,C9H12N4,NCCNc1nc2ccccc2[nH]1,XARCUBHUCFGDIP-UHFFFAOYSA-N,primary
CHEMBL3246270,,155.15,9.92,9.31,1.0,BASE,C7H9NO3,NCCc1cc(=O)c(O)co1,PCAVWZXJQXURIH-UHFFFAOYSA-N,primary
CHEMBL2441761,,170.21,12.89,8.81,0.0,BASE,C8H14N2O2,CN1CCC[C@H]1[C@H]1COC(=O)N1,UCARHSNNRIEHFG-RQJHMYQMSA-N,tertiary
CHEMBL401296,,233.27,12.97,6.68,1.0,NEUTRAL,C12H15N3O2,NC(=O)CC[C@@H]1NCc2ccccc2NC1=O,FBYPIHJQFVPXQQ-JTQLQIEISA-N,secondary
CHEMBL273923,,206.29,,8.84,1.0,BASE,C12H18N2O,CCOc1ccccc1N1CCNCC1,FBQIUSDQWOLCNY-UHFFFAOYSA-N,secondary
CHEMBL133961,,164.21,,8.95,1.0,BASE,C8H12N4,Cn1ncc(C2=CCCNC2)n1,OFARYLOPCBTRKQ-UHFFFAOYSA-N,secondary
CHEMBL1702540,,194.23,7.89,6.55,1.0,NEUTRAL,C10H14N2O2,Oc1cccnc1CN1CCOCC1,PEWUSTTWOZGBLR-UHFFFAOYSA-N,tertiary
CHEMBL4445918,,204.27,13.55,9.91,0.0,BASE,C8H20N4O2,COCCN/C(=N/O)NCCCCN,VKMJFTKKOMFTTE-UHFFFAOYSA-N,primary
CHEMBL324208,,191.23,12.96,8.0,0.0,NEUTRAL,C8H17NO4,CCO[C@@H]1CN[C@H](CO)[C@@H](O)[C@@H]1O,COPXNZORHSITGP-WCTZXXKLSA-N,secondary
CHEMBL5083245,,268.32,11.5,5.97,0.0,NEUTRAL,C12H20N4O3,C[C@H]([C@H](C)N1CCNC(=O)C1)N1CC(=O)NC(=O)C1,DARNFXCXELGQKU-DTWKUNHWSA-N,tertiary
CHEMBL75120,,135.17,,1.35,0.0,NEUTRAL,C7H9N3,N#C[C@@H]1CCC[C@H](C#N)N1,YIUPHEPARZCBPW-KNVOCYPGSA-N,secondary
CHEMBL161751,,175.28,,10.26,1.0,BASE,C12H17N,CNCCC1CCc2ccccc21,IWDAUCHNKSJCIN-UHFFFAOYSA-N,secondary
CHEMBL284260,,187.33,,10.94,0.0,BASE,C10H25N3,CCCNCCCCNCCCN,XTALVIACDLORFR-UHFFFAOYSA-N,primary
CHEMBL90063,,195.31,,10.21,1.0,BASE,C11H21N3,NCCCCCCCCc1c[nH]cn1,IXZDLPYKIIELLK-UHFFFAOYSA-N,primary
CHEMBL45665,,178.24,,8.81,1.0,BASE,C9H14N4,Nc1cccnc1N1CCNCC1,KZZRPCPYROZNOE-UHFFFAOYSA-N,secondary
CHEMBL3245335,,209.29,10.07,9.14,1.0,BASE,C12H19NO2,CCN(CC)CCc1ccc(O)c(O)c1,WMOMDEWQHQSBEU-UHFFFAOYSA-N,tertiary
CHEMBL3245982,,183.21,13.05,7.0,1.0,NEUTRAL,C8H13N3O2,COC(=O)C(N)C(C)c1c[nH]cn1,RBBQPXMYKYGYEN-UHFFFAOYSA-N,primary
CHEMBL4452204,,207.28,,9.23,1.0,BASE,C10H17N5,CC(C)c1cc(N2CC(N)C2)nc(N)n1,AKMCDNOSDOZEAA-UHFFFAOYSA-N,primary
CHEMBL3330645,,188.27,,9.99,2.0,BASE,C12H16N2,CC[C@H](N)Cc1c[nH]c2ccccc12,ZXUMUPVQYAFTLF-JTQLQIEISA-N,primary
CHEMBL337825,,190.25,,9.74,2.0,BASE,C11H14N2O,COc1ccc2c(CCN)c[nH]c2c1,VOCGEKMEZOPDFP-UHFFFAOYSA-N,primary
CHEMBL347002,,237.25,,9.66,0.0,BASE,C9H19NO6,CC(C)(C)NCC(O)CO.O=C(O)C(=O)O,LPYQFYKMOGCIEZ-UHFFFAOYSA-N,secondary
CHEMBL1478422,,192.26,,8.51,1.0,BASE,C11H16N2O,CN(C)CCNC(=O)c1ccccc1,LBZUJSQLLVDWDQ-UHFFFAOYSA-N,tertiary
CHEMBL111580,,186.26,,8.16,1.0,NEUTRAL,C12H14N2,C#Cc1cncc(C2CCCN2C)c1,NUPUDYKEEJNZRG-UHFFFAOYSA-N,tertiary
CHEMBL2093088,,204.27,,9.98,2.0,BASE,C12H16N2O,COc1ccc2[nH]cc(C[C@H](C)N)c2c1,OGNJZVNNKBZFRM-QMMMGPOBSA-N,primary
CHEMBL2179968,,206.25,,10.52,1.0,BASE,C11H14N2O2,O=C(c1ccco1)N1CC2CNC(C2)C1,JYUTVPNZUICOSN-UHFFFAOYSA-N,secondary
CHEMBL275108,,159.23,,8.39,1.0,NEUTRAL,C11H13N,C=C=CCNCc1ccccc1,XHHLTIGADXPAQU-UHFFFAOYSA-N,secondary
CHEMBL2181988,,188.23,13.18,10.09,1.0,BASE,C11H12N2O,O=C1Nc2ccccc2[C@]12CCNC2,FQSHLSLQUHZOMV-LLVKDONJSA-N,secondary
CHEMBL90058,,182.23,13.43,8.17,1.0,NEUTRAL,C8H14N4O,CN1CCCC(c2nc(N)no2)C1,ZULIXHCYSWQPQR-UHFFFAOYSA-N,tertiary
CHEMBL26506,,230.35,,9.96,0.0,BASE,C12H26N2O2,C/C(=N/OCC(O)CNC(C)(C)C)C(C)C,WODBODFWXCRXHY-UVTDQMKNSA-N,secondary
CHEMBL283723,,139.24,,10.42,0.0,BASE,C9H17N,CC(N)CC1CC=CCC1,IHQIVNWFANGYHG-UHFFFAOYSA-N,primary
CHEMBL303714,,147.18,11.49,7.9,2.0,NEUTRAL,C8H9N3,NCc1nc2ccccc2[nH]1,UCOSRTUSVXHIMK-UHFFFAOYSA-N,primary
CHEMBL346326,,292.33,,9.86,0.0,BASE,C12H24N2O6,CC/C(C)=N\OCC(O)CNC(C)C.O=C(O)C(=O)O,HTCDJPCPQSCVMM-MWMYENNMSA-N,secondary
CHEMBL1088892,,219.28,12.86,8.35,0.0,NEUTRAL,C10H21NO4,CCCC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,ZSNFEMNRWFDMNU-HOTMZDKISA-N,secondary
CHEMBL487255,,282.26,11.14,7.64,2.0,NEUTRAL,C10H14N6O4,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@]1(N)O,GCSQTDKOWUJPAX-GIWSHQQXSA-N,primary
CHEMBL422259,,181.24,13.78,8.54,0.0,BASE,C9H15N3O,O=C1NCC2(CN3CCC2CC3)N1,CGCYZMKJIGHAAH-UHFFFAOYSA-N,tertiary
CHEMBL577927,,225.24,9.46,6.74,1.0,NEUTRAL,C11H15NO4,OCC1(CO)COC(c2ccc(O)cc2)N1,AERFHTUXSQUGAM-UHFFFAOYSA-N,secondary
CHEMBL135811,,206.25,10.74,2.25,0.0,NEUTRAL,C10H14N4O,CCCN1C=CC=C2C(=O)NC(N)N=C21,GMLQXCJLQFOMRX-UHFFFAOYSA-N,primary
CHEMBL665,N-METHYL PYRROLIDINE (NMP),85.15,,10.08,0.0,BASE,C5H11N,CN1CCCC1,AVFZOVWCLRSYKC-UHFFFAOYSA-N,tertiary
CHEMBL143919,,149.15,12.52,7.71,0.0,NEUTRAL,C5H11NO4,NC1OCC(O)C(O)C1O,RQBSUMJKSOSGJJ-UHFFFAOYSA-N,primary
CHEMBL1222397,,190.25,,9.36,2.0,BASE,C11H14N2O,N[C@@H](CO)Cc1c[nH]c2ccccc12,UDQCRUSSQAXPJY-SECBINFHSA-N,primary
CHEMBL68532,,133.19,,9.29,0.0,BASE,C6H15NO2,CCC[C@@H](O)[C@@H](N)CO,DNLRJWGHGZRUON-NTSWFWBYSA-N,primary
CHEMBL485842,,235.28,12.22,7.15,0.0,NEUTRAL,C10H21NO5,CCCCN1[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,JNYIOZRCMYRRED-KBDSZGMXSA-N,tertiary
CHEMBL501227,,204.27,,9.44,0.0,BASE,C9H20N2O3,CC(CCOC(=O)NCCO)N(C)C,FLASSHOGJKRSGA-UHFFFAOYSA-N,tertiary
CHEMBL70717,,237.3,,9.64,1.0,BASE,C12H19N3O2,COc1cc(N2CCCNCC2)cnc1OC,LUAQATCGUQIPIE-UHFFFAOYSA-N,secondary
CHEMBL71228,,219.29,,9.62,1.0,BASE,C12H17N3O,C=COc1cncc(N2CCCNCC2)c1,DWHQCXVYIKBENZ-UHFFFAOYSA-N,secondary
CHEMBL1161668,,216.32,,7.85,0.0,NEUTRAL,C11H24N2O2,CCCCCCCCNC(=O)[C@@H](N)CO,UERKQFPRZJAJTN-JTQLQIEISA-N,primary
CHEMBL93505,,185.27,,9.66,0.0,BASE,C9H19N3O,NCC[C@H](N)C(=O)N1CCCCC1,RKBKYSFKXFKBBM-QMMMGPOBSA-N,primary
CHEMBL76067,,224.3,,8.14,0.0,NEUTRAL,C12H20N2O2,COC(=O)N(C)C(C)C#CCN1CCCC1,YCAZJQKWWLIVPW-UHFFFAOYSA-N,tertiary
CHEMBL213764,,172.19,13.22,8.09,0.0,NEUTRAL,C6H12N4O2,CN1CNC(=O)N[C@@H](CN)C1=O,MECIQBLKKKQRGN-BYPYZUCNSA-N,primary
CHEMBL1630295,,212.29,,9.97,0.0,BASE,C11H20N2O2,CC(C)(C)OC1=NO[C@H]([C@@H]2CCCN2)C1,LAUIYVZDKSCUAB-IUCAKERBSA-N,secondary
CHEMBL328267,,169.22,,10.04,0.0,BASE,C9H15NO2,COC(=O)[C@@H]1C[N@@]2CCC[C@@H]1C2,YBSQRIISIXTHGX-HTQZYQBOSA-N,tertiary
CHEMBL144765,,171.24,,8.74,0.0,BASE,C9H17NO2,CC1OCC2(CCCN(C)C2)O1,YFOHPCCSEFVEEJ-UHFFFAOYSA-N,tertiary
CHEMBL60893,,203.25,13.0,8.11,1.0,NEUTRAL,C11H13N3O,O=C1Nc2ccccc2N2CCNC[C@H]12,FRZDVWUAWCOHDI-SNVBAGLBSA-N,secondary
CHEMBL557087,,280.29,12.47,9.04,2.0,BASE,C11H16N6O3,CNC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,VACNCXTZSADXOB-IOSLPCCCSA-N,secondary
CHEMBL1087574,,212.25,,10.12,0.0,BASE,C10H16N2O3,CCC(CO)N1C(=O)[C@H]2CNC[C@H]2C1=O,NBXOTKHGVCPXOS-IEESLHIDSA-N,secondary
CHEMBL322151,,269.3,9.95,8.76,1.0,BASE,C12H19N3O4,NC(=O)NCCNCC(O)COc1ccc(O)cc1,BUGLYSYLIDIUFI-UHFFFAOYSA-N,secondary
CHEMBL322168,,179.22,13.65,9.08,1.0,BASE,C10H13NO2,N[C@@H]1CCOc2ccccc2[C@@H]1O,YRMMRFYPKHSIDT-SCZZXKLOSA-N,primary
CHEMBL505620,,165.28,,10.82,0.0,BASE,C11H19N,CNC12CC3(C)CC1CC3(C)C2,ARNYFQFSZXOQHL-UHFFFAOYSA-N,secondary
CHEMBL77870,,194.28,,7.97,0.0,NEUTRAL,C11H18N2O,CC(C#CCN(C)C)N1CCCC1=O,NDAFKUVDPYXNJF-UHFFFAOYSA-N,tertiary
CHEMBL321920,,167.21,12.69,9.48,1.0,BASE,C8H13N3O,NC[C@@H]1CC[C@H](c2c[nH]cn2)O1,KWWHIDCVULQSFZ-POYBYMJQSA-N,primary
CHEMBL186295,,170.26,,8.11,0.0,NEUTRAL,C9H18N2O,CC(C)=NOC[C@@H]1CCCN1C,XHBRUUSJRCHUBZ-VIFPVBQESA-N,tertiary
CHEMBL304628,,205.26,,9.86,2.0,BASE,C12H15NO2,COc1ccc2occ(CC(C)N)c2c1,PMAFEFSQHHKAKM-UHFFFAOYSA-N,primary
CHEMBL6376,,193.25,,10.02,1.0,BASE,C11H15NO2,Cc1cc2c(cc1CC(C)N)OCO2,HCFHWXDIZOAUTQ-UHFFFAOYSA-N,primary
CHEMBL29392,DIAMINOOCTANE,144.26,,10.51,0.0,BASE,C8H20N2,NCCCCCCCCN,PWGJDPKCLMLPJW-UHFFFAOYSA-N,primary
CHEMBL2021446,,234.25,12.58,7.51,0.0,NEUTRAL,C9H18N2O5,CO[C@H]1NC[C@H](O)[C@@H](NC(C)=O)[C@@H](O)[C@@H]1O,YHIONQKFAQRBHP-JTPBWFLFSA-N,secondary
CHEMBL1235200,,151.21,,9.41,1.0,BASE,C9H13NO,N[C@@H](CO)Cc1ccccc1,STVVMTBJNDTZBF-SECBINFHSA-N,primary
CHEMBL56806,,188.27,,10.6,1.0,BASE,C12H16N2,Cc1ccc(C2CC3CCC2N3)cn1,VAOCMWAHGCGSLX-UHFFFAOYSA-N,secondary
