ChEMBL ID,Name,Molecular Weight,CX Acidic pKa,CX Basic pKa,Aromatic Rings,Molecular Species,Molecular Formula,Smiles,Inchi Key,Amine Class
CHEMBL304541,,173.26,,10.11,1.0,BASE,C12H15N,N[C@H]1C2CCC1c1ccccc1C2,GDDWBLFOFAOCHQ-NHNAUAITSA-N,primary
CHEMBL246745,,182.27,,7.2,0.0,NEUTRAL,C10H18N2O,CCN1CCN(C(=O)C2CC2)CC1,IHZRTGDQLTTXRD-UHFFFAOYSA-N,tertiary
CHEMBL2011616,,131.17,,9.23,0.0,BASE,C6H13NO2,OC[C@H]1NCCC[C@H]1O,WRLZCUCTSFUOQY-PHDIDXHHSA-N,secondary
CHEMBL2011602,,185.27,,9.01,0.0,BASE,C10H19NO2,CCCCN1CC=C[C@H](O)[C@H]1CO,NHPSLFSVHQQWQU-ZJUUUORDSA-N,tertiary
CHEMBL124055,,177.25,,10.01,1.0,BASE,C11H15NO,CC(N)Cc1ccc2c(c1)OCC2,VRNGXHJGMCJRSQ-UHFFFAOYSA-N,primary
CHEMBL1213653,,266.29,10.03,7.47,2.0,NEUTRAL,C12H16N4O3,[3H]C(O)[C@H]1CN(Cc2c[nH]c3c(=O)[nH]cnc23)C[C@@H]1O,AFNHHLILYQEHKK-HJLUAEJWSA-N,tertiary
CHEMBL210616,,235.29,12.76,7.71,1.0,NEUTRAL,C12H17N3O2,C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(N)=O,ZQVXEHAYROEWBT-WPRPVWTQSA-N,primary
CHEMBL4645583,,174.25,,8.91,1.0,BASE,C11H14N2,c1cc2c3c(c1)CNCCN3CC2,IGSAMATUDUKFPS-UHFFFAOYSA-N,secondary
CHEMBL99648,,224.27,13.32,8.68,1.0,BASE,C9H16N6O,CN(C)CC1CNc2nc(N)nc(O)c2N1,TYWCIFZRVHOSCW-UHFFFAOYSA-N,tertiary
CHEMBL31620,,175.27,,10.05,1.0,BASE,C12H17N,Cc1ccc(C)c2c1CCC(N)C2,CBYCCJJQUYSQMA-UHFFFAOYSA-N,primary
CHEMBL3290864,,233.27,,9.77,2.0,BASE,C12H15N3O2,Cn1c(=O)c2ccccc2c(=O)n1CCCN,UAOSFJLVFAVJIM-UHFFFAOYSA-N,primary
CHEMBL353521,,190.25,,8.83,1.0,BASE,C11H14N2O,O=c1cccccc1N1CCNCC1,JJCBLOHTHPMUNB-UHFFFAOYSA-N,secondary
CHEMBL510191,,238.29,11.53,5.68,1.0,NEUTRAL,C12H18N2O3,Cc1cc(=O)c(O)c(CN2CCOCC2)n1C,ZQRJSYFMQXRCIM-UHFFFAOYSA-N,tertiary
CHEMBL412407,,170.26,,7.75,0.0,NEUTRAL,C9H18N2O,CC(C)O/N=C\[C@H]1CCCN1C,WXNQQIBQWFDHNB-SBMLRHLQSA-N,tertiary
CHEMBL4160595,,175.24,,9.67,1.0,BASE,C10H13N3,c1cncc(N2C[C@@H]3C[C@H]2CN3)c1,ZGHKBXCWIZHPBZ-WPRPVWTQSA-N,secondary
CHEMBL26730,,181.19,9.81,9.07,1.0,BASE,C9H11NO3,NC1COc2cc(O)c(O)cc2C1,OVHHRQKKSBBVQF-UHFFFAOYSA-N,primary
CHEMBL19161,,169.31,,10.42,0.0,BASE,C11H23N,C[C@@H](N)CC1CCCCCCC1,LGIMXTCWSDSTPO-SNVBAGLBSA-N,primary
CHEMBL39417,,202.26,,8.51,2.0,BASE,C12H14N2O,COc1cccc2cc3n(c12)CCNC3,NVWYMOYTOXXDBN-UHFFFAOYSA-N,secondary
CHEMBL1159820,,206.24,9.86,8.81,2.0,BASE,C11H14N2O2,Cc1c(O)c(O)cc2c(CCN)c[nH]c12,VWUOXRPBZMPVCU-UHFFFAOYSA-N,primary
CHEMBL100006,,209.29,,9.92,1.0,BASE,C12H19NO2,COc1cc(C)c(OC)c(CC(C)N)c1,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,primary
CHEMBL1160700,,167.21,9.74,9.13,1.0,BASE,C9H13NO2,C[C@H](N)[C@H](O)c1ccc(O)cc1,JAYBQRKXEFDRER-RCOVLWMOSA-N,primary
CHEMBL224340,,227.31,,8.12,0.0,NEUTRAL,C11H21N3O2,CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(N)=O,DZWHFXYOHKJJJA-IUCAKERBSA-N,primary
CHEMBL2287057,,176.26,,8.43,1.0,NEUTRAL,C11H16N2,c1cncc(CN2CCCCC2)c1,ZAHGBBWQTOLMRX-UHFFFAOYSA-N,tertiary
CHEMBL134970,,216.29,,7.44,2.0,NEUTRAL,C12H16N4,CN1CCN(c2nccn3cccc23)CC1,LWYUEXBPNMGSFR-UHFFFAOYSA-N,tertiary
CHEMBL565199,,266.26,10.03,7.94,2.0,NEUTRAL,C11H14N4O4,O=c1[nH]cnc2c([C@@]3(CO)NC[C@H](O)[C@@H]3O)c[nH]c12,AEUGGDFVABOKCJ-DQBIJJQNSA-N,secondary
CHEMBL75870,,180.25,,8.32,1.0,NEUTRAL,C10H16N2O,Cc1cc([C@@H]2[C@@H](C)CCN2C)on1,NQBSDQBRFVMGNX-XVKPBYJWSA-N,tertiary
CHEMBL503712,,192.26,,10.69,1.0,BASE,C11H16N2O,Cc1cc(CCC23CC(CN2)C3)on1,KUYCQJKHHZWVRP-UHFFFAOYSA-N,secondary
CHEMBL3622591,,158.2,,9.68,0.0,BASE,C7H14N2O2,CN(C)C(=O)OC[C@H]1C[C@H]1N,BJQZFRDIRCAVNS-PHDIDXHHSA-N,primary
CHEMBL3318901,,139.2,,10.1,0.0,BASE,C8H13NO,O[C@H]1CC=C2CCN[C@H]2C1,QCYHIXPXLMQQAK-YUMQZZPRSA-N,secondary
CHEMBL206386,,219.29,,9.06,1.0,BASE,C12H17N3O,C[C@@H]1CNC[C@H]2Cc3ccc(CO)nc3N21,UKUYYAKTAQAUQY-LDYMZIIASA-N,secondary
CHEMBL205559,,195.31,,10.89,1.0,BASE,C11H21N3,CC(C)CNCCCCc1c[nH]cn1,WZFHAECSSWEURN-UHFFFAOYSA-N,secondary
CHEMBL189117,,208.3,13.83,9.02,1.0,BASE,C12H20N2O,Cn1cccc1C(O)CN1CCCCC1,MXUQZALAHTWJAZ-UHFFFAOYSA-N,tertiary
CHEMBL72789,,237.3,,9.62,1.0,BASE,C12H19N3O2,OCCOc1cncc(N2CCCNCC2)c1,MXEKALFXHABDOA-UHFFFAOYSA-N,secondary
CHEMBL2283502,Cubylamine,119.17,,10.14,0.0,BASE,C8H9N,NC12C3C4C5C3C1C5C42,USXYBDQWZXOAGQ-UHFFFAOYSA-N,primary
CHEMBL220116,,148.21,,7.35,1.0,NEUTRAL,C9H12N2,C#CCN(C)Cc1ccc[nH]1,PFQFUSNKIZWHOA-UHFFFAOYSA-N,tertiary
CHEMBL364621,,205.26,,9.81,0.0,BASE,C11H15N3O,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@H]1CCCN1,IIVGMDFYTPCILV-RGOKHQFPSA-N,secondary
CHEMBL100531,,225.29,,10.03,1.0,BASE,C12H19NO3,CNCCc1cc(OC)c(OC)c(OC)c1,OTXANOLOOUNVSR-UHFFFAOYSA-N,secondary
CHEMBL2315213,,113.12,9.0,8.15,1.0,NEUTRAL,C4H7N3O,NCc1cnn(O)c1,SGFQVPARKZCZOT-UHFFFAOYSA-N,primary
CHEMBL3229269,,177.25,,9.07,1.0,BASE,C11H15NO,COc1ccc(CNC2CC2)cc1,QVRKRVOSGOVKPC-UHFFFAOYSA-N,secondary
CHEMBL364709,,184.24,,9.71,1.0,BASE,C12H12N2,C(#Cc1ccccn1)C1=CCNCC1,UZNRTXNWHDCSNN-UHFFFAOYSA-N,secondary
CHEMBL2220547,,177.25,,7.17,1.0,NEUTRAL,C11H15NO,c1ccc(CN2CCOCC2)cc1,GVWBJJLCTWNTRU-UHFFFAOYSA-N,tertiary
CHEMBL5093963,,146.19,,9.19,2.0,BASE,C9H10N2,NCc1ccc2[nH]ccc2c1,UAYYSAPJTRVEQA-UHFFFAOYSA-N,primary
CHEMBL3896023,,161.25,,10.4,1.0,BASE,C11H15N,C[C@@H](N)C/C=C\c1ccccc1,LLHJXESMOGGFAI-HYHWUIIZSA-N,primary
CHEMBL3787646,,165.2,13.83,9.16,1.0,BASE,C8H11N3O,NCCNC(=O)c1cccnc1,RTIXFTKDETURTM-UHFFFAOYSA-N,primary
CHEMBL5176637,,175.24,,8.46,1.0,NEUTRAL,C10H13N3,CNCC#Cc1cc(C)cc(N)n1,NNABKXZKYMQGRR-UHFFFAOYSA-N,secondary
CHEMBL3393536,,235.33,,7.56,1.0,NEUTRAL,C12H21N5,CC(C)Nc1nccc(N2CCN(C)CC2)n1,FLAJYPXDGOGNFQ-UHFFFAOYSA-N,tertiary
CHEMBL30385,,179.22,,8.08,1.0,NEUTRAL,C9H13N3O,Cc1noc([C@H]2CN3CC[C@H]2C3)n1,JRYHRRQEXVCFPV-YUMQZZPRSA-N,tertiary
CHEMBL412372,,222.29,,8.69,1.0,BASE,C12H18N2O2,CN1CCC[C@H]1COc1ccc(CO)nc1,IQFQICCQQUXBPA-NSHDSACASA-N,tertiary
CHEMBL4580389,,150.22,,8.52,1.0,BASE,C9H14N2,CCC1NCCn2cccc21,KXOHPRHOYYETRK-UHFFFAOYSA-N,secondary
CHEMBL4281031,,161.2,13.51,8.88,0.0,BASE,C7H15NO3,C[C@H]1NC[C@@H](O)[C@@H](O)[C@H]1CO,XMGOEKPLSRLAAL-UCROKIRRSA-N,secondary
CHEMBL3971471,,177.29,,9.59,1.0,BASE,C12H19N,CC(CCN(C)C)c1ccccc1,GAICVPVDFBPSME-UHFFFAOYSA-N,tertiary
CHEMBL3809614,,131.22,,9.72,0.0,BASE,C7H17NO,COC[C@@H](N)CC(C)C,CMMWLDUVRGBDBR-ZETCQYMHSA-N,primary
CHEMBL479190,,263.33,12.78,8.9,0.0,BASE,C12H25NO5,CC(C)C[C@@H](CO)NC[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,NFDKHBKGVOUFID-VSSNEEPJSA-N,secondary
CHEMBL3933915,,147.22,,9.71,1.0,BASE,C10H13N,CC(N)/C=C/c1ccccc1,QPVUUOXSCVQZQG-BQYQJAHWSA-N,primary
CHEMBL3318898,,181.28,,9.07,0.0,BASE,C11H19NO,CCO[C@H]1CC=C2CCN(C)[C@H]2C1,XDZKCTHAYIGTLM-QWRGUYRKSA-N,tertiary
CHEMBL119890,,151.21,,8.89,1.0,BASE,C9H13NO,OCCNCc1ccccc1,XNIOWJUQPMKCIJ-UHFFFAOYSA-N,secondary
CHEMBL94304,,194.23,,9.81,1.0,BASE,C10H14N2O2,COc1ccc(OC[C@H]2CCN2)cn1,LXALIVOJDXHVLS-MRVPVSSYSA-N,secondary
CHEMBL3400584,,142.2,,7.82,0.0,NEUTRAL,C7H14N2O,CCC(=O)N1CCNCC1,YEQAMPOYHLICPF-UHFFFAOYSA-N,secondary
CHEMBL3947530,,262.27,11.96,8.14,2.0,NEUTRAL,C12H14N4O3,COc1ccc(-c2nnc(CNC(=O)CN)o2)cc1,JZXOULCOAYFCSO-UHFFFAOYSA-N,primary
CHEMBL4553121,,205.26,,9.41,1.0,BASE,C11H15N3O,NCc1ccc(N2CCNC(=O)C2)cc1,HHTYQKRMCZUXLU-UHFFFAOYSA-N,primary
CHEMBL3278236,,197.28,13.03,8.55,0.0,BASE,C11H19NO2,CN1CCC(O)(C#CC(C)(C)O)CC1,LUTKNMZBXBBYSD-UHFFFAOYSA-N,tertiary
CHEMBL608711,,223.27,13.37,9.7,1.0,BASE,C12H17NO3,COc1ccc(C[C@@H]2NC[C@H](O)[C@H]2O)cc1,UMWAPBCLJQSOJX-SRVKXCTJSA-N,secondary
CHEMBL105760,,264.29,,6.57,2.0,NEUTRAL,C11H16N6O2,COC(=O)CNCCCn1cnc2c(N)ncnc21,WHKFXHWNGFEEKH-UHFFFAOYSA-N,secondary
CHEMBL1269737,,175.19,,7.99,2.0,NEUTRAL,C8H9N5,NCc1cn(-c2ccncc2)nn1,WOLBYFCROKOTCH-UHFFFAOYSA-N,primary
CHEMBL461682,,223.23,10.39,7.69,1.0,NEUTRAL,C10H13N3O3,NCC(=O)NNC(=O)OCc1ccccc1,KGIOXEWPWAEXJJ-UHFFFAOYSA-N,primary
CHEMBL25435,,163.26,,10.04,1.0,BASE,C11H17N,CCCC(N)Cc1ccccc1,VXGQDFOHLMAZIV-UHFFFAOYSA-N,primary
CHEMBL2179517,,217.27,,11.17,1.0,BASE,C12H15N3O,O=C(c1cccnc1)N1CC2CNCC2C1,OBNXTCCIBTVPPH-UHFFFAOYSA-N,secondary
CHEMBL5187274,,199.26,,8.96,2.0,BASE,C12H13N3,c1cc(-c2cc3c([nH]2)CCNC3)ccn1,ZLGHBHCWTWHPLR-UHFFFAOYSA-N,secondary
CHEMBL3774759,,168.24,,9.98,0.0,BASE,C9H16N2O,NC1CCN(C(=O)C2CC2)CC1,GCYSQXZPDQBVCH-UHFFFAOYSA-N,primary
CHEMBL4536965,,200.28,,9.41,0.0,BASE,C10H20N2O2,CC(C)(C)OC(=O)N1CCCC(N)C1,AKQXKEBCONUWCL-UHFFFAOYSA-N,primary
CHEMBL2177517,,201.27,,10.48,1.0,BASE,C12H15N3,C1=C(c2cnccn2)CC2CNCC1C2,ACHWGHFEAPJMKT-UHFFFAOYSA-N,secondary
CHEMBL3402916,,196.25,,8.4,0.0,NEUTRAL,C10H16N2O2,CN1CCC=C(C2=NOC(CO)C2)C1,GNYKTQCEIXILJE-UHFFFAOYSA-N,tertiary
CHEMBL3603956,,207.27,,10.15,1.0,BASE,C12H17NO2,CN[C@H](C)Cc1ccc2c(c1)OCCO2,UJKWLAZYSLJTKA-SECBINFHSA-N,secondary
CHEMBL3222206,,219.28,12.73,9.12,0.0,BASE,C10H21NO4,CCCCN[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,HCQHRLQIABKIDK-ZJDVBMNYSA-N,secondary
CHEMBL3222201,,191.23,12.73,8.92,0.0,BASE,C8H17NO4,CCN[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,IARJBYUGHIKZGD-BJNUKLAGSA-N,secondary
CHEMBL3228865,,252.32,,7.21,1.0,NEUTRAL,C12H20N4O2,CCOc1c(N2CCN(C)CC2)cnn(C)c1=O,OPPKYJQGROYYRM-UHFFFAOYSA-N,tertiary
CHEMBL3753828,,139.24,,11.7,0.0,BASE,C9H17N,C1CCC2(CC1)CCCN2,LGKNCSVHCNCJQG-UHFFFAOYSA-N,secondary
CHEMBL5273685,,169.23,11.71,8.35,0.0,NEUTRAL,C8H15N3O,CN1CCC2(CC1)NCC(=O)N2,ZMKQRLVKHKHVOL-UHFFFAOYSA-N,secondary
CHEMBL18828,,145.25,,9.58,0.0,BASE,C8H19NO,CCC(C)C(C)C(O)CN,ZGBXENYCJBQTCS-UHFFFAOYSA-N,primary
CHEMBL467523,,165.19,,6.49,1.0,NEUTRAL,C9H11NO2,COC(=O)[C@@H](N)c1ccccc1,BHFLUDRTVIDDOR-QMMMGPOBSA-N,primary
CHEMBL5093691,,171.29,,10.5,0.0,BASE,C9H21N3,C1CNCCCNCCCNC1,VQFZKDXSJZVGDA-UHFFFAOYSA-N,secondary
CHEMBL425308,,245.32,13.21,9.43,0.0,BASE,C12H23NO4,CC(O)CC[C@@H]1CC[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)N12,CGZUVSCEWJVPBT-LVZGIILASA-N,tertiary
CHEMBL243344,,189.26,,9.69,1.0,BASE,C11H15N3,Cc1ccc(N2CC3CC2CN3)cn1,MDWOWXOFKFFTAB-UHFFFAOYSA-N,secondary
CHEMBL3770123,,201.27,,9.28,2.0,BASE,C12H15N3,Cn1c(C2CCCN2)nc2ccccc21,YIOLXYNYYMDFQD-UHFFFAOYSA-N,secondary
CHEMBL560373,,234.26,9.91,9.02,2.0,BASE,C10H14N6O,NCC1CN(c2ncnc3[nH]cnc23)CCO1,VNGSDLIBIYNHKQ-UHFFFAOYSA-N,primary
CHEMBL163804,,191.23,,10.03,1.0,BASE,C11H13NO2,NC1CCc2cc3c(cc2C1)OCO3,AWSBQWZZLBPUQH-UHFFFAOYSA-N,primary
CHEMBL2335160,,190.29,,8.9,1.0,BASE,C12H18N2,Cc1ccc(N2CCNCC2)cc1C,SFLNVAVCCYTHCQ-UHFFFAOYSA-N,secondary
CHEMBL2179960,,165.24,,7.82,0.0,NEUTRAL,C10H15NO,CC(=O)/C=C1\CN2CCC1CC2,XVFBZAKFUWQJMY-UXBLZVDNSA-N,tertiary
CHEMBL2448977,,101.19,,9.79,0.0,BASE,C6H15N,CCCCN(C)C,DJEQZVQFEPKLOY-UHFFFAOYSA-N,tertiary
CHEMBL284057,,101.19,,10.21,0.0,BASE,C6H15N,CCN(CC)CC,ZMANZCXQSJIPKH-UHFFFAOYSA-N,tertiary
CHEMBL5282362,,179.22,10.12,8.75,1.0,BASE,C9H13N3O,Oc1ccc(N2CCNCC2)nc1,CEXLVTBKTLENMJ-UHFFFAOYSA-N,secondary
CHEMBL3323450,,200.28,,8.43,0.0,NEUTRAL,C10H20N2O2,CC(C)CC(N)C(=O)N1CCOCC1,FTZZVVNECJDBDD-UHFFFAOYSA-N,primary
CHEMBL3229798,,269.3,10.07,9.31,1.0,BASE,C12H19N3O4,CCNC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O,OAKRHZSLVOXPCP-IVZWLZJFSA-N,secondary
CHEMBL3250769,,167.21,10.17,9.32,1.0,BASE,C9H13NO2,C[C@@H](N)Cc1ccc(O)c(O)c1,KSRGADMGIRTXAF-ZCFIWIBFSA-N,primary
CHEMBL5284005,,181.28,,9.22,0.0,BASE,C10H19N3,CC12CN3CN(C1)CC(C)(C3)C2N,BUCSFUAMLHKDLP-UHFFFAOYSA-N,primary
CHEMBL1213429,,144.22,,10.14,0.0,BASE,C7H16N2O,NCC1CCCCC1ON,BQANIZPLOLHQJO-UHFFFAOYSA-N,primary
CHEMBL28919,,175.23,,7.43,1.0,NEUTRAL,C11H13NO,CC1(N)C(=O)CCc2ccccc21,FMZBNOFGVXNYOX-UHFFFAOYSA-N,primary
CHEMBL2448843,,206.29,,9.3,1.0,BASE,C12H18N2O,CN(C)CCCNC(=O)c1ccccc1,UKXSMVIDPJCDAQ-UHFFFAOYSA-N,tertiary
CHEMBL2397881,,202.26,,7.6,1.0,NEUTRAL,C12H14N2O,O=C1c2ccccc2C[C@@H]2CNCCN12,AUEGWMBCKGVNGW-SNVBAGLBSA-N,secondary
CHEMBL368774,,205.3,13.87,8.75,1.0,BASE,C12H19N3,CC(C)N1CCC(=Cc2c[nH]cn2)CC1,XKODEEQXNYDOBE-UHFFFAOYSA-N,tertiary
CHEMBL105897,,191.23,9.78,9.06,1.0,BASE,C11H13NO2,Oc1ccc(C2=CCNCC2)cc1O,AKKRSTJTLDPQNP-UHFFFAOYSA-N,secondary
CHEMBL451052,,222.29,11.76,8.02,1.0,NEUTRAL,C12H18N2O2,Cc1[nH]cc(CN2CCCCC2)c(=O)c1O,ZAZAHKNJVDDDGE-UHFFFAOYSA-N,tertiary
CHEMBL4212596,,236.27,13.34,9.14,1.0,BASE,C12H16N2O3,O=C(NC[C@@H]1NC[C@@H](O)[C@H]1O)c1ccccc1,NSLJWPUGEZLEQV-AXFHLTTASA-N,secondary
CHEMBL97180,,222.29,13.09,7.83,1.0,NEUTRAL,C11H18N4O,NC(Cc1c[nH]cn1)C(=O)N1CCCCC1,HDKGGXARPJPEAK-UHFFFAOYSA-N,primary
CHEMBL180530,,175.28,,9.72,1.0,BASE,C12H17N,Cc1ccccc1C1CCCN1C,JRZMWCKLABIBLI-UHFFFAOYSA-N,tertiary
CHEMBL3622404,,140.19,,10.09,1.0,BASE,C6H12N4,NCCCc1c[nH]c(N)n1,UEEYLEBZWQYELS-UHFFFAOYSA-N,primary
CHEMBL273770,,237.3,,10.36,1.0,BASE,C12H19N3O2,COc1cc(C(=N)N)c(OC)cc1CC(C)N,YOQFMMMXNWVHDS-UHFFFAOYSA-N,primary
CHEMBL3407615,,202.26,,6.55,1.0,NEUTRAL,C12H14N2O,O=C1NCCN[C@]12C[C@@H]2c1ccccc1,LVXPDEKXSOOWLC-PWSUYJOCSA-N,secondary
CHEMBL4085162,,195.26,,10.02,1.0,BASE,C11H17NO2,COc1ccc(C[C@@H](C)N)cc1OC,KAZPHAGSWZTKDW-MRVPVSSYSA-N,primary
CHEMBL3273093,,137.23,,9.95,0.0,BASE,C9H15N,CN1CC[C@@H]2CC=C[C@@H]1C2,XHXMABUBDZPUCX-DTWKUNHWSA-N,tertiary
CHEMBL225307,,234.3,12.5,9.31,2.0,BASE,C12H18N4O,CN(C)CCCOc1ccc2nc(N)[nH]c2c1,GDLURJIDOYDUNR-UHFFFAOYSA-N,tertiary
CHEMBL2448938,,103.12,,7.09,0.0,NEUTRAL,C4H9NO2,CCOC(=O)CN,NTNZTEQNFHNYBC-UHFFFAOYSA-N,primary
CHEMBL2177693,,205.25,13.16,9.08,0.0,BASE,C9H19NO4,CCC[C@@H](O)[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,ADHBBGZXYNTTLK-BGKGJTHRSA-N,secondary
CHEMBL549686,,266.26,10.03,7.94,2.0,NEUTRAL,C11H14N4O4,O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@H](O)[C@H]3O)c[nH]c12,IWKXDMQDITUYRK-WDYVNVFLSA-N,secondary
CHEMBL554386,,143.15,10.97,8.72,0.0,BASE,C5H9N3O2,NCC1CNC(=O)C(=O)N1,WHGANRDWMKINNH-UHFFFAOYSA-N,primary
CHEMBL3754613,,117.15,13.51,9.2,0.0,BASE,C5H11NO2,C=C[C@@H](O)[C@H](O)CN,RIBWZLJVEAAKEZ-RFZPGFLSSA-N,primary
CHEMBL4280107,,132.17,,3.65,0.0,NEUTRAL,C8H8N2,C#CCN(CC#C)CC#N,BSSFFFVKZOENTP-UHFFFAOYSA-N,tertiary
CHEMBL4278313,,236.28,9.11,8.01,1.0,NEUTRAL,C11H16N4O2,CC(C)C(N)C(=O)NNC(=O)c1ccncc1,JASGLUQXACSURO-UHFFFAOYSA-N,primary
CHEMBL5219299,,198.22,,8.13,0.0,NEUTRAL,C9H14N2O3,C=COC(=O)[C@@H]1CCCN1C(=O)CN,DQPITMZDGVENTL-ZETCQYMHSA-N,primary
CHEMBL1774312,,167.3,,10.45,0.0,BASE,C11H21N,NC1CCC2(CCCCC2)CC1,BAERJJQGHJOXHR-UHFFFAOYSA-N,primary
CHEMBL2331798,,168.2,,7.57,1.0,NEUTRAL,C8H12N2O2,CCOc1noc2c1CCNC2,PWQUBUBSTCUDQV-UHFFFAOYSA-N,secondary
CHEMBL1213443,,189.21,12.68,8.23,0.0,NEUTRAL,C8H15NO4,OC[C@H]1C[C@@H]2NC[C@]1(O)[C@H](O)[C@@H]2O,KVZFAJCKXADJGT-OZRXBMAMSA-N,secondary
CHEMBL5090583,,147.17,13.19,9.46,0.0,BASE,C6H13NO3,C[C@]1(CO)NC[C@@H](O)[C@@H]1O,LDCCTFVPMAHPSF-NGJCXOISSA-N,secondary
CHEMBL3330326,,149.19,,9.07,1.0,BASE,C9H11NO,N[C@@H]1C[C@@H]1Oc1ccccc1,LWTVCQHYQVDFLN-BDAKNGLRSA-N,primary
CHEMBL4555058,,203.24,13.19,9.01,0.0,BASE,C9H17NO4,C[C@H]1[C@H](O)C[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)N21,QXKQBOOTFZKVEB-IXTJBZSOSA-N,tertiary
CHEMBL3358665,,341.31,12.33,6.57,0.0,NEUTRAL,C12H23NO10,O[C@@H]1[C@@H](O)[C@@H](O)[C@H](N[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,BVCZIHBLWCEGAK-JNEWSQNSSA-N,secondary
CHEMBL4069065,,123.16,9.58,8.76,1.0,BASE,C7H9NO,NCc1cccc(O)c1,JNZYADHPGVZMQK-UHFFFAOYSA-N,primary
CHEMBL595555,,203.24,,8.76,2.0,BASE,C11H13N3O,c1cc2occc2c(N2CCNCC2)n1,LUIZVTKJWSGSPA-UHFFFAOYSA-N,secondary
CHEMBL47847,,191.23,,8.46,2.0,NEUTRAL,C10H13N3O,c1coc(CNCCc2c[nH]cn2)c1,JGUMYETWJDLUNU-UHFFFAOYSA-N,secondary
CHEMBL593718,,147.17,12.93,8.62,0.0,BASE,C6H13NO3,C[C@@H]1NC[C@H](O)[C@H](O)[C@H]1O,VYOCYWDJTQRZLC-BXKVDMCESA-N,secondary
CHEMBL1275721,,239.27,10.71,8.4,1.0,NEUTRAL,C11H17N3O3,O=c1cc[nH]c(=O)n1CCN1CCC[C@H]1CO,ZTYNAVOYGKTLKL-VIFPVBQESA-N,tertiary
CHEMBL1089194,,247.33,12.86,8.35,0.0,NEUTRAL,C12H25NO4,CCCCCC[C@H]1N[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CNCWFVJLRHKDJX-YBXAARCKSA-N,secondary
CHEMBL3309714,,169.22,,8.72,0.0,BASE,C9H15NO2,C1OC[C@]2(CN3CCC2CC3)O1,UFKMZGGTOQBHQL-VIFPVBQESA-N,tertiary
CHEMBL3329381,,189.26,9.82,8.92,1.0,BASE,C12H15NO,Oc1ccc2c(c1)C1NCCCC1C2,IYBRRNJPOMRINZ-UHFFFAOYSA-N,secondary
CHEMBL4290126,,235.33,,7.34,1.0,NEUTRAL,C12H21N5,CCCCNc1nc(N)nc2c1CCN(C)C2,JRJJSSSMNLDDOJ-UHFFFAOYSA-N,tertiary
CHEMBL2286830,,164.25,,8.69,1.0,BASE,C10H16N2,CCN(CC)Cc1ccncc1,WJIPIQALFYTIQL-UHFFFAOYSA-N,tertiary
CHEMBL4525008,,236.32,,7.53,1.0,NEUTRAL,C11H20N6,CC(C)c1nc(N)nc(N2CCN(C)CC2)n1,OTUYVVLLDMJLCW-UHFFFAOYSA-N,tertiary
CHEMBL4096497,,216.29,,9.98,2.0,BASE,C12H16N4,c1cc2ccc(NC3CCNCC3)nc2[nH]1,HGIPAHFETIHEOL-UHFFFAOYSA-N,secondary
CHEMBL5197011,,193.25,8.79,7.39,1.0,NEUTRAL,C11H15NO2,Oc1ccccc1CN1CCOCC1,OYLIEVIKIUHKTG-UHFFFAOYSA-N,tertiary
CHEMBL3329530,,154.21,,9.13,0.0,BASE,C8H14N2O,CCC(=O)N1CC2CC(C1)N2,KMZCUSKKQFNPIY-UHFFFAOYSA-N,secondary
CHEMBL4861281,,235.29,,9.68,2.0,BASE,C12H17N3O2,CCOc1nc2ccc(OC)cc2n1CCN,VBUUBTOCMWVXOP-UHFFFAOYSA-N,primary
CHEMBL1090540,,217.31,12.93,8.81,0.0,BASE,C11H23NO3,CCCCCC[C@H]1NC[C@@H](O)[C@H](O)[C@H]1O,JVCIUBNETYXXOR-ZNSHCXBVSA-N,secondary
CHEMBL293252,,201.27,,9.99,1.0,BASE,C12H15N3,C1=C(c2cnccn2)C2CCC(CC1)N2,OUIUWJZTMGVMCX-UHFFFAOYSA-N,secondary
CHEMBL4072523,,222.29,,7.02,1.0,NEUTRAL,C11H18N4O,c1cc(NCCCN2CCOCC2)ncn1,OUANBMIJEPRNHR-UHFFFAOYSA-N,tertiary
CHEMBL187403,,219.29,,8.89,0.0,BASE,C12H17N3O,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H]1CCCCN1,MEIRVURVJOLSIQ-RCWTZXSCSA-N,secondary
