ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key,MLa_Prediction,MLb_Prediction
61556,C6H12N2O,primary,N[C@@H]1CCCCNC1=O,0,base,pKAH1,8.44,chembl,BOWUOGIPSRVRSJ-RXMQYKEDSA-N,9.14540189945521,9.338531074337103
61599,C12H17NO2,primary,COc1cc(C)c(OC)c2c1CC(N)C2,13,base,pKAH1,9.82,chembl,LBSOVXNUJAVVNS-UHFFFAOYSA-N,9.781979974400734,9.742906145321207
61680,C13H17N,primary,NC12CCCCC1c1ccccc1C2,0,base,pKAH1,10.28,chembl,VRODRPSHGSGBPC-UHFFFAOYSA-N,9.42231800835348,9.514965699033006
61743,C6H9N5,primary,Cc1ncn2c1NC=NC2N,2,base,pKAH1,7.07,chembl,MYUNVSGJXMKUIC-UHFFFAOYSA-N,8.885303340349633,9.11027173431258
61779,C13H16N2O2,tertiary,CN(C)CCc1coc2ccc(C(N)=O)cc12,1,base,pKAH1,8.96,chembl,WMCQQCPVMMLQSS-UHFFFAOYSA-N,8.556792573825,8.706514957945988
61794,C8H9N3,primary,NCc1nc2ccccc2[nH]1,0,base,pKAH1,7.9,chembl,UCOSRTUSVXHIMK-UHFFFAOYSA-N,8.89320282575751,9.082624028701035
61799,C12H16N2O4,primary,N[C@@H](Cc1ccccc1)[C@H](O)C(=O)NCC(=O)O,0,base,pKAH1,8.35,chembl,GAFNVJIFDNKAIU-ONGXEEELSA-N,7.982522192619753,8.190507587846538
61818,C13H20N2O,tertiary,C#CC(CC)ON=C1CC2CCC(C1)N2C,14,base,pKAH1,9.04,chembl,DIILXVCVGNHOQK-UHFFFAOYSA-N,8.681287780314253,8.774359768248877
61828,C13H21N,secondary,CCCCCNCCc1ccccc1,5,base,pKAH1,10.35,chembl,QHFQOMTWWHDQPQ-UHFFFAOYSA-N,9.553160866467659,9.558447257872935
61881,C11H19N5,secondary,CN[C@H]1CCN(c2nc(N)nc(C)c2C)C1,1,base,pKAH1,9.61,chembl,HPSGKSCELIIDOB-VIFPVBQESA-N,9.189219406325662,9.06791513464663
61884,C13H20N2O4,secondary,Cc1oc([C@@H]2NC[C@@H](O)[C@H]2O)cc1C(=O)NC(C)C,5,base,pKAH1,7.68,chembl,VHRUAYMCMAKGDX-ADEWGFFLSA-N,8.258754071960832,8.669694893982337
61893,C6H9N3O2,secondary,CNCc1cc(C(=O)O)[nH]n1,1,base,pKAH1,7.75,chembl,AGJMPGGGDIEZPV-UHFFFAOYSA-N,8.084288242755656,8.064952775643153
61918,C12H22N4O2,secondary,NC(=O)[C@@H]1CCCN1C(=O)CN[C@H]1CCCNC1,11,base,pKAH1,9.22,chembl,UNDZYDKTCJHHQO-UWVGGRQHSA-N,9.692625384237536,9.608754764861429
61927,C12H13N3O,primary,N=C(Nc1cccc(CN)c1)c1ccco1,0,base,pKAH1,9.04,chembl,OBEVPGRULCCSQA-UHFFFAOYSA-N,9.019861804142273,9.160307404913816
61942,C11H18N2O2,tertiary,CC(=O)N(C(C)=O)C(C)C#CCN(C)C,12,base,pKAH1,7.97,chembl,FKKDBBFXPOZWOA-UHFFFAOYSA-N,7.647352845170042,8.523657294010869
61991,C10H14N2O2,secondary,COc1ccc(OC[C@H]2CCN2)cn1,11,base,pKAH1,9.81,chembl,LXALIVOJDXHVLS-MRVPVSSYSA-N,9.13126473599729,9.039017825999366
61997,C12H16N4O4,secondary,COC1[C@@H](O)[C@@H](CO)N[C@H]1c1c[nH]c2c(O)ncnc12,8,base,pKAH1,8.39,chembl,FOIGEGIYOVXWGU-SGVDYLPASA-N,7.971155086052749,8.17705819253941
62002,C13H18N2O4,primary,C[C@H](NC(=O)[C@@H](N)COCc1ccccc1)C(=O)O,6,base,pKAH1,7.74,chembl,HAPBSWYZBIDWOY-ONGXEEELSA-N,7.948270681594433,8.245834887948497
62020,C13H19N5O,primary,NCCCn1c(CCN)nc2cc(C(N)=O)ccc21,0,base,pKAH1,10.39,chembl,DUMWKJNRWPLXHR-UHFFFAOYSA-N,9.509012941074383,9.639712070660654
62036,C11H20N2O,tertiary,CN1CCCCC1CN1CCCC1=O,1,base,pKAH1,8.68,chembl,RGUZEZFAOIJNDX-UHFFFAOYSA-N,8.626542209053074,8.620411350015244
62048,C12H23N3,secondary,CC(C)(C)NCCCCCc1c[nH]cn1,4,base,pKAH1,10.8,chembl,AFJWXHZYSMRBOR-UHFFFAOYSA-N,10.259292469968697,10.3616129808779
62051,C12H17N3O3,secondary,O=c1ccncn1CC1(O)CC2NCCC[C@@H]2O1,12,base,pKAH1,9.17,chembl,IUBKHQVUYAYIEC-YZRBJQDESA-N,8.193152145202239,8.588787180252151
62063,C10H16N2O,secondary,O=C(C1CC1)N1CC2CNCC2C1,9,base,pKAH1,11.17,chembl,OEWOQZPDLZUIGU-UHFFFAOYSA-N,9.64614221840196,9.683202347387482
62076,C13H20N2O,primary,CCCC[C@@H](N)C(=O)NCc1ccccc1,5,base,pKAH1,8.44,chembl,VOPDRCQDAJZOJK-GFCCVEGCSA-N,8.528459663122224,8.773329561843289
62106,C13H21N7O3,primary,NCCCNC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,4,base,pKAH1,9.87,chembl,MSHFOWYMHIZSJV-QYVSTXNMSA-N,8.61627666222759,8.904281979722418
62151,C10H18N2O,primary,CC(C)[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21,4,base,pKAH1,8.51,chembl,ZIAZJBXQPKRWTO-VGMNWLOBSA-N,8.700194657539756,8.662836305299741
62156,C9H16N2O3,primary,N[C@@H](CCC(=O)O)C(=O)N1CCCC1,0,base,pKAH1,8.44,chembl,WNWYUJFRSNTWIF-ZETCQYMHSA-N,8.336900108113996,8.402770304595478
62162,C10H15N3O2,tertiary,CN(CCO)CCC(=O)c1cnccn1,1,base,pKAH1,7.85,chembl,ZIOFKPMOUIZAMM-UHFFFAOYSA-N,7.858636717229363,8.445026617371616
62176,C8H12N2O,secondary,Cc1cc([C@H]2CCCN2)on1,8,base,pKAH1,9.06,chembl,PJMAXCRZQLWZFH-SSDOTTSWSA-N,8.645260407544878,8.710516642406585
62181,C12H26N4O6,primary,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,15,base,pKAH1,9.15,chembl,SYJXFKPQNSDJLI-HKEUSBCWSA-N,9.405933433702847,9.395117614813
62195,C10H13N3O2,secondary,O=C(c1ncco1)N1CC2CNCC2C1,11,base,pKAH1,11.17,chembl,CWYMBKHGVCNXNE-UHFFFAOYSA-N,9.413489719363936,9.475542733369728
62205,C6H15N3,secondary,C1CNCCNCCN1,8,base,pKAH1,10.05,chembl,ITWBWJFEJCHKSN-UHFFFAOYSA-N,10.371845959193612,10.273009862309271
62215,C13H14N2,primary,N[C@H](Cc1ccccn1)c1ccccc1,0,base,pKAH1,9.31,chembl,FWUQWDCOOWEXRY-CYBMUJFWSA-N,8.421626885805482,8.633624972777675
62219,C9H9NO2,secondary,O=C(O)[C@H]1NCc2ccccc21,4,base,pKAH1,7.91,chembl,OFKFBEJYOHXPIA-QMMMGPOBSA-N,8.162922237163446,8.45800574324155
62222,C13H22N4O,secondary,Nc1cccc(C[C@H]2CNC[C@H]2NCCCO)n1,9,base,pKAH1,10.19,chembl,SJAGNBCHAAJNEQ-CMPLNLGQSA-N,10.083996768052168,10.017682203757454
62224,C8H12N2O,tertiary,CN(C)Cc1ccc(O)nc1,1,base,pKAH1,7.94,chembl,UMMSHHUYOHBQNU-UHFFFAOYSA-N,8.725667406185849,8.696780238992234
62233,C13H19N,tertiary,c1ccc(CCN2CCCCC2)cc1,6,base,pKAH1,9.6,chembl,DBDVAKGHPZJLTH-UHFFFAOYSA-N,9.097412052268176,9.316359693223964
62238,C13H16N4O,secondary,Cn1c(=O)c(N2CCNCC2)nc2ccccc21,8,base,pKAH1,8.83,chembl,CDYQSZXMIZBJFL-UHFFFAOYSA-N,8.891286641827032,8.898109197019195
62250,C11H13N,primary,CC(N)CC#Cc1ccccc1,2,base,pKAH1,10.03,chembl,AIEIYOQMLDXJFT-UHFFFAOYSA-N,9.640930210510463,9.493841031271666
62260,C11H16N2O,tertiary,CN1CCCC1COc1cccnc1,1,base,pKAH1,8.72,chembl,MVLJPWPLDPHKST-UHFFFAOYSA-N,8.587455750251296,8.68204827627466
62292,C8H12N6O2,primary,NCCOCn1cnc2c(O)nc(N)nc21,0,base,pKAH1,9.37,chembl,BKUQORFZMZLJRL-UHFFFAOYSA-N,9.35195723185572,9.220330884935441
62296,C11H15N3,secondary,c1cncc(N2CC3CCC2CN3)c1,12,base,pKAH1,8.79,chembl,IKJZJZXKGKENDY-UHFFFAOYSA-N,9.288449917479388,9.303402716412347
62297,C12H16N2O,tertiary,CN1CC[C@@H]2Nc3ccc(O)cc3[C@@H]2C1,5,base,pKAH1,8.52,chembl,PFJAOABNQDBFHO-JQWIXIFHSA-N,8.617210020974207,8.66633135760048
62313,C11H23N3O,primary,NCCCC[C@H](N)C(=O)N1CCCCC1,0,base,pKAH1,10.21,chembl,MDGXMHHGFICIAS-JTQLQIEISA-N,10.153907760530625,10.149003575682235
62332,C12H19NO3,primary,COc1cc(CC(N)OC)c(OC)cc1C,7,base,pKAH1,8.45,chembl,BHEMAYQMWXUXEV-UHFFFAOYSA-N,8.349354800446923,8.589429572364535
62345,C13H17N,tertiary,CN1CC[C@H]2CC1Cc1ccccc12,1,base,pKAH1,9.47,chembl,VHLFDGOYHXRPRG-PXYINDEMSA-N,9.23652061741504,9.402613303177352
62362,C11H15NO,tertiary,CN(C)C1CC1c1ccccc1O,1,base,pKAH1,8.44,chembl,BVUOMRJSZWYZMF-UHFFFAOYSA-N,8.709520479683913,8.655248635978998
62399,C11H13N,primary,NCC1=CCCc2ccccc21,0,base,pKAH1,9.2,chembl,WNFNQSTXHLQIED-UHFFFAOYSA-N,9.424312100354085,9.393624215781665
62411,C10H13N3,secondary,c1cncc(N2C[C@@H]3CNC[C@@H]32)c1,9,base,pKAH1,10.38,chembl,XHYQJTGLPJMMEB-WPRPVWTQSA-N,9.168744761814173,9.468004787157252
62421,C8H15N3O4,primary,C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(N)=O,2,base,pKAH1,8.09,chembl,NKUHWWPUOXOIIR-WHFBIAKZSA-N,8.083880385037913,8.304980654553212
62426,C12H16N2,primary,CCc1ccc2[nH]cc(CCN)c2c1,11,base,pKAH1,9.75,chembl,HNICQKBUQQHUMM-UHFFFAOYSA-N,10.10598101431156,10.056211379804886
62456,C13H17NO,secondary,C=CCOc1ccc2c(c1)CCNCC2,12,base,pKAH1,10.02,chembl,GYQWYEJFOYQDMB-UHFFFAOYSA-N,9.152043126432684,9.030019193823241
62492,C13H13NO,secondary,Oc1ccc2c3c(ccc2c1)CCNC3,13,base,pKAH1,9.18,chembl,MWWTWCVGHVVXBZ-UHFFFAOYSA-N,8.995169282751574,9.051002204334264
62498,C10H16N2,tertiary,CCN(C)Cc1ccc(C)nc1,2,base,pKAH1,8.36,chembl,XIPFCWNNUJGUDL-UHFFFAOYSA-N,8.774949604364785,8.805913787687315
62500,C13H16N4O,tertiary,CN1CCN(C(=O)c2cc3cccnc3[nH]2)CC1,1,base,pKAH1,6.83,chembl,MKMUUKGWFRDCJE-UHFFFAOYSA-N,8.124050588015182,8.47174736470287
62504,C12H15N3,secondary,C1=C(c2cncnc2)CC2CNCC1C2,11,base,pKAH1,10.48,chembl,BOLXMIIYJAOMEO-UHFFFAOYSA-N,8.716263607454625,8.952120907088823
62544,C12H16N2O3,secondary,O=[N+]([O-])c1ccc2c(c1)CNC(CCCO)C2,10,base,pKAH1,8.48,chembl,KKNCDMOHQGALEG-UHFFFAOYSA-N,8.029737484065054,8.729363056401407
62550,C9H14N2O3,secondary,COCc1cc(OC[C@@H]2CCN2)no1,11,base,pKAH1,9.64,chembl,DCPBGIZDLFBSSR-ZETCQYMHSA-N,9.218271864311008,9.223143797787555
62557,C12H21N5,tertiary,CCCCN1CCC=C(c2nnn(CC)n2)C1,4,base,pKAH1,8.18,chembl,PLFFGIFAQCGKIR-UHFFFAOYSA-N,8.241519298956426,8.573086032145119
62569,C7H11N3,primary,NC[C@H]1C[C@H]1c1c[nH]cn1,0,base,pKAH1,10.05,chembl,LMFNLINKCDGRTE-PHDIDXHHSA-N,9.854539185137147,9.888118652168354
62576,C11H15N3O6,primary,N[C@@H](Cn1ccc(=O)n(CCCC(=O)O)c1=O)C(=O)O,0,base,pKAH1,8.48,chembl,RPCJNIHRZLMOSD-ZETCQYMHSA-N,7.990052921425722,8.530186179833349
62580,C9H17NO4,tertiary,C[C@H]1C[C@@H](O)[C@@H]2[C@H](O)[C@H](O)[C@@H](CO)N21,13,base,pKAH1,9.01,chembl,PIBHCJDPQRCONN-ZLFMKPOPSA-N,8.410957197590642,8.605942620900098
62611,C11H16N2,tertiary,C[C@H]1C[C@@H](c2cccnc2)N(C)C1,10,base,pKAH1,8.86,chembl,FFVWMSOTNFVMFW-ONGXEEELSA-N,9.062975132320634,8.951856964523843
62615,C11H17N3O3,secondary,O=C1CCCN1CCCN1C(=O)CNCC1=O,13,base,pKAH1,4.29,chembl,PFOVYUUUCNZYBY-UHFFFAOYSA-N,7.637004907832353,8.535977232804004
62620,C11H14N4O4,secondary,[3H]C(O)[C@H]1N[C@@H](c2c[nH]c3c(=O)[nH]cnc23)[C@H](O)[C@@H]1O,4,base,pKAH1,7.94,chembl,IWKXDMQDITUYRK-ITZIIZASSA-N,7.992145085431871,8.21725785776463
62657,C11H21NO8,secondary,OC[C@H]1O[C@@H](OC[C@H]2NC[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,8,base,pKAH1,9.28,chembl,OILUEZIOYKUCCP-SJXPRXMESA-N,8.085088626158388,8.586900950272401
62661,C12H19N3O2,tertiary,O=C1CCCN1C1CC(CN2CCCC2)=NO1,10,base,pKAH1,7.81,chembl,XHVBOXISNREGDV-UHFFFAOYSA-N,7.890022758538025,8.368548878805512
62677,C13H16N2,secondary,C1=C(c2cccnc2)CC2CNCC1C2,11,base,pKAH1,10.48,chembl,RCSZDVCUNQPLHO-UHFFFAOYSA-N,9.780628716834315,9.84344302882608
62687,C10H16N2O2,tertiary,CCn1oc2c(c1=O)CCN(C)CC2,10,base,pKAH1,8.43,chembl,WRCNQANFUPAVON-UHFFFAOYSA-N,8.572259231362569,8.48650744760296
62691,C6H10N2O,tertiary,O/N=C1\CN2CCC1C2,4,base,pKAH1,7.41,chembl,LUMMCSFJJIYEBU-VOTSOKGWSA-N,8.638228927481547,8.711991264322904
62753,C13H16N4O,secondary,NC(=O)c1cccc2[nH]c([C@@H]3CCCCN3)nc12,15,base,pKAH1,8.34,chembl,QRGBDUGNPYKQHW-JTQLQIEISA-N,8.74094478080086,8.685147736097287
62755,C8H16N2O2,primary,NC(CO)C(=O)N1CCCCC1,0,base,pKAH1,7.84,chembl,KMUUSRQJGFFSCI-UHFFFAOYSA-N,8.538570811256283,8.6445755126028
62759,C12H19NO,tertiary,CCN(CCO)Cc1ccccc1C,2,base,pKAH1,8.99,chembl,GLSKVYZKMOCUEX-UHFFFAOYSA-N,8.82679674772096,8.895101735106794
62764,C9H14N4O,secondary,CN(C)c1noc(C2=CCCNC2)n1,11,base,pKAH1,8.78,chembl,AEXVMBRXEWEYEF-UHFFFAOYSA-N,8.65106362083207,8.779175623300377
62804,C12H21N7O2,primary,N/C(=N\CCC[C@H](N)CNc1ccc(N)cc1)N[N+](=O)[O-],7,base,pKAH1,9.55,chembl,SPVIMUHWAHSATK-JTQLQIEISA-N,8.250513639198369,8.545077928152972
62814,C11H13NO2,primary,NC1CC2CC1c1c2ccc(O)c1O,0,base,pKAH1,9.35,chembl,HMWASRAMRZXLCY-UHFFFAOYSA-N,8.864027385459172,8.897948133175829
62852,C12H11NO3,tertiary,CN1COc2ccc3ccc(=O)oc3c2C1,1,base,pKAH1,4.53,chembl,QIAXYRFZXNHSJH-UHFFFAOYSA-N,7.841277871012783,8.479430396927082
62882,C13H16N4O2,primary,N[C@H]1CC[C@@H](c2nc3cc([N+](=O)[O-])ccc3[nH]2)CC1,0,base,pKAH1,10.39,chembl,JNXSYEMGYWQASO-DTORHVGOSA-N,10.045512001660656,10.065143205276781
62883,C13H18N2,primary,CCC[C@H](N)Cc1c[nH]c2ccccc12,4,base,pKAH1,9.98,chembl,OXTXKBQUVJLMPO-NSHDSACASA-N,9.589029048386136,9.481718715720184
62962,C11H14N2O4,primary,C[C@@H]1O[C@@H](c2cccc([N+](=O)[O-])c2)OC[C@H]1N,16,base,pKAH1,9.07,chembl,JUMJMBLCZJKKAE-XROYCOCOSA-N,9.053169548200575,9.078603964711778
63027,C11H13NO4,primary,N[C@@H](Cc1ccccc1)C(=O)OCC(=O)O,0,base,pKAH1,6.97,chembl,GXNXKYLDEYCTMX-VIFPVBQESA-N,7.514568112436623,8.208216405013074
63058,C13H28N4O5,primary,NC[C@H]1O[C@H](O[C@@H]2C[C@H](CO)NCC[C@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0,base,pKAH1,9.81,chembl,YMCJMMJMVULZTO-NFLYPBGESA-N,9.519947992367694,9.647882355855796
63064,C13H18N2,tertiary,CN(C)CCc1cn(C)c2ccccc12,1,base,pKAH1,9.5,chembl,WYFWKMQPMCPKLZ-UHFFFAOYSA-N,8.915734287671498,8.947620194380805
63079,C11H16N2O,tertiary,Cc1cc(C2CN3CCC2CC3)on1,6,base,pKAH1,9.32,chembl,GKNGDZXQVDDVRS-UHFFFAOYSA-N,8.67638095923743,8.699266560440055
63080,C7H11NO4,secondary,COC(=O)[C@@H]1C[C@H](C(=O)OC)N1,11,base,pKAH1,3.01,chembl,RYEDNANZSWYKTB-SYDPRGILSA-N,7.063605868606212,8.411929939026415
63083,C4H9NO3,secondary,O[C@H]1[C@H](O)CN[C@H]1O,5,base,pKAH1,8.86,chembl,FNRDSSFSPPAIRA-UZBSEBFBSA-N,8.567752202230546,8.68848315127439
63111,C13H14N2O2,primary,CCN1C(=O)C=C(c2cccc(CN)c2)C1=O,13,base,pKAH1,9.18,chembl,WYYRTSOWSTXVCT-UHFFFAOYSA-N,9.287142494400227,9.487762561229548
63117,C11H15NO2,primary,CCOC(=O)[C@@H](N)Cc1ccccc1,6,base,pKAH1,6.97,chembl,CJGXMNONHNZEQQ-JTQLQIEISA-N,8.093227507774904,8.678220661061692
63118,C8H13N3,secondary,c1nc(C[C@@H]2CCNC2)c[nH]1,7,base,pKAH1,11.05,chembl,YGGBVTGACIFVRB-ZETCQYMHSA-N,10.414071274571285,10.430825299260775
63131,C13H20N2O2,tertiary,Cc1[nH]c(C)c(C(=O)OC2CCN(C)C2)c1C,12,base,pKAH1,8.02,chembl,BEMNTIWUSPINQW-UHFFFAOYSA-N,8.757879399435087,8.758830105704378
63180,C7H11N3O2,primary,COC(=O)[C@@H](N)Cc1c[nH]cn1,5,base,pKAH1,6.97,chembl,BXRMEWOQUXOLDH-LURJTMIESA-N,8.374524553171899,8.59682232979733
63183,C10H15N3O4,primary,Cc1cn([C@H]2C[C@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O,7,base,pKAH1,8.85,chembl,ADVCGXWUUOVPPB-XLPZGREQSA-N,8.019869311115693,8.462864225379562
63188,C9H19NO2,primary,CC(C)[C@H](N)C(=O)OC(C)(C)C,4,base,pKAH1,7.48,chembl,RJBVJBGFJIHJSZ-ZETCQYMHSA-N,8.711625209607414,8.775805336236395
63192,C10H16N4,secondary,C=CCn1ncc(C2CCCNC2)n1,11,base,pKAH1,9.49,chembl,WUDWCZHMLGCBCZ-UHFFFAOYSA-N,9.422539867656095,9.409380426441567
63209,C11H15N3O6,primary,N[C@H](Cn1ccc(=O)n(CCCC(=O)O)c1=O)C(=O)O,0,base,pKAH1,8.48,chembl,RPCJNIHRZLMOSD-SSDOTTSWSA-N,7.924754513521748,8.006875960834375
63214,C13H19N,primary,NC1(Cc2ccccc2)CCCCC1,0,base,pKAH1,10.31,chembl,SXEPDZQVJGZPGF-UHFFFAOYSA-N,9.180756325720004,9.367985264369423
63230,C11H11N3O4,primary,N[C@@H](Cc1onc(O)c1-c1ccccn1)C(=O)O,0,base,pKAH1,7.01,chembl,KZJWUFOZYNRXGJ-LURJTMIESA-N,7.684862745965575,7.779543721076716
63260,C13H21N7,tertiary,Cc1cc(NCCN2CCN(C)CC2)c2nncn2n1,10,base,pKAH1,7.86,chembl,KXHTWSRWOJMKRQ-UHFFFAOYSA-N,8.324753873905998,8.823944541666148
63303,C12H21N5O2,primary,CC[C@H](C)[C@H](N)C(=O)N[C@H](Cc1cnc[nH]1)C(N)=O,5,base,pKAH1,8.21,chembl,PWFNQZONFPMCIG-SFGNSQDASA-N,9.116383262347165,9.20467579260386
63321,C11H18N2O,tertiary,CC(=O)N(C)CC#CCN1CCCC1,9,base,pKAH1,8.18,chembl,HWYHDWGGACRVEH-UHFFFAOYSA-N,8.094229334475846,8.410509913929223
63338,C11H15N3O2,tertiary,CN1CCN(c2cccc([N+](=O)[O-])c2)CC1,1,base,pKAH1,7.54,chembl,IIRKKCDXJIXWHI-UHFFFAOYSA-N,8.451253020646007,8.599095174390191
63359,C13H19NO,tertiary,OCCN1CCC(c2ccccc2)CC1,3,base,pKAH1,8.99,chembl,MCZUBQLMYYFSGO-UHFFFAOYSA-N,8.786171175498469,8.90441089716057
63374,C10H21NO3,secondary,CCCC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](CO)N1,13,base,pKAH1,8.91,chembl,GLBYBFDEXKQFMP-IMSYWVGJSA-N,8.770013408479521,8.982208750321046
63428,C10H18N2O,secondary,CCC(=O)N1CC2CNCC(C2)C1,8,base,pKAH1,10.26,chembl,RPPABJHZNYUIDN-UHFFFAOYSA-N,9.978376011790592,9.961558383224148
63440,C13H17NO,tertiary,CN1CCCC2Cc3ccc(O)cc3C21,1,base,pKAH1,8.68,chembl,DIDKRKZDPMOUPT-UHFFFAOYSA-N,9.158737793361333,9.219686986243001
63448,C13H20N2O2,tertiary,Cc1cc(=O)c(O)c(CN2CCCCC2)n1C,9,base,pKAH1,7.86,chembl,RLHTUBQCMAHXES-UHFFFAOYSA-N,8.294188069395934,8.812061594090881
63451,C12H19N5O,secondary,Nc1nc(/C=C/CNC(=O)C2CCNCC2)c[nH]1,13,base,pKAH1,10.18,chembl,DOCUWYMQCRRLHC-OWOJBTEDSA-N,9.69627135953902,9.76991981946026
63454,C13H18N2O2,primary,CC(=O)Nc1ccc2c(c1)C(O)C(N)CCC2,13,base,pKAH1,9.41,chembl,FCXNVTCOBOKFRU-UHFFFAOYSA-N,9.847147280069999,9.807578447349098
63465,C13H20N2O,tertiary,C[C@H]1CC(=O)N(CC#CCN2CCCC2)C1,10,base,pKAH1,8.18,chembl,VMGDLEOEFRXHLI-LBPRGKRZSA-N,8.517564645617405,8.479568956905986
63482,C4H5N3O3,primary,NC1C(=O)NC(=O)NC1=O,0,base,pKAH1,3.81,chembl,PSQZLWHRJMYZHD-UHFFFAOYSA-N,7.535932121606303,8.178671519285121
63500,C12H23N3O,tertiary,O=C1NCCCN1CCCN1CCCCC1,10,base,pKAH1,9.05,chembl,FPEODIWYUDEMTF-UHFFFAOYSA-N,8.771269764812883,8.89319892140593
63505,C8H18N2O2,primary,CC(CN)CCC(C)(O)C(N)=O,3,base,pKAH1,10.23,chembl,ZPUHYXBPXTWNOV-UHFFFAOYSA-N,8.948410939803999,8.914573631408498
63508,C12H16N2O,primary,COc1ccc2[nH]cc(CC(C)N)c2c1,12,base,pKAH1,9.98,chembl,OGNJZVNNKBZFRM-UHFFFAOYSA-N,9.866552304799717,9.873359939011
63516,C13H22N2O3,primary,CCCC12CC3CC(N)(C1)CC(O[N+](=O)[O-])(C3)C2,8,base,pKAH1,10.62,chembl,DMDDQKFDESRWKK-UHFFFAOYSA-N,10.333493978693689,10.222897623350491
63519,C13H23NO,secondary,CCCCNC1CC2=C(CC(O)CC2)C1,4,base,pKAH1,10.62,chembl,GKXNTSOCLRMPAY-UHFFFAOYSA-N,10.284681884001829,10.211716478509038
63522,C8H17NO5,primary,NCC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,base,pKAH1,9.83,chembl,BNFUZESWWRCHFC-BZCSJUTBSA-N,8.236495648171156,8.566484208955947
63523,C11H11N3O,primary,N#CCCC(N)c1nc2ccccc2o1,5,base,pKAH1,6.65,chembl,RLLBVDHYVYZTLN-UHFFFAOYSA-N,7.425240564396611,8.525295600915284
63549,C7H14N2O4,primary,C[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(=O)O,6,base,pKAH1,7.92,chembl,VPZKQTYZIVOJDV-LMVFSUKVSA-N,8.036275350768056,8.151897163408572
63550,C13H25N5,tertiary,CCCCNc1nc(C)cc(NCCN(C)C)n1,14,base,pKAH1,8.84,chembl,DDCKQAXKANSAFI-UHFFFAOYSA-N,8.60257223017555,8.72934438612846
63562,C13H17N3,tertiary,CCCN1CCc2nn3ccccc3c2C1,3,base,pKAH1,6.88,chembl,URWBDIMBZFWGSF-UHFFFAOYSA-N,8.648942209890315,8.742399700386969
63570,C13H18N4O3,tertiary,COc1cc(Nc2nnc(CN(C)C)o2)cc(OC)c1,11,base,pKAH1,6.24,chembl,KXGZQTILKFLAOB-UHFFFAOYSA-N,7.746704876494009,8.317789355972666
63594,C9H15N3O2,primary,NC(=O)C[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21,5,base,pKAH1,7.34,chembl,NLEDRNMPAROPOD-VQVTYTSYSA-N,8.03008111444542,8.524947226304276
63602,C5H11NO,tertiary,CN1CCC(O)C1,1,base,pKAH1,9.29,chembl,FLVFPAIGVBQGET-UHFFFAOYSA-N,9.495896582104612,9.552241642458538
63630,C13H18N2O2,tertiary,COc1ccccc1/C=N/OC1CCN(C)C1,14,base,pKAH1,7.83,chembl,APPONWYHBMTEPB-NTEUORMPSA-N,8.517147369753458,8.562903477082923
63646,C11H18N6O3,primary,NC(=O)CC[C@H](N)C(=O)N[C@H](Cc1cnc[nH]1)C(N)=O,6,base,pKAH1,7.92,chembl,PRWHDGWJTJKCMM-JGVFFNPUSA-N,9.354957264983152,9.196803495631379
63650,C9H17NO,primary,NCC(O)C12CCC(CC1)C2,0,base,pKAH1,9.57,chembl,FEDXUQQWFPYUEB-UHFFFAOYSA-N,9.6402610213378,9.599519252288172
63662,C11H16N4O4,secondary,O=C1CNCC(=O)N1CCCN1C(=O)CNCC1=O,15,base,pKAH1,4.59,chembl,WRCQIEUAHHKKLN-UHFFFAOYSA-N,7.296853889678685,8.506350514744401
63686,C12H15NO,secondary,Oc1ccc2c(c1)C1NCCCC1C2,8,base,pKAH1,8.92,chembl,IYBRRNJPOMRINZ-UHFFFAOYSA-N,9.80194239723913,9.756845372183376
63693,C4H9NO2,secondary,O[C@@H]1CNC[C@H]1O,3,base,pKAH1,9.86,chembl,JCZPOYAMKJFOLA-QWWZWVQMSA-N,8.965040460763312,8.916261049307368
63739,C11H13NO,primary,NC1CC2CC1c1ccc(O)cc12,0,base,pKAH1,9.82,chembl,RHHIEAUFZKDKCL-UHFFFAOYSA-N,9.021108300028732,8.923066073882268
63748,C11H20N2O2,tertiary,CN(C)C(=O)OC1CC2CCCC1N2C,13,base,pKAH1,8.54,chembl,ZBNZUHHNXBZXSS-UHFFFAOYSA-N,8.631446512535963,8.776309666252514
63783,C13H15NO2,primary,COc1cccc2c(OCCN)cccc12,11,base,pKAH1,9.28,chembl,DBZUSOBFCUMAQI-UHFFFAOYSA-N,9.503416985595445,9.489346952982121
