ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key
451,C11H20N2O,primary,CN(C)Cc1ccc(CCCCN)o1,1,base,pKAH1,10.21,chembl,QWPCWVKOWZSMMU-UHFFFAOYSA-N
469,C12H18N4O4,tertiary,O=c1[nH]cnc2c(CN(CCO)C[C@H](O)CO)c[nH]c12,8,base,pKAH1,7.14,chembl,LNNMXGVBXFJDJN-VIFPVBQESA-N
473,C6H11NO,tertiary,CN1CC=C[C@H](O)C1,1,base,pKAH1,8.66,chembl,GLDHZKQYHDFALD-LURJTMIESA-N
474,C9H19N3O,secondary,CC(C)NC(=O)CN1CCNCC1,10,base,pKAH1,8.92,chembl,FFOHTSTWXWJGQR-UHFFFAOYSA-N
495,C11H17N3,tertiary,CN1CCN(c2cccc(N)c2)CC1,1,base,pKAH1,8.0,chembl,RJGHJWKQCJAJEP-UHFFFAOYSA-N
504,C9H10N2O2,primary,N[C@@H]1Cc2ccccc2N(O)C1=O,0,base,pKAH1,7.39,chembl,HYTRYTZFJVVZAF-SSDOTTSWSA-N
539,C10H20N2O2,primary,CCCCOC(=O)N1CCC(N)CC1,11,base,pKAH1,9.98,chembl,HMDBMDJJDOEYHK-UHFFFAOYSA-N
588,C8H13N5,secondary,CCn1nnc(C2=CCCNC2)n1,10,base,pKAH1,8.85,chembl,KWCDFRUNFDIIQT-UHFFFAOYSA-N
604,C8H16N2,primary,CN1[C@@H]2CC[C@H]1C[C@@H](N)C2,8,base,pKAH1,10.33,chembl,HJGMRAKQWLKWMH-RNLVFQAGSA-N
613,C5H14N2O,primary,NCCCNCCO,4,base,pKAH1,10.07,chembl,GHKSKVKCKMGRDU-UHFFFAOYSA-N
621,C9H11NO,secondary,Oc1cccc2c1CCNC2,9,base,pKAH1,8.53,chembl,OMZHCCXUVSEGAD-UHFFFAOYSA-N
624,C12H19NO3,tertiary,CO/C(O)=C1/C(=O)CCC2CCCC1N2C,14,base,pKAH1,8.95,chembl,IKTURBPPBUKHMG-VAWYXSNFSA-N
625,C9H13NO,primary,C[C@H](N)[C@H](O)c1ccccc1,2,base,pKAH1,9.37,chembl,DLNKOYKMWOXYQA-CBAPKCEASA-N
657,C12H17NO2,tertiary,CN(C)CC1CCc2c1ccc(O)c2O,1,base,pKAH1,9.14,chembl,AYTFWINRWVAOKT-UHFFFAOYSA-N
724,C12H23NO9,secondary,OC[C@H]1NC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,3,base,pKAH1,7.99,chembl,CQLSQWAVFSEMIE-ZDLXXCOVSA-N
738,C9H19NO4,tertiary,CCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,3,base,pKAH1,8.35,chembl,DUKKBXHYYSHSAI-BZNPZCIMSA-N
774,C7H15NO5,secondary,OC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3,base,pKAH1,7.6,chembl,CLVUFWXGNIFGNC-OVHBTUCOSA-N
778,C10H18N4O2,secondary,CCCc1cn(C[C@H]2NC[C@@H](O)[C@H]2O)nn1,8,base,pKAH1,9.34,chembl,NCDYRVHMNRRUOD-BBBLOLIVSA-N
780,C6H13NO3,secondary,OC[C@H]1CNC[C@H](O)[C@@H]1O,4,base,pKAH1,8.8,chembl,QPYJXFZUIJOGNX-NGJCXOISSA-N
781,C13H19N7O4,primary,NCCC(=O)NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0,base,pKAH1,9.12,chembl,MKAUNSCZSZKQKW-ZRFIDHNTSA-N
784,C11H15NO4,secondary,OC[C@@H]1N[C@@H](c2ccc(O)cc2)[C@H](O)[C@H]1O,3,base,pKAH1,8.41,chembl,BRPXIQPSCKPBLH-NAKRPEOUSA-N
789,C11H16N2O,secondary,Oc1ccccc1CN1CCNCC1,8,base,pKAH1,9.49,chembl,GQRQDGSWNXOCNK-UHFFFAOYSA-N
810,C12H18N2O5,primary,CCOC(=O)/C=C/OC(=O)[C@@H]1CCCN1C(=O)CN,18,base,pKAH1,8.13,chembl,MXNXCDMAPBMFBL-IWGCBNPKSA-N
865,C7H10N4O2,primary,Cn1ncc2c1N(O)C(=O)[C@@H](N)C2,11,base,pKAH1,7.15,chembl,OETBHDOEBPITJA-YFKPBYRVSA-N
870,C11H15N,secondary,CCC1Cc2ccccc2CN1,11,base,pKAH1,9.29,chembl,DQJWABGLXUIRKS-UHFFFAOYSA-N
888,C13H20N2O2,tertiary,CC(c1cccc(OC(=O)N(C)C)c1)N(C)C,14,base,pKAH1,8.8,chembl,AIHREYCBCYOMLZ-UHFFFAOYSA-N
900,C10H12N2O2,secondary,C[C@@H]1Cc2ccc([N+](=O)[O-])cc2CN1,13,base,pKAH1,8.61,chembl,OTVSEAHLIUCIKT-SSDOTTSWSA-N
910,C8H15NO5,tertiary,O[C@H]1[C@H](O)[C@@H](O)CN2C[C@@H](O)[C@@H](O)[C@H]12,7,base,pKAH1,8.39,chembl,KSWHMQGAWBUNLD-XAZAIFFQSA-N
912,C13H14N6O,primary,NCc1ccc(COc2nc(N)nc3nc[nH]c23)cc1,0,base,pKAH1,9.23,chembl,UINSGVKWAFJDPI-UHFFFAOYSA-N
919,C12H17N,secondary,c1ccc(CC2CCNCC2)cc1,8,base,pKAH1,10.35,chembl,ABGXADJDTPFFSZ-UHFFFAOYSA-N
920,C12H19NO2,primary,CCc1cc(OC)c(CCN)cc1OC,10,base,pKAH1,9.71,chembl,VDRGNAMREYBIHA-UHFFFAOYSA-N
921,C13H20N2O2,secondary,CC(C)CNCCOC(=O)c1ccc(N)cc1,4,base,pKAH1,9.67,chembl,WDICTQVBXKADBP-UHFFFAOYSA-N
922,C12H20N4,tertiary,CCCCn1ncc(C2=CCCN(C)C2)n1,12,base,pKAH1,7.58,chembl,HEKVOINWLJKTDK-UHFFFAOYSA-N
923,C8H12N2O4,primary,Cc1onc(O)c1CCC(N)C(=O)O,10,base,pKAH1,7.85,chembl,NZDIZJGEDFARSV-UHFFFAOYSA-N
927,C11H17NO,secondary,CN[C@H](C)Cc1ccc(OC)cc1,1,base,pKAH1,10.2,chembl,UGFMBZYKVQSQFX-SECBINFHSA-N
929,C12H26N4O5,primary,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,15,base,pKAH1,9.43,chembl,QBWLTQZEVUXXSR-RROBTUQGSA-N
939,C10H12N2,primary,NCCc1c[nH]c2ccccc12,0,base,pKAH1,9.73,chembl,APJYDQYYACXCRM-UHFFFAOYSA-N
942,C13H19N,primary,CC(N)Cc1ccc2c(c1)CCCC2,2,base,pKAH1,10.04,chembl,UTVKUFYOPJCDPE-UHFFFAOYSA-N
963,C13H15NO,secondary,CNCCOc1cccc2ccccc12,1,base,pKAH1,9.5,chembl,GYIQQYDOLSGVHC-UHFFFAOYSA-N
966,C13H16N4O,tertiary,CN1CCN(C(=O)c2cc3ncccc3[nH]2)CC1,1,base,pKAH1,6.81,chembl,JMKTUMJDFXQICK-UHFFFAOYSA-N
967,C7H11NO2,secondary,COC(=O)C1=CCCNC1,8,base,pKAH1,8.75,chembl,DYPLDWLIOGXSSE-UHFFFAOYSA-N
975,C10H15NO,tertiary,CN(C)CCOc1ccccc1,1,base,pKAH1,8.77,chembl,RUHVDRGWCIAFLG-UHFFFAOYSA-N
1003,C11H12N2,secondary,c1ccc2c3c([nH]c2c1)CCNC3,11,base,pKAH1,9.16,chembl,RPROHCOBMVQVIV-UHFFFAOYSA-N
1018,C6H13NO3,secondary,OC[C@@H]1CNC[C@@H](O)[C@@H]1O,4,base,pKAH1,8.8,chembl,QPYJXFZUIJOGNX-KVQBGUIXSA-N
1037,C12H21N3,secondary,c1nc(CCCCNC2CCCC2)c[nH]1,7,base,pKAH1,10.87,chembl,AVZAABIFUPTQRO-UHFFFAOYSA-N
1071,C8H18N2O,primary,CC(=O)NCCCCCCN,10,base,pKAH1,10.21,chembl,WRJPJZTWQTUPQK-UHFFFAOYSA-N
1077,C9H13NO,tertiary,CN1CCCC1c1ccco1,1,base,pKAH1,8.59,chembl,KMVFIIBYOFOADI-UHFFFAOYSA-N
1086,C11H17NO,secondary,CN[C@@H](C)Cc1ccc(OC)cc1,1,base,pKAH1,10.2,chembl,UGFMBZYKVQSQFX-VIFPVBQESA-N
1089,C9H15NO2,tertiary,CC(=O)O[C@@H]1CN2CCC1CC2,6,base,pKAH1,9.17,chembl,WRJPSSPFHGNBMG-SECBINFHSA-N
1092,C13H18N2,tertiary,Cc1cccc2c(CCN(C)C)c[nH]c12,9,base,pKAH1,9.59,chembl,PQSFTUCFMWBITK-UHFFFAOYSA-N
1096,C12H18N4O4,tertiary,O=c1[nH]cnc2c(CN(CCO)C[C@@H](O)CO)c[nH]c12,8,base,pKAH1,7.14,chembl,LNNMXGVBXFJDJN-SECBINFHSA-N
1102,C12H17N3O3,tertiary,COc1cc(N2CCN(C)CC2)ccc1[N+](=O)[O-],8,base,pKAH1,7.47,chembl,MKTFAOFIZMORTQ-UHFFFAOYSA-N
1103,C12H14N2,secondary,c1ccc2c(c1)cc1n2CCNCC1,11,base,pKAH1,9.49,chembl,XORPZYQOYUSNCQ-UHFFFAOYSA-N
1107,C12H19NO3,primary,COc1cc(CC(C)N)c(OC)c(OC)c1,8,base,pKAH1,9.89,chembl,MJIBJXKJBRLSQA-UHFFFAOYSA-N
1113,C4H9NO2,primary,CCOC(=O)CN,6,base,pKAH1,7.09,chembl,NTNZTEQNFHNYBC-UHFFFAOYSA-N
1120,C11H15NO,primary,CC(N)Cc1ccc2c(c1)OCC2,2,base,pKAH1,10.01,chembl,VRNGXHJGMCJRSQ-UHFFFAOYSA-N
1123,C9H18N2,secondary,C=CCNCCCNCC=C,3,base,pKAH1,9.86,chembl,AXZLGJYOBMKFHV-UHFFFAOYSA-N
1129,C12H20N4O2,tertiary,CCN1CCN(CC(=O)Nc2cc(C)on2)CC1,5,base,pKAH1,7.45,chembl,FPQJFGAWHCQCMF-UHFFFAOYSA-N
1136,C13H19NO,secondary,CC(NC(C)(C)C)C(=O)c1ccccc1,2,base,pKAH1,8.29,chembl,JQNSRSIGKZYQAA-UHFFFAOYSA-N
1140,C11H15NO,primary,COc1cccc2c1CCC(N)C2,11,base,pKAH1,10.01,chembl,SIHPGAYIYYGOIP-UHFFFAOYSA-N
1145,C12H20N2,secondary,C=C=CCNCCCCNCC=C=C,9,base,pKAH1,9.81,chembl,IKSQCMLJDHRWOA-UHFFFAOYSA-N
1150,C11H15NO,secondary,CCC(NC)C(=O)c1ccccc1,3,base,pKAH1,8.18,chembl,DDPMGIMJSRUULN-UHFFFAOYSA-N
1151,C13H17N,tertiary,C=CCN(CC=C)Cc1ccccc1,3,base,pKAH1,8.21,chembl,LAVWIZQBXPOEEM-UHFFFAOYSA-N
1152,C13H21NO2,primary,CC[C@@H](N)Cc1cc(OC)c(C)cc1OC,3,base,pKAH1,9.97,chembl,MLYCFWZIAJAIGW-LLVKDONJSA-N
1156,C13H20N2,secondary,CNCc1cccc(N2CCCCC2)c1,1,base,pKAH1,9.45,chembl,WHELHMLNRPDTJU-UHFFFAOYSA-N
1158,C10H16N2,tertiary,CN(C)CCCc1cccnc1,1,base,pKAH1,9.56,chembl,ZJINUQHUNJMQFN-UHFFFAOYSA-N
1159,C12H19N3O,tertiary,CCCN1CCO[C@@H]2Cc3n[nH]cc3C[C@H]21,3,base,pKAH1,7.69,chembl,MMWBZHVPEPJHJM-VXGBXAGGSA-N
1167,C13H19NO2,primary,COc1cc2c(cc1CC(C)N)OC(C)C2,11,base,pKAH1,9.93,chembl,XBHKBTCXRYPZMX-UHFFFAOYSA-N
1184,C10H21NO4,secondary,C1COCCOCCOCCOCCN1,14,base,pKAH1,9.08,chembl,BJUOQSZSDIHZNP-UHFFFAOYSA-N
1204,C11H18N2O,tertiary,CCCCN(C)Cc1ncccc1O,4,base,pKAH1,8.75,chembl,GTRIKVRGSOKKKJ-UHFFFAOYSA-N
1212,C3H10N2O,primary,NCCCON,0,base,pKAH1,10.14,chembl,VSZFWDPIWSPZON-UHFFFAOYSA-N
1216,C13H16N2,secondary,Cn1c2c(c3ccccc31)CCNCC2,12,base,pKAH1,10.06,chembl,ZBXDOQWPGBISAR-UHFFFAOYSA-N
1225,C13H21NO3,primary,CCOc1c(OC)cc(CC(C)N)cc1OC,12,base,pKAH1,10.0,chembl,AHLXCGRWNKUNTQ-UHFFFAOYSA-N
1232,C13H19NO2,tertiary,COc1ccc(OC)c2c1CC(N(C)C)C2,12,base,pKAH1,9.03,chembl,ISEMFVAEPPOTQF-UHFFFAOYSA-N
1239,C11H18N2O2,tertiary,COC(=O)N(C)CC#CCN1CCCC1,10,base,pKAH1,8.18,chembl,UDECXXFMDMEIDF-UHFFFAOYSA-N
1252,C12H21N5,primary,NCCNc1nccc(N2CCCCCC2)n1,0,base,pKAH1,9.61,chembl,JCUKFHHQQDCCBU-UHFFFAOYSA-N
1279,C8H11N,primary,C[C@H](N)c1ccccc1,2,base,pKAH1,9.52,chembl,RQEUFEKYXDPUSK-ZETCQYMHSA-N
1292,C10H13NO,primary,N[C@H]1CCc2ccccc2[C@@H]1O,0,base,pKAH1,9.42,chembl,IIMSEFZOOYSTDO-UWVGGRQHSA-N
1297,C9H12N2,secondary,CNC/C=C\c1cccnc1,1,base,pKAH1,9.39,chembl,CDZIJYWPNIJNOT-RQOWECAXSA-N
1305,C10H15NO,secondary,CNC(C)C(O)c1ccccc1,1,base,pKAH1,9.52,chembl,KWGRBVOPPLSCSI-UHFFFAOYSA-N
1317,C12H15N3,primary,Cc1n[nH]cc1-c1ccc(CCN)cc1,12,base,pKAH1,9.77,chembl,ILTOXASLQDKYJW-UHFFFAOYSA-N
1333,C7H10N2,primary,NCCc1ccncc1,0,base,pKAH1,9.74,chembl,IDLHTECVNDEOIY-UHFFFAOYSA-N
1347,C9H11NO2,secondary,Oc1cc2c(cc1O)CNCC2,9,base,pKAH1,8.44,chembl,MBFUSGLXKQWVDW-UHFFFAOYSA-N
1367,C9H15NO3,primary,C#CCO[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,7,base,pKAH1,9.65,chembl,IKBVKYPYCBJDFE-RBXMUDONSA-N
1386,C9H12N2,secondary,c1cncc(C2CCCN2)c1,9,base,pKAH1,9.92,chembl,MYKUKUCHPMASKF-UHFFFAOYSA-N
1406,C13H22N2O3,primary,C=CC(N)CCC(=O)N1CCC(C(=O)OC)CC1,3,base,pKAH1,9.68,chembl,QIRUJVYGLHYPSW-UHFFFAOYSA-N
1446,C12H23NO4,tertiary,CC(O)CC[C@@H]1CC[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)N12,16,base,pKAH1,9.43,chembl,CGZUVSCEWJVPBT-LVZGIILASA-N
1470,C12H17N,tertiary,Cc1ccccc1C1CCCN1C,11,base,pKAH1,9.72,chembl,JRZMWCKLABIBLI-UHFFFAOYSA-N
1550,C9H10N4O4,primary,NC(Cc1c(O)noc1-c1ncc[nH]1)C(=O)O,0,base,pKAH1,7.14,chembl,MJVXTLMESKYRAU-UHFFFAOYSA-N
1554,C8H11NO2,primary,NC[C@H](O)c1ccc(O)cc1,0,base,pKAH1,8.98,chembl,QHGUCRYDKWKLMG-QMMMGPOBSA-N
1560,C6H16N2,primary,CN(C)CCCCN,7,base,pKAH1,10.35,chembl,GCOWZPRIMFGIDQ-UHFFFAOYSA-N
1574,C12H15NO3,secondary,CNC(C)C(=O)c1ccc2c(c1)OCCO2,1,base,pKAH1,7.97,chembl,MRFMNGZRIIBJTB-UHFFFAOYSA-N
1576,C10H17N,primary,CC12CC3CC1(C)CC3(N)C2,9,base,pKAH1,10.75,chembl,WIXUOPRFBHHKGW-UHFFFAOYSA-N
1605,C13H15N5,secondary,c1cc2c(ncc3ncn(C4CCNCC4)c32)[nH]1,13,base,pKAH1,10.13,chembl,VTICMARMQUNXBS-UHFFFAOYSA-N
1609,C12H16N2O2,secondary,c1cc2c(c(N3CCNCC3)c1)OCCO2,8,base,pKAH1,8.83,chembl,WVLHGCRWEHCIOT-UHFFFAOYSA-N
1618,C10H15NO,primary,COc1ccc(C[C@H](C)N)cc1,9,base,pKAH1,10.04,chembl,NEGYEDYHPHMHGK-QMMMGPOBSA-N
1623,C10H16N2O2,tertiary,CCc1[nH]cc(CN(C)C)c(=O)c1O,7,base,pKAH1,7.77,chembl,NHAQDNBHSJEFRS-UHFFFAOYSA-N
1632,C11H21NO2,tertiary,COC1CC2(CCN(C)CC2)OC1C,7,base,pKAH1,9.83,chembl,FXIOLNATUCENGS-UHFFFAOYSA-N
1643,C13H16N4,secondary,c1cc(-c2cc(C3CCNCC3)n[nH]2)ccn1,9,base,pKAH1,9.94,chembl,VXNHTGWDWVCFSI-UHFFFAOYSA-N
1651,C11H16N2O,primary,Cc1cccc(C)c1NC(=O)[C@H](C)N,13,base,pKAH1,8.23,chembl,BUJAGSGYPOAWEI-VIFPVBQESA-N
1660,C9H14N2,tertiary,CN(C)CCc1ccncc1,1,base,pKAH1,9.03,chembl,YVXKZGLIZHUYBK-UHFFFAOYSA-N
1665,C2H5N,secondary,C1CN1,2,base,pKAH1,8.04,chembl,NOWKCMXCCJGMRR-UHFFFAOYSA-N
1715,C13H27NO2,secondary,CCCC[C@@H]1[C@@H](O)[C@H](CCCC)N[C@H]1CO,12,base,pKAH1,10.48,chembl,FDVCJPIECVXSRC-ZDEQEGDKSA-N
1731,C10H15NO,secondary,CN[C@@H](C)Cc1ccc(O)cc1,1,base,pKAH1,10.58,chembl,SBUQZKJEOOQSBV-QMMMGPOBSA-N
1746,C10H15NO3,primary,CCC(N)C(O)c1ccc(O)c(O)c1,3,base,pKAH1,8.98,chembl,LENNRXOJHWNHSD-UHFFFAOYSA-N
1747,C9H11NO,primary,C[C@@H](N)C(=O)c1ccccc1,2,base,pKAH1,7.55,chembl,PUAQLLVFLMYYJJ-SSDOTTSWSA-N
1754,C13H17NO2,tertiary,COc1ccc2occ(CCN(C)C)c2c1,11,base,pKAH1,9.04,chembl,WBPQJTBOQCCTFX-UHFFFAOYSA-N
1757,C11H12N4,secondary,N#Cc1cncc(N2C[C@H]3CNC[C@H]32)c1,11,base,pKAH1,10.36,chembl,GPXAWLDGWSBLKM-MWLCHTKSSA-N
1774,C11H15NO3,primary,COc1cc2c(cc1CC(C)N)OCO2,11,base,pKAH1,9.93,chembl,GPVJAXJRAZVITB-UHFFFAOYSA-N
1776,C12H17N3O,secondary,COc1cncc(N2C[C@H]3CCNC[C@H]32)c1,12,base,pKAH1,9.46,chembl,IQCDZVRYLPBQRD-BXKDBHETSA-N
1808,C8H13N5,secondary,CC1C=C(c2nnn(C)n2)CNC1,11,base,pKAH1,9.01,chembl,VDKYAJOVAIFMAU-UHFFFAOYSA-N
1820,C13H19NO2,secondary,COc1ccc(C2CCCNC2)cc1OC,10,base,pKAH1,10.02,chembl,GFRXXGINNMABOS-UHFFFAOYSA-N
1832,C12H17N,secondary,CC1(C)NC(C)(C)c2ccccc21,3,base,pKAH1,9.23,chembl,ZAHPSFHHFNVYAR-UHFFFAOYSA-N
1833,C3H5NO2,secondary,O=C(O)[C@@H]1CN1,5,base,pKAH1,6.71,chembl,WBGBOXYJYPVLQJ-REOHCLBHSA-N
1837,C10H12N2,tertiary,CN(C)CC#Cc1cccnc1,1,base,pKAH1,7.74,chembl,OFJZYKKOFXREQZ-UHFFFAOYSA-N
1859,C12H15N3,secondary,c1ccc(CNCCc2c[nH]cn2)cc1,5,base,pKAH1,9.34,chembl,GVOCXQUIZNWEMU-UHFFFAOYSA-N
1880,C11H17N5O4,secondary,Nc1nc2c(CNC(CO)(CO)CO)c[nH]c2c(=O)[nH]1,6,base,pKAH1,6.75,chembl,YXWHDKUITLTJIT-UHFFFAOYSA-N
