ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key,predicted_pka_value,linear_predicted_pka
114607,C8H13N3O,secondary,CNCCOc1cncc(N)c1,1,base,pKAH1,9.47,chembl,COQWHVPKZROINX-UHFFFAOYSA-N,9.069282050004999,9.078506504070331
10934,C13H20N2,tertiary,CC(c1ccccc1)N1CCN(C)CC1,8,base,pKAH1,8.31,chembl,CQTKDGNXBCFBTR-UHFFFAOYSA-N,9.053641350451594,9.060479816672197
4571,C9H19N3O,tertiary,CCNC(=O)N1CCC(N(C)C)C1,9,base,pKAH1,8.81,chembl,FZSZKMMXRBDBQI-UHFFFAOYSA-N,8.798331749299807,8.76622275010105
28652,C10H21NO4,secondary,CCCC[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O,7,base,pKAH1,8.36,chembl,MXLDMFCVJQNBHC-QCLAVDOMSA-N,8.63438917879547,8.577270749607894
16864,C6H13N,secondary,CC1CCNCC1,4,base,pKAH1,10.36,chembl,UZOFELREXGAFOI-UHFFFAOYSA-N,10.433754422160963,10.651129060514204
27246,C7H14N2O2,primary,CN(C)C(=O)OC[C@H]1C[C@H]1N,10,base,pKAH1,9.68,chembl,BJQZFRDIRCAVNS-PHDIDXHHSA-N,8.695525812601764,8.647733773492293
106492,C8H12N2O2,primary,NCCc1cc(O)c(N)cc1O,0,base,pKAH1,9.38,chembl,RSBNOZFUFIGWRG-UHFFFAOYSA-N,8.630566946498803,8.572865435987502
106737,C10H10N4O2,primary,NCc1cn(-c2ccc(C(=O)O)cc2)nn1,0,base,pKAH1,7.97,chembl,WDGAJUXKPLCOPC-UHFFFAOYSA-N,8.322304708732391,8.217577811038867
92247,C10H10N4O2,primary,NCc1cn(-c2cccc(C(=O)O)c2)nn1,0,base,pKAH1,7.97,chembl,VEQOLGASMZQMDF-UHFFFAOYSA-N,8.623993394109768,8.565289088548068
44144,C10H14N2O,primary,NCC(=O)NCCc1ccccc1,0,base,pKAH1,8.14,chembl,AOTLMPMRTWNYBN-UHFFFAOYSA-N,8.646212331115555,8.590897523155137
126529,C11H22N2O2,tertiary,CC(CCOC(=O)N1CCCC1)N(C)C,12,base,pKAH1,9.44,chembl,SZRTUTRKBGEAFX-UHFFFAOYSA-N,8.770123554154026,8.7337113963587
37357,C8H13NO2,tertiary,CN1C2CC(=O)CC1C(O)C2,1,base,pKAH1,8.24,chembl,UOHSTKWPZWFYTF-UHFFFAOYSA-N,8.528763000105865,8.455531303249023
35055,C11H12N2O,secondary,O=C1c2ccccc2C2CNCCN12,10,base,pKAH1,7.31,chembl,MHUTWQRLKOUUFX-UHFFFAOYSA-N,8.572547568282396,8.505995204859406
23046,C8H10N2O,primary,NCc1ccc(C(N)=O)cc1,0,base,pKAH1,9.17,chembl,JKIHDSIADUBKPU-UHFFFAOYSA-N,9.124716723248731,9.142397733626296
8404,C5H13N,primary,CC(C)CCN,5,base,pKAH1,10.2,chembl,BMFVGAAISNGQNM-UHFFFAOYSA-N,10.42097445989697,10.636399515719464
7980,C8H21N3,primary,CC(N)CCNCCCCN,2,base,pKAH1,10.73,chembl,PZSFTBARUSGJTA-UHFFFAOYSA-N,10.43812772606447,10.656169511684332
101326,C10H15NO3,secondary,CCNC[C@H](O)c1ccc(O)c(O)c1,2,base,pKAH1,8.94,chembl,IYLZZNHDXBTZMO-JTQLQIEISA-N,8.606298790539347,8.544895174189651
14139,C9H15N,tertiary,CN1CC[C@@H]2C=CC[C@@H]1C2,1,base,pKAH1,10.39,chembl,TYGAKDOEEWEIOH-DTWKUNHWSA-N,10.1698595997183,10.34697709762298
102651,C11H18N2O,secondary,C[C@@H]1C[C@H]1C(=O)N1CC2CNCC2C1,10,base,pKAH1,11.17,chembl,HFIMLFRJUJSWHZ-SEZDTBSWSA-N,9.565318595177766,9.65021339654966
36158,C6H15NO3,primary,NCCOCCOCCO,0,base,pKAH1,9.45,chembl,ASDQMECUMYIVBG-UHFFFAOYSA-N,9.37194283189441,9.427338171360274
92854,C12H23N,secondary,CCNC12CCC(C1)C(C)(C)C2C,2,base,pKAH1,11.01,chembl,PRVCHTDWLLFMFL-UHFFFAOYSA-N,10.353835382191207,10.559018375453435
77019,C13H15N3O,primary,NCCc1c[nH]c2ccc3c(c12)CCNC3=O,0,base,pKAH1,9.7,chembl,AFJVHLMQYGQCRU-UHFFFAOYSA-N,9.686273378473526,9.789619825292617
22805,C6H13NO5,primary,NC1C(O)C(O)C(O)C1(O)CO,0,base,pKAH1,8.28,chembl,FFHSAAAKCQFNFB-UHFFFAOYSA-N,8.493695218253656,8.415113933230677
89361,C11H14N2O,tertiary,Cc1cnoc1/C=C1\CN2CCC1C2,9,base,pKAH1,8.16,chembl,ZPXVZIVFMYAQOK-ONNFQVAWSA-N,9.403116054961295,9.463266867867759
73080,C11H16N2O2,tertiary,C[C@@H](Cc1ccc([N+](=O)[O-])cc1)N(C)C,12,base,pKAH1,9.24,chembl,FNHYREFOVAJIMP-VIFPVBQESA-N,8.559933355823947,8.491456694993804
4298,C5H11N3O2,primary,C[C@H](NC(=O)CN)C(N)=O,6,base,pKAH1,7.84,chembl,NPNYFZGREWPGNI-VKHMYHEASA-N,8.581392446983928,8.516189369313658
23246,C13H19NO2,tertiary,COc1ccc(CN2CCCC2)cc1OC,7,base,pKAH1,8.44,chembl,MIZXZRHARATZMK-UHFFFAOYSA-N,8.428981930350316,8.340528636866168
12611,C12H16N2O4,primary,N[C@H](Cc1ccccc1)[C@H](O)C(=O)NCC(=O)O,0,base,pKAH1,8.35,chembl,GAFNVJIFDNKAIU-KOLCDFICSA-N,8.197389444772718,8.073606730527558
119041,C11H15N5O4,primary,Nc1nccc(N2CC(N)C2)n1.O=C(O)/C=C/C(=O)O,2,base,pKAH1,9.23,chembl,XRXCKOLVJQUTEY-WLHGVMLRSA-N,9.605245421834722,9.69623105838677
122295,C12H22N4O2,primary,NCC(=O)N1CCC[C@@H](N2CCC[C@H]2C(N)=O)C1,9,base,pKAH1,8.24,chembl,MFVVVQAOMIXDCZ-ZJUUUORDSA-N,9.606149741932727,9.6972733324653
57885,C8H12N2O2,secondary,Cc1cc(OC[C@@H]2CCN2)on1,9,base,pKAH1,9.62,chembl,DUGVMSMOUJQMMC-ZETCQYMHSA-N,8.738862957491936,8.697681997418933
37981,C12H13N3,secondary,c1nc2cc3c(cc2[nH]1)C1CNCC3C1,11,base,pKAH1,9.76,chembl,SPAMUHJHVULSFR-UHFFFAOYSA-N,9.947432358471342,10.090618593126587
124800,C9H19NO3,secondary,CCC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](CO)N1,12,base,pKAH1,8.91,chembl,WOGVMZZLDYFJIE-HXFLIBJXSA-N,8.958131154396641,8.950399545534815
2177,C11H12N2,primary,N[C@@H]1C[C@H]1c1c[nH]c2ccccc12,0,base,pKAH1,9.57,chembl,WMUNIKSCJKEXKG-WCBMZHEXSA-N,9.193968403861422,9.222213754254904
65413,C13H21NO2,secondary,Cc1ccc(OCCN[C@H](C)CO)c(C)c1,8,base,pKAH1,9.11,chembl,OBZWTZGVEZUHGO-GFCCVEGCSA-N,9.035381445840478,9.039434364630848
54479,C8H13N3O3,secondary,OC[C@H]1N[C@@H](c2cnc[nH]2)[C@H](O)[C@@H]1O,3,base,pKAH1,7.95,chembl,PRYQXZLBYYNNLU-CWKFCGSDSA-N,8.668547335004567,8.616639730641992
1994,C11H15N,primary,NCCC1CCc2ccccc21,0,base,pKAH1,10.04,chembl,KQLYVTCAUKHNRW-UHFFFAOYSA-N,10.069909626409148,10.231779761458837
22719,C7H19N3,primary,CN(CCCN)CCCN,1,base,pKAH1,10.26,chembl,KMBPCQSCMCEPMU-UHFFFAOYSA-N,10.228583378468485,10.414659185547004
11985,C12H18N4O,tertiary,CN(C)CCCOc1ccc2nc(N)[nH]c2c1,1,base,pKAH1,9.31,chembl,GDLURJIDOYDUNR-UHFFFAOYSA-N,9.283265160173896,9.32513272576356
126196,C12H19NO2,tertiary,COc1ccc(OC)c(CCN(C)C)c1,11,base,pKAH1,8.92,chembl,FLGXFZDJPYGBNA-UHFFFAOYSA-N,8.677182580505407,8.626592282362475
71645,C10H13NO,primary,NC/C=C\COc1ccccc1,0,base,pKAH1,9.65,chembl,YTXIWVLFBPOIAU-PLNGDYQASA-N,9.207879389555698,9.23824686004115
28002,C8H12N2O3,secondary,OCc1cc(OC[C@@H]2CCN2)no1,10,base,pKAH1,9.64,chembl,KOFXDHYGAAKMIA-LURJTMIESA-N,8.845375835434492,8.82044340895235
100223,C9H21N3O,primary,CCCCCNC(=O)[C@@H](N)CCN,12,base,pKAH1,9.66,chembl,VEJGXSHRXYFJQA-QMMMGPOBSA-N,8.844370251515295,8.819284423262353
121718,C11H18N2,tertiary,CCN(C)CCc1ccc(C)nc1,2,base,pKAH1,9.29,chembl,RIBCHPXNYZDOTB-UHFFFAOYSA-N,8.860913941081996,8.83835185174996
68730,C10H21N3O,primary,NCCCCC(N)C(=O)N1CCCC1,0,base,pKAH1,10.21,chembl,NERFQQPUBDASEO-UHFFFAOYSA-N,10.098523030572672,10.264758138831992
52757,C12H26N2O,primary,CC(=O)NCCCCCCCCCCN,14,base,pKAH1,10.21,chembl,IYQFMEUXLIHZDF-UHFFFAOYSA-N,10.297758274527334,10.494386708142361
12691,C10H15N,primary,CC(C)(CN)c1ccccc1,4,base,pKAH1,9.49,chembl,CWSGTPMVOJFVIF-UHFFFAOYSA-N,9.367603573583912,9.422336959436471
66756,C12H16N2,secondary,C[C@@H]1CNC[C@@H]2Cc3ccccc3N21,3,base,pKAH1,9.2,chembl,NITMFLAGDPNBNV-KOLCDFICSA-N,9.332064107257745,9.381375949503967
94552,C10H16N2O,tertiary,CCN(C)Cc1cncc(OC)c1,2,base,pKAH1,8.05,chembl,LGOXVRLJRYPYLT-UHFFFAOYSA-N,8.601954938635856,8.5398886679205
86015,C9H19NO3,secondary,CCNC1CC(C)C(O)C(O)C1O,2,base,pKAH1,9.41,chembl,AWNXRLQSHNQYNX-UHFFFAOYSA-N,8.794349926218208,8.761633500130385
79437,C11H14N4,secondary,c1c[nH]c2nc(C3CCNCC3)nc-2c1,9,base,pKAH1,9.9,chembl,VJKGFMGCWPESKG-UHFFFAOYSA-N,9.957784110608708,10.102549504475283
74504,C13H26N2O,secondary,CC(C)(C)NCC1=CC(C)(C)N(O)C1(C)C,4,base,pKAH1,9.45,chembl,HYEATYZTOYNBDR-UHFFFAOYSA-N,8.844980370028846,8.819987615321125
19717,C12H19N,primary,NC1CC12C1CC3CC(C1)CC2C3,0,base,pKAH1,9.7,chembl,XJTIDXPZOZLYHF-UHFFFAOYSA-N,10.057284621182896,10.217228812389305
5947,C9H23N3,primary,NCCCCCNCCCCN,0,base,pKAH1,10.94,chembl,XHRDTOGCOTXOLX-UHFFFAOYSA-N,10.390318101134728,10.601066531137475
1906,C10H18N2O2,tertiary,CC1OC2(CCN(C)CC2)C/C1=N/O,6,base,pKAH1,9.74,chembl,AOLIHOHUBWJEAX-LUAWRHEFSA-N,8.606768778666337,8.545436858979206
78838,C8H10N2O4,primary,NCCc1cc(O)c([N+](=O)[O-])cc1O,0,base,pKAH1,9.24,chembl,PYVMPIIVMMPROM-UHFFFAOYSA-N,8.540442726914932,8.46899277173154
103165,C9H13NO2,primary,COc1ccc(O)c(CCN)c1,10,base,pKAH1,9.29,chembl,WDAATBIZVHOPMI-UHFFFAOYSA-N,8.624901676745479,8.566335929649211
44651,C9H13NO,primary,N[C@H](CO)Cc1ccccc1,0,base,pKAH1,9.41,chembl,STVVMTBJNDTZBF-VIFPVBQESA-N,8.946634683000633,8.937149288068403
73439,C11H16N4,tertiary,Cc1nncc(C23CCCN(CC2)C3)n1,10,base,pKAH1,8.81,chembl,SCWXWHRASJWJNF-UHFFFAOYSA-N,8.842746769251494,8.817413278869736
87634,C13H19NO2,tertiary,COc1cc(CN2CCCCC2)ccc1O,6,base,pKAH1,8.32,chembl,BKZDFGOUPCCFCI-UHFFFAOYSA-N,8.718376287134157,8.674070086640436
1136,C13H19NO,secondary,CC(NC(C)(C)C)C(=O)c1ccccc1,2,base,pKAH1,8.29,chembl,JQNSRSIGKZYQAA-UHFFFAOYSA-N,8.788932545143386,8.755389697874676
71529,C10H15NO,secondary,CNCCCOc1ccccc1,1,base,pKAH1,10.1,chembl,SBOUHGZVYFYWMK-UHFFFAOYSA-N,9.021691201370318,9.023655674130149
83691,C11H16N2,tertiary,CN1CCCC1Cc1cccnc1,1,base,pKAH1,9.25,chembl,BHRVTCUBWGGAAA-UHFFFAOYSA-N,8.909289211989737,8.894106767537219
76239,C13H15N,secondary,C#CCNC1CCc2ccccc2C1,3,base,pKAH1,9.14,chembl,RELIUPLDFYVMJL-UHFFFAOYSA-N,8.92649546318911,8.913937831397615
12043,C6H13N,secondary,C1CCCNCC1,4,base,pKAH1,10.66,chembl,ZSIQJIWKELUFRJ-UHFFFAOYSA-N,10.211468772736128,10.394933747664503
117206,C8H14N2O2,primary,N[C@@H](CO)C(=O)N1CC[C@@H]2C[C@@H]21,0,base,pKAH1,7.84,chembl,IIYNVRMWRPKWOX-VQVTYTSYSA-N,8.589583411525567,8.525629865039386
20498,C13H17N,tertiary,c1ccc2c(c1)CC1CCCCN1C2,12,base,pKAH1,9.2,chembl,JUUKRIKRNDETJF-UHFFFAOYSA-N,9.39334143625257,9.45200113162006
120225,C8H13N3,secondary,C[C@@H]1NCC[C@@H]1c1c[nH]cn1,2,base,pKAH1,10.8,chembl,FLOJCNYYPGNYBP-BQBZGAKWSA-N,10.341369329834759,10.544650627505133
90682,C11H15N5,primary,Cc1c[nH]c2ncnc(N3CC[C@H](N)C3)c12,13,base,pKAH1,9.83,chembl,SMTIKTZYKPWXQP-QMMMGPOBSA-N,9.313404526537417,9.35986985078523
39972,C5H8N6,primary,NC1=NC(N)c2nc[nH]c2N1,2,base,pKAH1,8.59,chembl,VMBIKMLKDBHIRB-UHFFFAOYSA-N,10.045812177050333,10.204006247544035
36680,C13H16N4O,secondary,C[C@@H]1N[C@H](C(=O)NN)Cc2c1[nH]c1ccccc21,2,base,pKAH1,7.28,chembl,JBWBBKSDBPQCII-CPCISQLKSA-N,8.55139870316629,8.481620081549124
68285,C9H17NO4,tertiary,C[C@@H]1C[C@@H](O)[C@@H]2[C@H](O)[C@H](O)[C@@H](CO)N21,13,base,pKAH1,9.01,chembl,PIBHCJDPQRCONN-MVEQLIQHSA-N,8.638043059442838,8.581482029544274
19682,C10H21NO2,primary,CC(C)C[C@H](N)C(=O)OC(C)(C)C,5,base,pKAH1,7.39,chembl,HBEJJYHFTZDAHZ-QMMMGPOBSA-N,8.768091556505548,8.731369417582252
1731,C10H15NO,secondary,CN[C@@H](C)Cc1ccc(O)cc1,1,base,pKAH1,10.58,chembl,SBUQZKJEOOQSBV-QMMMGPOBSA-N,9.926441463867134,10.066425538720981
53796,C11H14N2,tertiary,CN(C)Cc1c[nH]c2ccccc12,1,base,pKAH1,8.99,chembl,OCDGBSUVYYVKQZ-UHFFFAOYSA-N,9.262248822969095,9.30091034749006
31811,C10H14N2,secondary,c1cncc([C@H]2CCCCN2)c1,10,base,pKAH1,9.0,chembl,MTXSIJUGVMTTMU-SNVBAGLBSA-N,9.20077346353718,9.23005692540474
18617,C10H15N3O,tertiary,Cc1nnc(C23CCCN(CC2)C3)o1,9,base,pKAH1,9.05,chembl,MXUARDYCBBZOOT-UHFFFAOYSA-N,8.650092906409798,8.595370079994131
93793,C11H16N2O5,tertiary,COC(=O)CN1C(=O)OC2(CCN(C)CC2)C1=O,12,base,pKAH1,8.44,chembl,JPSFNAICVHINOA-UHFFFAOYSA-N,8.548802698847195,8.478628056915907
33056,C6H8N2O4,primary,N[C@H](Cc1cc(O)no1)C(=O)O,0,base,pKAH1,7.65,chembl,PEHXWVXZPICGAV-SCSAIBSYSA-N,7.815759326631004,7.633758959143442
49959,C12H18N2O2,tertiary,Cc1cc(=O)c(O)cn1C1CCN(C)CC1,12,base,pKAH1,8.5,chembl,CDIBSOVWKVVQLU-UHFFFAOYSA-N,8.786741295488918,8.752864173207605
42496,C11H17NO2,tertiary,OCCN(CCO)Cc1ccccc1,3,base,pKAH1,8.42,chembl,MIZIOHLLYXVEHJ-UHFFFAOYSA-N,8.557875612337767,8.48908504285355
53185,C11H12N2,primary,NC1CC1c1c[nH]c2ccccc12,0,base,pKAH1,9.57,chembl,WMUNIKSCJKEXKG-UHFFFAOYSA-N,9.151937660965688,9.173771223874105
77978,C9H14N4O3,primary,C[C@H](N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,2,base,pKAH1,8.4,chembl,XZWXFWBHYRFLEF-FSPLSTOPSA-N,8.654114109141023,8.600004716977779
71998,C13H17N,tertiary,CN1CCC2CC(C1)c1ccccc12,1,base,pKAH1,9.66,chembl,UZKBDTHHYOQQBV-UHFFFAOYSA-N,9.438755075562346,9.50434261907423
100825,C12H17N3,tertiary,CCc1nccnc1[C@@H]1CN2CCC1C2,10,base,pKAH1,9.02,chembl,JDQFUQVGFYGHNP-QVDQXJPCSA-N,9.432805384017573,9.497485302416063
26850,C13H16N4O2,primary,NC1CCCC(c2nc3cc([N+](=O)[O-])ccc3[nH]2)C1,0,base,pKAH1,10.24,chembl,WSTLPTFLIRNIRP-UHFFFAOYSA-N,9.905671523907147,10.042487145578253
55325,C13H23N3O3,tertiary,O=C(CN1CCCC1=O)NCCCN1CCOCC1,13,base,pKAH1,7.0,chembl,UHNRQCLEIKOWCY-UHFFFAOYSA-N,8.333088924345029,8.230007158141873
73816,C12H19N3O2,secondary,CCCNC1CCn2ncc(C(=O)OC)c2C1,3,base,pKAH1,10.01,chembl,YTVZWXSONDLPSZ-UHFFFAOYSA-N,8.872549004917758,8.851761843925082
37619,C12H15N,secondary,c1ccc2c(c1)CC1CNCC2C1,9,base,pKAH1,10.15,chembl,PKAUAOBCDVMNHY-UHFFFAOYSA-N,9.854655800137706,9.983688975992477
21826,C13H16N2O4,tertiary,CN1CCC[C@H]1[C@@H]1COc2c(cccc2[N+](=O)[O-])O1,1,base,pKAH1,8.16,chembl,MZUABEOVXQCBDD-CABZTGNLSA-N,8.555999951105235,8.486923249604585
82451,C10H16N2O,tertiary,C#CCCON=C1CCN(C)CC1,9,base,pKAH1,8.36,chembl,LFWAHJWATVJSQS-UHFFFAOYSA-N,8.652047967204663,8.597623385204237
66609,C13H28N6O6,primary,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N=C(N)N)[C@H](N)[C@@H](O)[C@@H]1O,15,base,pKAH1,10.84,chembl,ACPNRRBFSYRDDY-HKEUSBCWSA-N,9.657751199354397,9.756746589339292
75335,C13H14N6,secondary,c1ccc2c(c1)nc(N1CCNCC1)c1nncn12,11,base,pKAH1,8.69,chembl,NVIFIHUCMXMNBE-UHFFFAOYSA-N,8.735173045201666,8.693429189214536
65015,C13H16N4O8,secondary,O=C(NC[C@@H]1N[C@H](CO)[C@H](O)[C@@H]1O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,5,base,pKAH1,8.67,chembl,MLTRZBZSUMDYKY-QCNOEVLYSA-N,8.273257747526685,8.161048738636143
3654,C10H15N5O3,secondary,Nc1nc(O)c2c(CNCC(O)CO)c[nH]c2n1,8,base,pKAH1,8.25,chembl,QONWRURUMBRQFY-UHFFFAOYSA-N,8.257710886227622,8.143130204512818
2545,C13H21NO2,secondary,Cc1cccc(OCCNC(C)CO)c1C,9,base,pKAH1,9.1,chembl,LBYZFWYQGTUYJF-UHFFFAOYSA-N,8.780720193816933,8.745924552811303
49607,C12H14N2O2,secondary,C1=COc2c(cccc2N2CCNCC2)O1,12,base,pKAH1,8.82,chembl,IJSAMIJTSZEIQR-UHFFFAOYSA-N,9.686930765908102,9.79037749714368
60858,C12H17NO2,secondary,COc1cc2c(cc1OC)C(C)NCC2,12,base,pKAH1,8.89,chembl,HMYJLVDKPJHJCF-UHFFFAOYSA-N,9.502251559883264,9.577525488537669
90003,C10H15N5O3,secondary,Nc1nc2c(CNC(CO)CO)c[nH]c2c(=O)[nH]1,6,base,pKAH1,7.19,chembl,ODSSPGZQDUORCO-UHFFFAOYSA-N,8.101434408723785,7.963013759079919
111495,C12H18N2,tertiary,CC[C@H]1C[C@@H](c2cccnc2)N(C)C1,11,base,pKAH1,8.99,chembl,JJMGBWAIOPKTCD-JQWIXIFHSA-N,8.842909424872593,8.817600747596764
5719,C8H20N2,primary,CC(C)(N)CCC(C)(C)N,9,base,pKAH1,10.97,chembl,JWTVQZQPKHXGFM-UHFFFAOYSA-N,9.872543826522847,10.004305819805216
2409,C12H22N2O,primary,CC(C)=CCC/C(C)=C/C(=O)NCCN,14,base,pKAH1,9.16,chembl,AYXJXRGVIQNJNZ-PKNBQFBNSA-N,8.765199933725192,8.728036677907994
16248,C13H21NO,secondary,CC(NC(C)(C)C)C(O)c1ccccc1,2,base,pKAH1,9.79,chembl,USKJECUROJSHQU-UHFFFAOYSA-N,9.242190679391436,9.277792335228094
12372,C10H12N2O2,secondary,O=[N+]([O-])c1ccc2c(c1)CNCCC2,10,base,pKAH1,8.99,chembl,SMAZDNVHMACXLU-UHFFFAOYSA-N,8.806152486451245,8.775236540268846
33422,C12H20N4O2,tertiary,Cc1cc(NC(=O)CCN2CCN(C)CC2)no1,12,base,pKAH1,7.99,chembl,AFPYSRQAKCHWKH-UHFFFAOYSA-N,8.335965530433459,8.23332259032869
9469,C8H21N3,primary,CCNCCCNCCCN,10,base,pKAH1,10.55,chembl,COEXCVHNZDHXTR-UHFFFAOYSA-N,10.41499010092635,10.62950224312157
34958,C8H17NO,primary,NCC1(O)CCCCCC1,0,base,pKAH1,9.64,chembl,ZOIJDKLCFSGRFF-UHFFFAOYSA-N,9.527042973536552,9.60609883096137
3604,C9H17NO3,tertiary,C[C@H]1CC[C@@H]2[C@H](O)[C@H](O)[C@@H](CO)N21,12,base,pKAH1,9.61,chembl,AGLLYYHKZWZSKX-JTPBWFLFSA-N,8.810084216225354,8.779768055200758
22070,C7H20N4,primary,NCCNCCCNCCN,3,base,pKAH1,9.98,chembl,UWMHHZFHBCYGCV-UHFFFAOYSA-N,10.273450357272631,10.46637061946589
44145,C9H13N,primary,C[C@H](CN)c1ccccc1,3,base,pKAH1,9.81,chembl,AXORVIZLPOGIRG-MRVPVSSYSA-N,9.408360753354073,9.469311644707904
23872,C10H14N2O2,primary,NC(CO)C(=O)NCc1ccccc1,0,base,pKAH1,7.85,chembl,WYCNJBXJCACFCM-UHFFFAOYSA-N,8.530951077987167,8.458053172289107
35275,C9H13N,primary,CC(CN)c1ccccc1,3,base,pKAH1,9.81,chembl,AXORVIZLPOGIRG-UHFFFAOYSA-N,9.392427189393187,9.450947416453259
59782,C9H13N3O,tertiary,Cc1noc([C@H]2CN3CC[C@H]2C3)n1,7,base,pKAH1,8.08,chembl,JRYHRRQEXVCFPV-YUMQZZPRSA-N,8.547853115541418,8.477533614729783
17778,C9H17NO2,tertiary,CCC(=O)OC1CCN(C)CC1,8,base,pKAH1,8.72,chembl,OVQSLAXVKJVHJO-UHFFFAOYSA-N,8.645971040235985,8.590619423365343
39308,C12H16N2O2,secondary,Cc1ccoc1C(=O)N1CC2CNCC2C1,12,base,pKAH1,11.17,chembl,XCORZZYKCQYSQJ-UHFFFAOYSA-N,9.57027747544743,9.655928753727949
9295,C11H16N2,tertiary,Cc1ccc(C2CCCN2C)cn1,9,base,pKAH1,8.5,chembl,SWNIAVIKMKSDBJ-UHFFFAOYSA-N,8.908859874531547,8.893611934673721
23853,C5H10N2O4,primary,N[C@@H](CO)C(=O)NCC(=O)O,0,base,pKAH1,7.85,chembl,WOUIMBGNEUWXQG-VKHMYHEASA-N,8.199588841086145,8.076141644625958
72016,C9H16N2O,tertiary,CN1CCC(N2CCCC2=O)C1,1,base,pKAH1,8.46,chembl,GYMHNEQBXGMWKO-UHFFFAOYSA-N,8.580994014728041,8.515730156239353
73441,C7H10N6,primary,NCCn1cnc2c(N)ncnc21,0,base,pKAH1,9.68,chembl,WWGYBDUMTIQRLK-UHFFFAOYSA-N,8.899455785681587,8.882773252594083
52422,C8H16N2O6,primary,NCC(=O)N[C@@H]1OC(CO)C(O)C(O)C1O,0,base,pKAH1,8.14,chembl,AVDOUEOFSCXBTB-CWWBUFHZSA-N,8.472245718590328,8.390392313589755
4507,C12H18N2O,primary,CCC[C@H](N)C(=O)NCc1ccccc1,4,base,pKAH1,8.44,chembl,UOSIRFSGVMTCIY-NSHDSACASA-N,8.623847344182419,8.565120758712448
17852,C12H20N2O4,primary,CCCCCCc1c(O)noc1C[C@H](N)C(=O)O,14,base,pKAH1,7.53,chembl,OKJBLHIYOWSQDJ-VIFPVBQESA-N,7.948633782869706,7.786903406272131
2487,C5H12N2O2,primary,CCCC(N)C(=O)NO,4,base,pKAH1,7.9,chembl,YWQDCRINEFTEGQ-UHFFFAOYSA-N,8.841373573139288,8.815830601767184
86979,C11H17N5O4,primary,COC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CC(N)=O,15,base,pKAH1,7.35,chembl,PQMRWSJXQOHQPH-JGVFFNPUSA-N,8.816573444931734,8.78724721538445
23549,C13H17N3O,tertiary,CN1CCCN(c2nc3ccccc3o2)CC1,1,base,pKAH1,8.4,chembl,YSSLAAZQGKOSMF-UHFFFAOYSA-N,8.414620641044861,8.323976533677966
67603,C12H15N3O,secondary,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@H]1NC[C@@H]2C[C@@H]21,11,base,pKAH1,9.69,chembl,VBOULAMEOZIRIN-UPLHKLGHSA-N,8.560175689137472,8.491735996240795
31216,C13H19NO4,tertiary,OC1CN(Cc2ccccc2)C[C@@H](O)C(O)C1O,3,base,pKAH1,8.01,chembl,BNKDZUBTWKOJBR-PEWWYSNMSA-N,8.561618545025745,8.49339895971437
34761,C10H18N2O4,tertiary,CC(=O)N[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,6,base,pKAH1,8.3,chembl,IHKWXDCSAKJQKM-SRQGCSHVSA-N,8.567819512022558,8.500545883880772
89829,C6H13NO4,secondary,OC[C@H](O)[C@@H]1NC[C@H](O)[C@@H]1O,5,base,pKAH1,9.04,chembl,RVNSAAIWCWTCTJ-BXKVDMCESA-N,8.543256976976956,8.472236335483599
81343,C10H14N2O,secondary,Cc1ccc(OC[C@@H]2CCN2)cn1,10,base,pKAH1,9.8,chembl,IVJFYLASMSIJGB-VIFPVBQESA-N,8.897625028442773,8.880663213440572
14821,C11H15NO2,primary,NCC1CCCc2c1ccc(O)c2O,0,base,pKAH1,9.4,chembl,VPOYXJCSYGIZMX-UHFFFAOYSA-N,8.846197424652683,8.821390331559964
68872,C13H27NO3,secondary,CCCCCCCC[C@@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,9,base,pKAH1,8.81,chembl,MGETUKQLQDZANV-UMSGYPCISA-N,8.769812491076046,8.73335288062552
51348,C10H21NO2,tertiary,CCCCN1CCC[C@H](O)[C@@H]1CO,4,base,pKAH1,9.56,chembl,HAQUQIUNKHUVAL-UWVGGRQHSA-N,8.819119341305706,8.79018148810831
81854,C12H15N3,primary,NCC(Cc1ccccc1)c1c[nH]cn1,0,base,pKAH1,9.58,chembl,HEDIDZULGZUBSI-UHFFFAOYSA-N,8.819154094027406,8.790221542355766
7821,C11H15N3,secondary,Nc1ccc(C2CC3CCC2N3)cn1,11,base,pKAH1,10.65,chembl,HCTDOSGJQLYVRP-UHFFFAOYSA-N,8.89228813295373,8.874512174842268
