ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key,predicted_pka_value,linear_predicted_pka
59514,C13H29N3,secondary,CCCCCCCCCNN1CCNCC1,10,base,pKAH1,8.38,chembl,HIHIRLLEIKRASY-UHFFFAOYSA-N,9.638208333539145,9.734222460433655
11572,C6H13NO4,secondary,OC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,3,base,pKAH1,8.88,chembl,PFYHYHZGDNWFIF-BXKVDMCESA-N,8.501466513075705,8.424070738644494
79003,C10H19NO2,tertiary,CCCC(=O)OC1CCN(C)CC1,9,base,pKAH1,8.72,chembl,ZDIPDZCEYMNVHW-UHFFFAOYSA-N,8.684769496011288,8.635336581405724
3456,C11H21N,secondary,CNC1(C)[C@H]2CC[C@H](C2)C1(C)C,1,base,pKAH1,10.88,chembl,IMYZQPCYWPFTAG-VFXVZZSQSA-N,10.08813017833233,10.252779857561903
11351,C10H14N2O2,primary,N[C@H](CO)C(=O)NCc1ccccc1,0,base,pKAH1,7.85,chembl,WYCNJBXJCACFCM-SECBINFHSA-N,8.529423674602251,8.456292763602992
14408,C13H19N3O,tertiary,CC(C)Oc1cncc([C@@H]2CN3CCC2C3)n1,11,base,pKAH1,8.73,chembl,LIUQBUHYUYSEQF-RRKGBCIJSA-N,9.562964125273385,9.647499752392655
10607,C6H13NO4,secondary,OC[C@@H]1NC[C@H](O)[C@@H](O)[C@H]1O,3,base,pKAH1,8.06,chembl,LXBIFEVIBLOUGU-OMMKOOBNSA-N,8.480070144971656,8.399410355779256
29821,C4H9N3O2,primary,NCCNC(=O)/C=N/O,0,base,pKAH1,9.11,chembl,UDQJFVSEUKMIDY-XVNBXDOJSA-N,9.470334153296443,9.540739083355778
86020,C13H13NO,primary,NCc1ccccc1Oc1ccccc1,0,base,pKAH1,8.91,chembl,WXCFCNCGPYJALB-UHFFFAOYSA-N,9.417628695698737,9.479993411140455
23255,C11H17NO,secondary,CNC(C)Cc1ccc(OC)cc1,1,base,pKAH1,10.2,chembl,UGFMBZYKVQSQFX-UHFFFAOYSA-N,9.795129453167032,9.915081888110683
75649,C11H14N2O,primary,Cn1cc(C(O)CN)c2ccccc21,7,base,pKAH1,9.07,chembl,DLSYAQZHEZIPRK-UHFFFAOYSA-N,8.664993802731471,8.612544107218786
13890,C10H20N2O3,primary,CCC[C@H](NC(=O)[C@@H](N)CCC)C(=O)O,8,base,pKAH1,8.44,chembl,GXIUBDXQTKVCGU-YUMQZZPRSA-N,8.446145050216883,8.360309989711343
7221,C6H12N2O4,primary,C[C@H](N)C(=O)N[C@@H](CO)C(=O)O,2,base,pKAH1,8.39,chembl,IPWKGIFRRBGCJO-IMJSIDKUSA-N,8.241324242118807,8.124243778758942
76790,C11H22N4O4,primary,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=O)C(=O)O,8,base,pKAH1,8.14,chembl,FLKYHVADYGVMIH-YUMQZZPRSA-N,9.201852723450395,9.231300826357536
20402,C11H16N4O4,secondary,O=c1[nH]cnc2c(CNC[C@H](O)[C@H](O)CO)c[nH]c12,8,base,pKAH1,7.73,chembl,NSEGFCCGYNYXFR-JGVFFNPUSA-N,8.185073289030425,8.059411745913541
15579,C11H16N6,primary,Cc1nc2c(N3CCC(N)CC3)ncnc2[nH]1,9,base,pKAH1,9.88,chembl,VNNDRKUYJKCTAU-UHFFFAOYSA-N,9.78880813146831,9.907796249139302
88598,C7H18N2,primary,CC(C)C[C@H](N)CCN,5,base,pKAH1,10.3,chembl,VIZDVWMUBSZSMV-SSDOTTSWSA-N,10.411682105551387,10.625689613236615
18546,C12H13N3O2,secondary,N#Cc1ccoc1C(=O)N1CC2CNCC2C1,13,base,pKAH1,11.17,chembl,ZJSCNDMSVCKOLZ-UHFFFAOYSA-N,9.38609732310588,9.443651929416783
19597,C13H18N2O,tertiary,CN(C)CC/C=C/C(=O)Nc1ccccc1,1,base,pKAH1,9.46,chembl,OQMVJEOZKRZGKM-UXBLZVDNSA-N,8.740772685782806,8.699883054654087
46958,C10H21N7,secondary,C1CNC(NCCNCCNC2=NCCN2)=N1,7,base,pKAH1,11.42,chembl,UNYZLWUWXNCMLM-UHFFFAOYSA-N,10.15182993185908,10.326197004937189
29078,C10H15NO2,tertiary,COc1cc(CN(C)C)ccc1O,6,base,pKAH1,8.5,chembl,CSCUIKCCBTYIMH-UHFFFAOYSA-N,8.599530361222623,8.537094221358076
26889,C8H17NO3,secondary,CCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,4,base,pKAH1,9.63,chembl,OPIRYPQUASLBFO-XAMCCFCMSA-N,8.778163584435672,8.74297793281149
126721,C12H20N2O3,secondary,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,4,base,pKAH1,9.59,chembl,VQDBNKDJNJQRDG-UHFFFAOYSA-N,8.620843454016116,8.561658625268775
40419,C13H17NO,tertiary,Cc1ccc(OC2=CCN(C)CC2)cc1,9,base,pKAH1,8.04,chembl,UENZCOQDPFPVNR-UHFFFAOYSA-N,8.699426577904802,8.652229600324798
40570,C6H16N2,secondary,CNCCCCNC,1,base,pKAH1,10.84,chembl,CZPRYVBLOUZRGD-UHFFFAOYSA-N,10.506344910035011,10.734793223265713
14288,C7H13N3,primary,C[C@H](N)[C@@H](C)c1c[nH]cn1,2,base,pKAH1,9.84,chembl,QQTWSOMOTYJIQP-RITPCOANSA-N,10.049466085094867,10.208217559057017
6545,C12H15N3,secondary,c1cnc2[nH]c(C[C@H]3CCCN3)cc2c1,11,base,pKAH1,10.97,chembl,MVQHAOQHZJARGP-SNVBAGLBSA-N,9.223256034885793,9.255969211758933
29175,C12H23NO9,secondary,OC[C@H]1N[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,3,base,pKAH1,8.81,chembl,AZDBETUGBOOBRU-VOXHDCLVSA-N,8.425613826698743,8.336646729190356
13949,C11H18N2O,tertiary,CC(C)=CCO/N=C1\CN2CCC1C2,9,base,pKAH1,7.14,chembl,CDDIWPZUHAJMSE-VAWYXSNFSA-N,8.62626305532078,8.567904986450262
88484,C9H14N2O2,tertiary,Cc1[nH]cc(CN(C)C)c(=O)c1O,6,base,pKAH1,7.77,chembl,WYEQSXSQQVQGKL-UHFFFAOYSA-N,8.568262992694002,8.501057017503918
70922,C13H32N4O2,secondary,CCNC[C@@H](O)CNCCCNC[C@H](O)CNCC,11,base,pKAH1,10.15,chembl,IGWCSSDHSMRHNW-CHWSQXEVSA-N,9.921429472952347,10.060648968871618
90886,C9H15NO,tertiary,CC(=O)CCC#CCN(C)C,8,base,pKAH1,7.65,chembl,UYTLBASHEWACKP-UHFFFAOYSA-N,8.352022958114919,8.251829577707577
23958,C12H21N5,secondary,CN[C@@H]1CCN(c2ccnc(NC(C)C)n2)C1,1,base,pKAH1,9.59,chembl,PCWWILBQNYWVFM-SNVBAGLBSA-N,9.172349325169652,9.197296686314207
33989,C13H20N2,secondary,CNCc1ccc(N2CCCCC2)cc1,1,base,pKAH1,9.52,chembl,ABHBNGLDUNAXSR-UHFFFAOYSA-N,9.356400121060004,9.409424420854757
3304,C13H18N2,tertiary,c1cncc(CC2CC3CCN2CC3)c1,11,base,pKAH1,9.04,chembl,XOXNEDDHVCBSGK-UHFFFAOYSA-N,8.790805678454952,8.757548577568473
7370,C12H17N3,tertiary,Cc1cncc(C2CN3CCC2CC3)n1,8,base,pKAH1,8.17,chembl,JLOBVGDQVUCSJA-UHFFFAOYSA-N,8.883377171036715,8.864241846181697
84757,C12H16N4,secondary,Nc1ccc2[nH]c(C3CCNCC3)nc2c1,10,base,pKAH1,10.05,chembl,CEKYEYBQFNDAIP-UHFFFAOYSA-N,9.867565327829208,9.998567851413469
38943,C8H12N2O2,secondary,CCn1oc2c(c1=O)CCNC2,10,base,pKAH1,8.28,chembl,FPUXBZLXVQGPJN-UHFFFAOYSA-N,8.58156123758335,8.516383908909608
45129,C10H24N2,primary,NCCCCCCCCCCN,0,base,pKAH1,10.51,chembl,YQLZOAVZWJBZSY-UHFFFAOYSA-N,10.586570302351756,10.827256994706921
100806,C11H13NO,primary,N[C@H]1C2CCC1c1c(O)cccc12,0,base,pKAH1,9.56,chembl,YDBIMCUNUPTQML-AYVLWNQUSA-N,9.601701091697844,9.692146040885149
61011,C11H22N4O2,primary,NC1CC(N)C(C(=O)N2CCNCC2)CC1O,11,base,pKAH1,9.37,chembl,UQLAZUTVXXHDKL-UHFFFAOYSA-N,9.905092737163143,10.041820064948725
55392,C13H19N5O3,secondary,COc1ccc(CNCC(O)c2nnn(C)n2)cc1OC,7,base,pKAH1,8.12,chembl,QRHPCOZHJFSQPE-UHFFFAOYSA-N,8.408214287099629,8.316592890795613
116921,C6H13NO3,secondary,OC[C@@H]1C[C@H](O)[C@@H](CO)N1,9,base,pKAH1,9.57,chembl,QOCLYSBFNWVTAD-JKUQZMGJSA-N,8.580931204475679,8.515657764286495
24808,C12H14N4O,secondary,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CNC1,15,base,pKAH1,9.29,chembl,PRYWBWSMHQZWSL-UHFFFAOYSA-N,8.598950084843828,8.536425423850053
60359,C12H18N4O,secondary,CC(C)(C)NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N,4,base,pKAH1,9.08,chembl,OYLQDUVKXMNIQX-AOOOYVTPSA-N,8.590072046417129,8.526193041156409
84510,C13H23N3O,secondary,CC(C)(C)CCNCC(=O)N1CCC[C@H]1C#N,6,base,pKAH1,9.14,chembl,CNSBOKOASQAEIA-NSHDSACASA-N,8.80317713344718,8.771807297329921
25446,C9H13NO3,primary,CC(N)C(O)c1ccc(O)c(O)c1,2,base,pKAH1,8.96,chembl,GEFQWZLICWMTKF-UHFFFAOYSA-N,8.605414952143741,8.54387650629608
291,C13H20N4O,tertiary,CN1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,1,base,pKAH1,7.42,chembl,SQCWABLHLAOJBR-UHFFFAOYSA-N,8.62632401176471,8.567975241796315
24719,C12H17N,tertiary,Cc1ccc(C2CCCN2C)cc1,9,base,pKAH1,9.44,chembl,PNCSPWLTNWVYAI-UHFFFAOYSA-N,9.421350157609607,9.484282581858318
53718,C11H23N7O3,primary,N=C(NCCC[C@H](N)C(=O)N[C@H]1CCCNC1)N[N+](=O)[O-],0,base,pKAH1,9.53,chembl,FBMZWGOJULAORJ-IUCAKERBSA-N,9.545734135543253,9.627641328689952
107409,C10H21NO4,secondary,CCCCN[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,4,base,pKAH1,9.12,chembl,HCQHRLQIABKIDK-ZJDVBMNYSA-N,8.762386159658217,8.724793662764
40948,C11H15N5O4,secondary,OC[C@H]1N[C@@H](Cn2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,3,base,pKAH1,9.06,chembl,YDNPJEMLQRXALS-JWIUVKOKSA-N,8.304963873006797,8.197591631790278
113609,C7H13NO3,secondary,O[C@@H]1[C@@H](O)C[C@]2(O)CC[C@H]1N2,10,base,pKAH1,9.14,chembl,AXSWEYXUHSNDLV-JRTVQGFMSA-N,8.740420166359057,8.699476758411901
51741,C4H5N3O4,primary,NC(C(=O)O)c1nonc1O,0,base,pKAH1,7.8,chembl,IQRODORSILQJCJ-UHFFFAOYSA-N,8.767856443276425,8.731098437843139
1347,C9H11NO2,secondary,Oc1cc2c(cc1O)CNCC2,9,base,pKAH1,8.44,chembl,MBFUSGLXKQWVDW-UHFFFAOYSA-N,9.076708497737155,9.08706585598992
78958,C9H20N2O,secondary,CCCNCCCCNC(C)=O,3,base,pKAH1,10.45,chembl,SDXKNLVFKYSEAE-UHFFFAOYSA-N,8.89241736085031,8.874661116447264
124028,C12H17NO3,secondary,COc1ccc(OC)c(C2CNCCO2)c1,11,base,pKAH1,7.92,chembl,ZSSXDMNVMKGEBE-UHFFFAOYSA-N,8.831495847878216,8.804446030068329
64666,C13H14N2O,secondary,c1cc2cc(O[C@H]3CCNC3)ccc2cn1,9,base,pKAH1,10.29,chembl,UWNKRNQWEDZCFZ-ZDUSSCGKSA-N,9.21160263459533,9.242538085903965
137,C12H17N3O3,primary,NC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0,base,pKAH1,8.39,chembl,QXDQIONFEUSGQV-UWVGGRQHSA-N,8.245033281301598,8.128518631662248
97519,C12H16N2,secondary,CC1CN2CCNCc3cccc1c32,3,base,pKAH1,8.9,chembl,ZTIQJDFNBLWERZ-UHFFFAOYSA-N,9.035628389060777,9.039718979025634
62550,C9H14N2O3,secondary,COCc1cc(OC[C@@H]2CCN2)no1,11,base,pKAH1,9.64,chembl,DCPBGIZDLFBSSR-ZETCQYMHSA-N,9.223143797787555,9.255839852897616
17564,C10H13NO2,primary,N[C@H]1CO[C@H](c2ccccc2)OC1,0,base,pKAH1,9.0,chembl,XXLVLPPHZWTLGD-MGCOHNPYSA-N,8.892838702595654,8.875146733852366
29340,C6H13N5O3,primary,NCC(=O)NCC(=O)NCC(=O)NN,0,base,pKAH1,7.84,chembl,YDUQRKBIFXHOIH-UHFFFAOYSA-N,8.525549440385323,8.451827515172303
65409,C13H19NO2,primary,CC[C@]1(c2ccccc2)OC[C@H](CCN)O1,14,base,pKAH1,10.13,chembl,OTBOADKGPXWFHX-STQMWFEESA-N,8.78731563822438,8.753526131895336
38563,C12H16N4,tertiary,CN1CCN(c2cccc3[nH]cnc23)CC1,1,base,pKAH1,7.81,chembl,VNORITPQZHTCHX-UHFFFAOYSA-N,8.603156987612817,8.541274089401869
54927,C13H15N5O2,secondary,O=C1CN2C(=NN1)COc1ccc(NC3CNC3)cc12,16,base,pKAH1,9.13,chembl,XKMTVGPOEMSDNX-UHFFFAOYSA-N,8.890230102391675,8.87214019183273
28899,C9H10N2O2,primary,N#Cc1cc(O)c(CCN)cc1O,9,base,pKAH1,9.43,chembl,FDUICKXFJBJSNA-UHFFFAOYSA-N,8.578157513028874,8.512460946364143
4419,C10H13N3,secondary,c1cncc(N2C[C@H]3CNC[C@H]32)c1,9,base,pKAH1,10.38,chembl,XHYQJTGLPJMMEB-PSASIEDQSA-N,9.535887744532726,9.616292871279816
77037,C12H15NO2,primary,COc1ccc(OC)c2c1CC1C2[C@@H]1N,14,base,pKAH1,9.54,chembl,JZCLEJOFDDWFDL-BEUCVMACSA-N,8.877750328411938,8.85775662902827
97797,C9H15NO2,tertiary,COC(=O)[C@@H]1C[C@H]2CCN(C2)C1,9,base,pKAH1,9.17,chembl,JRCXRCKAYHPARQ-HTQZYQBOSA-N,8.67943887652693,8.629192776216268
10266,C12H17N5O2,tertiary,Cn1c(=O)c2c(ncn2CN2CCCC2)n(C)c1=O,10,base,pKAH1,7.67,chembl,OVEDMCYZXLAOHO-UHFFFAOYSA-N,8.532076002131975,8.459349703549478
118593,C11H22N2O,primary,CCC(C)C(N)C(=O)N1CCC(C)C1,5,base,pKAH1,8.5,chembl,YZFQGEAMOJDPRP-UHFFFAOYSA-N,8.877467579783367,8.857430747112176
64416,C13H18N2O,primary,CC(C)[C@H](N)C(=O)N/C=C/c1ccccc1,4,base,pKAH1,8.5,chembl,XWCUFWYMBBNSGY-BCPZQOPPSA-N,8.757427699052723,8.719078789269629
25982,C10H14N6O3,primary,NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0,base,pKAH1,8.8,chembl,GVSGUDGNTHCZHI-KQYNXXCUSA-N,8.550512465770534,8.480598648688064
47632,C10H13NO,tertiary,CN1CCc2cc(O)ccc2C1,1,base,pKAH1,8.1,chembl,BMLTXAQSFDCMHA-UHFFFAOYSA-N,8.695554650511944,8.647767010624063
84981,C10H13NO3,primary,NC1CCc2c(ccc(O)c2O)[C@H]1O,0,base,pKAH1,9.11,chembl,RJQPTDPYKKHYSV-NHSZFOGYSA-N,8.624178185543652,8.565502069904888
108136,C12H15N3,secondary,C1=C(c2ccnnc2)C2CC[C@H](CC1)N2,14,base,pKAH1,10.13,chembl,SAOUDQKVCQGQDK-NUHJPDEHSA-N,9.463478271201094,9.532837336829076
93753,C12H19N3O3,primary,Cc1ccc([N+](=O)[O-])c(NCCC[C@H](N)CO)c1,14,base,pKAH1,9.83,chembl,SSXMQVIKYJOZIK-JTQLQIEISA-N,8.583652174995654,8.518793818707568
48233,C8H13N3,secondary,C[C@H]1CNC[C@H]1c1c[nH]cn1,3,base,pKAH1,10.85,chembl,KTEPQLOOQDLKHF-NKWVEPMBSA-N,10.072481869238779,10.234744399788697
6131,C13H18N2O2,secondary,Cc1ccc(C(=O)N2CC3CNCC(C3)C2)o1,11,base,pKAH1,10.26,chembl,ORHMDEPRGDBBCN-UHFFFAOYSA-N,9.751285088869937,9.864549068484875
50053,C13H17NO3,primary,N[C@@H](Cc1ccccc1)C(=O)CCCC(=O)O,0,base,pKAH1,7.7,chembl,NDSPUVTWBRRBGT-NSHDSACASA-N,8.290083390262586,8.18044113223319
66843,C12H15N,tertiary,[2H]C1([2H])C=C(c2ccccc2)CCN1C,13,base,pKAH1,8.54,chembl,PLRACCBDVIHHLZ-KNXIQCGSSA-N,9.064995235582966,9.073565736347255
13855,C13H20N4O2,secondary,N#C[C@@H]1CCCN1C(=O)CNC(=O)C1CCNCC1,16,base,pKAH1,10.16,chembl,AAKIUXAGDURVCO-NSHDSACASA-N,9.641166169871381,9.737631514533442
59351,C12H19NO,secondary,CC(C)N[C@H](C)[C@H](O)c1ccccc1,3,base,pKAH1,9.7,chembl,DPMPTDANQUZYEX-PWSUYJOCSA-N,9.08912856034454,9.101380598455506
15609,C13H19NO,tertiary,COc1cccc2c1CC(N(C)C)CC2,10,base,pKAH1,9.44,chembl,VKACGGQZJQUCMN-UHFFFAOYSA-N,8.860578841681173,8.837965632954226
68724,C10H15N3O3,secondary,O=C1[C@H]2CNC[C@H]2C(=O)N1N1CCOCC1,4,base,pKAH1,10.12,chembl,IJQWNGARKWMWBE-OCAPTIKFSA-N,8.603470256327453,8.541635147241456
55058,C12H17N3O,tertiary,COc1cncc([C@@H]2CN3CCCC2C3)n1,9,base,pKAH1,9.22,chembl,DVEMMBUZHGJCHR-QVDQXJPCSA-N,9.304812723270732,9.349967368409303
60941,C12H21N3,tertiary,Cc1cc(N)nc(CCCCN(C)C)c1,11,base,pKAH1,9.8,chembl,DBXKFDZMVGIZFJ-UHFFFAOYSA-N,8.960397073826067,8.95301113084685
21437,C13H19N,secondary,CCCCC1NCCc2ccccc21,5,base,pKAH1,9.3,chembl,NEMBFAJWTUSZDU-UHFFFAOYSA-N,9.435987896876494,9.501153307434151
37474,C8H14N2O3,primary,C[C@@H](N)C(=O)N1CCC[C@@H]1C(=O)O,2,base,pKAH1,8.38,chembl,WPWUFUBLGADILS-PHDIDXHHSA-N,8.545665329887342,8.475012082496171
16303,C6H10N4O2,primary,N[C@@H](Cc1cnc[nH]1)C(=O)NO,0,base,pKAH1,7.62,chembl,PPWCINXVCQTKJR-YFKPBYRVSA-N,9.149488953434544,9.170948966145628
79770,C6H13NO4,secondary,O[C@@H]1[C@H](O)[C@H](O)CNC[C@H]1O,7,base,pKAH1,8.49,chembl,MRFFNLOQLBWKPJ-KAZBKCHUSA-N,8.524225123937693,8.450301174324434
122094,C12H22N4O4,primary,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O.O,5,base,pKAH1,8.44,chembl,JVBYRDIRKCUGGG-IYPAPVHQSA-N,9.684240942208119,9.787277340988252
51695,C10H13N,secondary,CC1CNCc2ccccc21,3,base,pKAH1,9.2,chembl,TWIPIAJYKZMIPL-UHFFFAOYSA-N,9.391170490882995,9.449499008655412
13875,C13H27NO3,tertiary,CCCCCCCCN1C[C@@H](O)[C@H](O)[C@@H](O)C1,8,base,pKAH1,8.51,chembl,PCHZTBUOIUSSAT-ITGUQSILSA-N,8.792435020157646,8.75942647525706
66544,C10H18N4O,primary,N#C[C@@H]1CCCCN1C(=O)C(N)CCN,14,base,pKAH1,9.66,chembl,QDTZVUPUBDCGCD-IENPIDJESA-N,9.197528547728208,9.22631699787005
20153,C6H13N3,tertiary,CN1CCN=C(N)CC1,6,base,pKAH1,11.18,chembl,JHKLXDHMHQEJKT-UHFFFAOYSA-N,10.144138029882884,10.317331703743433
10460,C7H14N2O,tertiary,CON=C1CCN(C)CC1,6,base,pKAH1,8.36,chembl,WVMYKOKEHJOIDX-UHFFFAOYSA-N,8.515718260301897,8.440496589115348
78860,C12H16N4O4,primary,COc1nn(CCOCCN)c2ccc([N+](=O)[O-])cc12,10,base,pKAH1,9.45,chembl,IHHXIJWWGUUMBZ-UHFFFAOYSA-N,9.756767578041002,9.870867911073276
86253,C13H22N2O3,secondary,C=CC(CCC(=O)OC)NC(=O)C1CCNCC1,15,base,pKAH1,10.17,chembl,VYQJOHDODILYFE-UHFFFAOYSA-N,9.673898255869203,9.775356878425054
103079,C6H13NO4,secondary,OC(O)C[C@H]1NC[C@H](O)[C@@H]1O,5,base,pKAH1,9.13,chembl,QRXYEWPGDSAILC-ALEPSDHESA-N,8.623970778246706,8.565263022636358
110506,C10H15NO4,secondary,Cc1oc(C2NCC(O)C2O)cc1CO,5,base,pKAH1,8.1,chembl,XVJUIKJDTLWLBB-UHFFFAOYSA-N,8.510876226195043,8.43491590297549
4723,C9H13NO2,primary,COc1cc(CCN)ccc1O,7,base,pKAH1,9.64,chembl,DIVQKHQLANKJQO-UHFFFAOYSA-N,9.73242821012088,9.842815573934129
25081,C11H14N2,tertiary,CN1CC=C(c2ccncc2)CC1,1,base,pKAH1,8.27,chembl,SIBZBTPLQBACQP-UHFFFAOYSA-N,8.676890297805741,8.626255411953274
117403,C11H18N4,secondary,CCc1cc(N2CC[C@@H](NC)C2)ncn1,9,base,pKAH1,9.58,chembl,RKEAGPVGAFOKGG-SNVBAGLBSA-N,8.99551622751136,8.993487709468551
23753,C13H16N2O,tertiary,Cc1c(CN(C)C)c(=O)[nH]c2ccccc12,4,base,pKAH1,8.7,chembl,JOHOURQSZIGKRQ-UHFFFAOYSA-N,8.711730701121152,8.666410716851711
1776,C12H17N3O,secondary,COc1cncc(N2C[C@H]3CCNC[C@H]32)c1,12,base,pKAH1,9.46,chembl,IQCDZVRYLPBQRD-BXKDBHETSA-N,9.234687260864085,9.269144270622794
53091,C13H17N3O,primary,CC1(c2ccc3[nH]c([C@@H](N)CO)nc3c2)CC1,9,base,pKAH1,7.61,chembl,LAPNNRNPQTVSNS-VIFPVBQESA-N,8.795524806043153,8.76298760780711
9773,C13H29NO,primary,CC(C)CCCCCCC[C@H](O)[C@@H](C)N,14,base,pKAH1,9.83,chembl,HZFYLRXGLUPZTG-OLZOCXBDSA-N,9.695469631549011,9.800218966261973
4148,C13H14N4O,tertiary,CN(C)Cc1ccc2c(c1)[nH]c(=O)c1nccn12,1,base,pKAH1,8.68,chembl,MDSZPICVOVGTHX-UHFFFAOYSA-N,8.821805338536393,8.793277234066764
63796,C11H13N,secondary,c1ccc2c(c1)C1CCN[C@@H]2C1,9,base,pKAH1,9.32,chembl,ODNBLSHUQMAKDZ-QHDYGNBISA-N,9.622994449688354,9.71668769944977
57089,C10H14N2,tertiary,c1ccc(CN2CCCC2)nc1,5,base,pKAH1,8.55,chembl,XLXANWGTOZKKAZ-UHFFFAOYSA-N,8.812453209018999,8.782498437712977
8392,C12H18N2O2,secondary,COc1ccc(N2CCNCC2)c(OC)c1,9,base,pKAH1,8.86,chembl,XZXCBTBAADXWDD-UHFFFAOYSA-N,9.254279257881432,9.291725025692667
37353,C3H10N2O2,primary,NCC(O)CON,0,base,pKAH1,9.52,chembl,UFOZXNZOYKGSQO-UHFFFAOYSA-N,8.816126419855351,8.786731996657592
126792,C12H15NO2,primary,C=C(c1ccccc1)[C@H]1OC[C@H](N)CO1,12,base,pKAH1,9.0,chembl,PMIOQLXBGJWLBZ-HAQNSBGRSA-N,8.911384439782273,8.896521622212672
36733,C13H18N4O,tertiary,CN(C)CCCOc1cc(-c2ccncc2)[nH]n1,1,base,pKAH1,9.26,chembl,JDNYBRSFHAMNJO-UHFFFAOYSA-N,8.744119028874534,8.703739882197862
3686,C8H16N2O3,primary,CC(C)C[C@@H](NC(=O)CN)C(=O)O,9,base,pKAH1,8.14,chembl,DKEXFJVMVGETOO-ZCFIWIBFSA-N,8.365956954797248,8.26788920480682
65336,C10H21NO3,secondary,CCC(=O)OCC(O)CNC(C)(C)C,9,base,pKAH1,9.96,chembl,CKVUQMJSDNJXGZ-UHFFFAOYSA-N,8.79031534123369,8.756983439431451
7678,C13H14N2O2,secondary,O=c1cc(N2CCNCC2)c2ccccc2o1,7,base,pKAH1,8.93,chembl,XXNMOZBGUPTRTP-UHFFFAOYSA-N,8.676933134419368,8.626304783289921
23875,C12H16N2O4,primary,C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,2,base,pKAH1,8.36,chembl,ALZVPLKYDKJKQU-XVKPBYJWSA-N,8.068860101586539,7.925470243205266
49244,C13H19N,primary,C[C@@H]1CCC[C@@](N)(c2ccccc2)C1,6,base,pKAH1,9.83,chembl,PEKJOQVJCNMUBH-YPMHNXCESA-N,9.836909116113802,9.963235036310301
3625,C11H17N3O3,tertiary,O=c1cc[nH]c(=O)n1CCN1CCC[C@H]1CO,10,base,pKAH1,8.4,chembl,ZTYNAVOYGKTLKL-VIFPVBQESA-N,8.295845290056688,8.187082009519592
28719,C5H8N2O4,primary,N[C@H](C(=O)O)[C@@H]1CC(O)=NO1,0,base,pKAH1,8.06,chembl,NTHMUJMQOXQYBR-OKKQSCSOSA-N,7.825199497093443,7.644639227083532
67706,C11H14N4O2,secondary,O=[N+]([O-])c1ccc(N2CC[C@H]3CN[C@H]3C2)cn1,12,base,pKAH1,9.81,chembl,OBAMBLJKDDEQNH-WPRPVWTQSA-N,8.968434916658136,8.962275146154752
29130,C6H13NO3,secondary,OC[C@@H]1CNC[C@H](O)[C@@H]1O,4,base,pKAH1,8.8,chembl,QPYJXFZUIJOGNX-HCWXCVPCSA-N,8.646091910215546,8.590758732053546
49879,C12H20N2,primary,NCCCc1ccc(CCCN)cc1,0,base,pKAH1,10.35,chembl,UCIIMVLFNCETFE-UHFFFAOYSA-N,10.123301705399372,10.293316799121818
51518,C12H12N2O5,primary,N[C@@H](Cc1onc(O)c1-c1ccccc1O)C(=O)O,0,base,pKAH1,7.18,chembl,VZEDUFAJDGBEHT-ZETCQYMHSA-N,7.827342537361364,7.647109188024826
23117,C11H15NO2,tertiary,COc1cccc2c1CN(C)C[C@@H]2O,9,base,pKAH1,7.28,chembl,HIGVTGAJQHZSNS-JTQLQIEISA-N,8.541594160712782,8.470319856691045
101604,C6H13NO4,secondary,OC(O)CC1NCC(O)C1O,5,base,pKAH1,9.13,chembl,QRXYEWPGDSAILC-UHFFFAOYSA-N,8.780914453543438,8.746148446848254
44727,C13H13N3,secondary,c1ccc(-c2ncc3c(n2)CCNC3)cc1,12,base,pKAH1,8.22,chembl,UFXPHMAQBXJORN-UHFFFAOYSA-N,8.623867794295357,8.565144328488973
8383,C11H14N2,secondary,CNCCc1c[nH]c2ccccc12,1,base,pKAH1,10.31,chembl,NCIKQJBVUNUXLW-UHFFFAOYSA-N,9.826619877782147,9.95137617524489
48514,C10H15NO2,primary,COc1ccc(CC(C)N)cc1O,9,base,pKAH1,10.34,chembl,IHPFVQVCJHQPFN-UHFFFAOYSA-N,9.657520309426806,9.756480477166122
79693,C13H23N,tertiary,CN(C)CC12CC3(C)CC1CC3(C)C2,1,base,pKAH1,9.85,chembl,LHHYBURMVFJXFB-UHFFFAOYSA-N,10.083181373870246,10.24707611325508
